VARIABLE: BSRL.B1.SYS_A:sigma_sat_tot_syst
DataType: NUMERIC
Unit: -
Length: 1
Description: Systematic sigma of Q_sat_tot

Timestamp (UTC_TIME),Value
2018-06-29 16:01:44.562000,1.808075889053000E-05
2018-06-29 16:06:44.550000,6.411476942072000E-06
2018-06-29 16:11:44.537000,6.400202018399000E-06
2018-06-29 16:16:44.524000,5.010193291239000E-06
2018-06-29 16:21:44.511000,4.751752498818000E-06
2018-06-29 16:26:44.499000,3.853989002565000E-06
2018-06-29 16:31:44.486000,3.476680425864000E-06
2018-06-29 16:36:44.472000,4.057669000972000E-06
2018-06-29 16:46:44.445000,5.155369990516000E-06
2018-06-29 16:51:44.432000,3.975461745298000E-06
2018-06-29 16:56:44.419000,3.218077147479000E-06
2018-06-29 17:01:44.405000,2.974942761739000E-06
2018-06-29 17:06:44.392000,3.134333775454000E-06
2018-06-29 17:11:44.378000,3.108518260938000E-06
2018-06-29 17:16:44.365000,3.105396641389000E-06
2018-06-29 17:21:44.352000,3.303035834013000E-06
2018-06-29 17:26:44.338000,3.193520795877000E-06
2018-06-29 17:31:44.325000,2.999137249616000E-06
2018-06-29 17:36:44.311000,2.574987274795000E-06
2018-06-29 17:41:44.298000,2.713911537099000E-06
2018-06-29 17:46:44.284000,2.522997983683000E-06
2018-06-29 17:51:44.271000,2.687463619853000E-06
2018-06-29 17:56:44.258000,2.384870972114000E-06
2018-06-29 18:01:44.244000,2.570548573999000E-06
2018-06-29 18:06:44.231000,2.421130920774000E-06
2018-06-29 18:11:44.217000,2.723437312494000E-06
2018-06-29 18:16:44.204000,2.589937877985000E-06
2018-06-29 18:21:44.190000,2.539027991359000E-06
2018-06-29 18:26:44.177000,2.736625739456000E-06
2018-06-29 18:31:44.164000,2.673569627443000E-06
2018-06-29 18:36:44.150000,2.522359212893000E-06
2018-06-29 18:41:44.137000,2.590208978538000E-06
2018-06-29 18:46:44.123000,2.606692793657000E-06
2018-06-29 18:51:44.110000,2.740915426387000E-06
2018-06-29 18:56:44.097000,2.347589522562000E-06
2018-06-29 19:01:44.083000,2.697726174465000E-06
2018-06-29 19:06:44.070000,2.540908590062000E-06
2018-06-29 19:11:44.056000,2.782211441020000E-06
2018-06-29 19:16:44.043000,2.628606684240000E-06
2018-06-29 19:21:44.030000,2.645842090152000E-06
2018-06-29 19:26:44.016000,2.825376739025000E-06
2018-06-29 19:31:44.003000,2.679801472661000E-06
2018-06-29 19:36:43.989000,2.538684622463000E-06
2018-06-29 19:41:43.976000,2.661727890220000E-06
2018-06-29 19:46:43.962000,2.575276028602000E-06
2018-06-29 19:51:43.949000,2.556611889467000E-06
2018-06-29 19:56:43.936000,2.626913329304000E-06
2018-06-29 20:01:43.922000,2.568987567327000E-06
2018-06-29 20:06:43.909000,2.435265843759000E-06
2018-06-29 20:11:43.895000,2.984115661915000E-06
2018-06-29 20:16:43.882000,2.712969929999000E-06
2018-06-29 20:21:43.869000,2.670427842847000E-06
2018-06-29 20:26:43.855000,2.673533849303000E-06
2018-06-29 20:31:43.842000,2.564233541454000E-06
2018-06-29 20:36:43.828000,2.692007902095000E-06
2018-06-29 20:41:43.815000,2.739066887225000E-06
2018-06-29 20:46:43.802000,2.505968427257000E-06
2018-06-29 20:51:43.788000,2.482961396667000E-06
2018-06-29 20:56:43.775000,2.672695753477000E-06
2018-06-29 21:01:43.761000,2.516231270456000E-06
2018-06-29 21:06:43.748000,2.743850270379000E-06
2018-06-29 21:11:43.735000,2.823376764134000E-06
2018-06-29 21:16:43.721000,2.597324597655000E-06
2018-06-29 21:21:43.708000,2.620963428917000E-06
2018-06-29 21:26:43.694000,2.649957010308000E-06
2018-06-29 21:31:43.681000,2.489960906086000E-06
2018-06-29 21:36:43.667000,2.513754009489000E-06
2018-06-29 21:41:43.654000,2.760737026426000E-06
2018-06-29 21:46:43.641000,2.505013403737000E-06
2018-06-29 21:51:43.627000,2.668803011269000E-06
2018-06-29 21:56:43.614000,2.592776894341000E-06
2018-06-29 22:01:43.600000,2.565433939002000E-06
2018-06-29 22:06:43.587000,2.653543324757000E-06
2018-06-29 22:11:43.574000,2.618865704593000E-06
