VARIABLE: BSRL.B1.SYS_B:sigma_sat_tot_syst
DataType: NUMERIC
Unit: -
Length: 1
Description: Systematic sigma of Q_sat_tot

Timestamp (UTC_TIME),Value
2018-06-29 15:06:44.703000,0.000000000000000E+00
2018-06-29 15:11:44.690000,0.000000000000000E+00
2018-06-29 15:16:44.677000,0.000000000000000E+00
2018-06-29 15:21:44.665000,0.000000000000000E+00
2018-06-29 15:26:44.652000,0.000000000000000E+00
2018-06-29 15:31:44.639000,0.000000000000000E+00
2018-06-29 15:36:44.626000,0.000000000000000E+00
2018-06-29 15:41:44.613000,0.000000000000000E+00
2018-06-29 15:46:44.601000,0.000000000000000E+00
2018-06-29 15:51:44.588000,0.000000000000000E+00
2018-06-29 15:56:44.575000,0.000000000000000E+00
2018-06-29 16:01:44.562000,0.000000000000000E+00
2018-06-29 16:06:44.550000,2.547502003343000E-06
2018-06-29 16:11:44.537000,1.399959393266000E-06
2018-06-29 16:16:44.524000,8.988672438926000E-07
2018-06-29 16:21:44.511000,8.433491413760000E-07
2018-06-29 16:26:44.499000,7.889584736166000E-07
2018-06-29 16:31:44.486000,1.064001113371000E-06
2018-06-29 16:36:44.472000,1.328435290740000E-06
2018-06-29 16:41:44.459000,1.220338517212000E-06
2018-06-29 16:46:44.445000,1.626106048139000E-06
2018-06-29 16:51:44.432000,1.045935334057000E-06
2018-06-29 16:56:44.419000,7.882071092028999E-07
2018-06-29 17:01:44.405000,7.702999627353000E-07
2018-06-29 17:06:44.392000,6.666899490827000E-07
2018-06-29 17:11:44.378000,6.215997415629000E-07
2018-06-29 17:16:44.365000,6.720852518570000E-07
2018-06-29 17:21:44.352000,6.956629536587000E-07
2018-06-29 17:26:44.338000,6.614102276841000E-07
2018-06-29 17:31:44.325000,7.907090099684000E-07
2018-06-29 17:36:44.311000,6.752687821588000E-07
2018-06-29 17:41:44.298000,6.869904355119000E-07
2018-06-29 17:46:44.284000,7.772559756835000E-07
2018-06-29 17:51:44.271000,6.748507995722000E-07
2018-06-29 17:56:44.258000,6.629628784647000E-07
2018-06-29 18:01:44.244000,7.196621985843000E-07
2018-06-29 18:06:44.231000,7.602256995339000E-07
2018-06-29 18:11:44.217000,7.708884153063000E-07
2018-06-29 18:16:44.204000,7.197252255973000E-07
2018-06-29 18:21:44.190000,8.092777241474000E-07
2018-06-29 18:26:44.177000,6.829038674423000E-07
2018-06-29 18:31:44.164000,7.170397757272000E-07
2018-06-29 18:36:44.150000,5.929498941775000E-07
2018-06-29 18:41:44.137000,7.494131445778000E-07
2018-06-29 18:46:44.123000,7.703872170714000E-07
2018-06-29 18:51:44.110000,7.888010667701000E-07
2018-06-29 18:56:44.097000,6.874695899239000E-07
2018-06-29 19:01:44.083000,8.207743457712000E-07
2018-06-29 19:06:44.070000,7.679391055429000E-07
2018-06-29 19:11:44.056000,6.830968908627000E-07
2018-06-29 19:16:44.043000,7.807239578333000E-07
2018-06-29 19:21:44.030000,5.956714356933000E-07
2018-06-29 19:26:44.016000,6.268046209108000E-07
2018-06-29 19:31:44.003000,6.492181964950000E-07
2018-06-29 19:36:43.989000,6.972658830036000E-07
2018-06-29 19:41:43.976000,7.577806666728999E-07
2018-06-29 19:46:43.962000,7.011307616923000E-07
2018-06-29 19:51:43.949000,7.594311519265000E-07
2018-06-29 19:56:43.936000,7.577952076236000E-07
2018-06-29 20:01:43.922000,8.047244669927000E-07
2018-06-29 20:06:43.909000,6.740442496255000E-07
2018-06-29 20:11:43.895000,7.703192518911000E-07
2018-06-29 20:16:43.882000,7.278058856161000E-07
2018-06-29 20:21:43.869000,7.365686226696000E-07
2018-06-29 20:26:43.855000,7.211998820683000E-07
2018-06-29 20:31:43.842000,7.297963923952000E-07
2018-06-29 20:36:43.828000,7.382262395847000E-07
2018-06-29 20:41:43.815000,7.756620455237000E-07
2018-06-29 20:46:43.802000,6.470706409674000E-07
2018-06-29 20:51:43.788000,8.960316232298000E-07
2018-06-29 20:56:43.775000,7.496626764817000E-07
2018-06-29 21:01:43.761000,7.891802112438000E-07
2018-06-29 21:06:43.748000,6.030227539765000E-07
2018-06-29 21:11:43.735000,7.117018223930000E-07
2018-06-29 21:16:43.721000,8.036831225917000E-07
2018-06-29 21:21:43.708000,8.231835722323000E-07
2018-06-29 21:26:43.694000,6.912888173285000E-07
2018-06-29 21:31:43.681000,6.876646816957000E-07
2018-06-29 21:36:43.667000,7.969689943412000E-07
2018-06-29 21:41:43.654000,7.165210314315000E-07
2018-06-29 21:46:43.641000,7.394901692026000E-07
2018-06-29 21:51:43.627000,6.612449215051000E-07
2018-06-29 21:56:43.614000,7.520896058115000E-07
2018-06-29 22:01:43.600000,8.497465202549000E-07
2018-06-29 22:06:43.587000,7.546409982734000E-07
2018-06-29 22:11:43.574000,7.690619128875000E-07
2018-06-29 22:16:43.560000,7.607088861800000E-07
2018-06-29 22:21:43.547000,8.072057042125000E-07
2018-06-29 22:26:43.533000,6.827806914214001E-07
2018-06-29 22:31:43.520000,6.713796657765000E-07
2018-06-29 22:36:43.506000,8.167419777554000E-07
2018-06-29 22:41:43.493000,6.861774966995000E-07
2018-06-29 22:46:43.480000,7.147719626297000E-07
2018-06-29 22:51:43.466000,6.811572907582000E-07
2018-06-29 22:56:43.453000,8.162903108437000E-07
2018-06-29 23:01:43.439000,6.144679665219000E-07
2018-06-29 23:06:43.426000,7.391570129620000E-07
2018-06-29 23:11:43.413000,6.815839092203000E-07
2018-06-29 23:16:43.399000,6.908550744373000E-07
2018-06-29 23:21:43.386000,9.009858821259000E-07
2018-06-29 23:26:43.372000,7.637214778098000E-07
2018-06-29 23:31:43.359000,7.398041818028000E-07
2018-06-29 23:36:43.346000,7.545453978287001E-07
2018-06-29 23:41:43.332000,7.168623902178000E-07
2018-06-29 23:46:43.319000,7.419719037120000E-07
2018-06-29 23:51:43.305000,6.650416471372000E-07
2018-06-29 23:56:43.292000,7.334446060269000E-07
2018-06-30 00:01:43.278000,7.031253664171000E-07
2018-06-30 00:06:43.265000,8.037556175313000E-07
2018-06-30 00:11:43.252000,7.790413576684000E-07
2018-06-30 00:16:43.238000,8.248137234907000E-07
2018-06-30 00:21:43.225000,7.753401046788000E-07
2018-06-30 00:26:43.211000,6.566382922497999E-07
2018-06-30 00:31:43.198000,7.670380664647000E-07
2018-06-30 00:36:43.185000,7.130372370258000E-07
2018-06-30 00:41:43.171000,7.939522321731000E-07
2018-06-30 00:46:43.158000,7.472349850587000E-07
2018-06-30 00:51:43.144000,7.081835211811000E-07
2018-06-30 00:56:43.131000,7.271162426928000E-07
2018-06-30 01:01:43.117000,8.887263448339000E-07
2018-06-30 01:06:43.104000,6.921189976259000E-07
2018-06-30 01:11:43.091000,7.251925396226000E-07
2018-06-30 01:16:43.077000,6.870250305556000E-07
2018-06-30 01:21:43.064000,7.031309021832000E-07
2018-06-30 01:26:43.050000,7.311691442184000E-07
2018-06-30 01:31:43.037000,7.104932728153000E-07
2018-06-30 01:36:43.024000,8.075447732520000E-07
2018-06-30 01:41:43.010000,5.558650531191000E-07
2018-06-30 01:46:42.997000,6.792442708165000E-07
2018-06-30 01:51:42.983000,8.133159811917000E-07
2018-06-30 01:56:42.970000,7.508926996050000E-07
2018-06-30 02:01:42.957000,8.225996831993000E-07
2018-06-30 02:06:42.943000,7.310495992451000E-07
2018-06-30 02:11:42.930000,9.427536133489000E-07
2018-06-30 02:16:42.916000,8.199392720742000E-07
2018-06-30 02:21:42.903000,8.098229144562001E-07
2018-06-30 02:26:42.889000,6.444877675082000E-07
2018-06-30 02:31:42.876000,8.178486146035001E-07
2018-06-30 02:36:42.863000,8.453307098172000E-07
2018-06-30 02:41:42.849000,7.343497904559000E-07
2018-06-30 02:46:42.836000,6.604171940782000E-07
2018-06-30 02:51:42.822000,8.056090974758000E-07
2018-06-30 02:56:42.809000,7.104857594472000E-07
VARIABLE: BSRL.B1.SYS_B:Q_filled_tot_odd
DataType: NUMERIC
Unit: -
Length: 1
Description: Fraction of beam in odd filled buckets (total)

Timestamp (UTC_TIME),Value
2018-06-29 15:06:44.703000,0.000000000000000E+00
2018-06-29 15:11:44.690000,0.000000000000000E+00
2018-06-29 15:16:44.677000,0.000000000000000E+00
2018-06-29 15:21:44.665000,0.000000000000000E+00
2018-06-29 15:26:44.652000,0.000000000000000E+00
2018-06-29 15:31:44.639000,0.000000000000000E+00
