1	0	20
2	1	20
3	2	20
5	0	19
6	1	19
7	2	19
9	0	18
10	1	18
11	2	18
13	0	17
14	1	17
15	2	17
17	0	16
18	1	16
19	2	16
21	0	15
22	1	15
23	2	15
25	0	14
26	1	14
27	2	14
29	0	13
30	1	13
31	2	13
33	0	12
34	1	12
35	2	12
37	0	11
38	1	11
39	2	11
41	0	10
42	1	10
43	2	10
45	0	9
46	1	9
47	2	9
49	0	8
50	1	8
51	2	8
53	0	7
54	1	7	
55	2	7	
57	0	6
58	1	6	
59	2	6	
61	0	5
62	1	5	
63	2	5	
A	0	4
B	1	4
C	2	4
D	0	3
E	1	3
F	2	3
G	0	2
H	1	2
I	2	2
J	0	1
K	1	1
L	2	1
M	0	0
N	1	0
P	2	0
