VARIABLE: BSRL.B2.SYS_A:sigma_sat_tot_syst
DataType: NUMERIC
Unit: -
Length: 1
Description: Systematic sigma of Q_sat_tot

Timestamp (UTC_TIME),Value
2016-05-17 11:16:13.032000,3.223354715147000E-06
2016-05-17 11:21:13.018000,2.803351343541000E-06
2016-05-17 11:26:13.005000,2.687218714893000E-06
2016-05-17 11:31:12.992000,2.824932212116000E-06
2016-05-17 11:36:12.978000,2.380221684877000E-06
2016-05-17 11:41:12.965000,2.705569110550000E-06
2016-05-17 11:46:12.951000,2.888533986447000E-06
2016-05-17 11:51:12.938000,2.713953667062000E-06
2016-05-17 11:56:12.925000,2.649952143088000E-06
2016-05-17 12:01:12.911000,2.383726034507000E-06
2016-05-17 12:06:12.898000,2.392261255114000E-06
2016-05-17 12:11:12.884000,2.672232880346000E-06
2016-05-17 12:16:12.871000,2.869002780305000E-06
2016-05-17 12:21:12.857000,2.453800107560000E-06
2016-05-17 12:26:12.844000,2.383735243194000E-06
2016-05-17 12:31:12.831000,2.464515740899000E-06
2016-05-17 12:36:12.817000,2.652634119727000E-06
2016-05-17 12:41:12.804000,2.795714338485000E-06
2016-05-17 12:46:12.790000,2.654936358613000E-06
2016-05-17 12:51:12.777000,2.375080638174000E-06
2016-05-17 12:56:12.763000,2.717736643722000E-06
2016-05-17 13:01:12.750000,2.603583067181000E-06
2016-05-17 13:06:12.737000,2.228755087451000E-06
2016-05-17 13:11:12.723000,2.605101400162000E-06
2016-05-17 13:16:12.710000,2.792297290947000E-06
2016-05-17 13:21:12.696000,2.206756064254000E-06
2016-05-17 13:26:12.683000,2.598807061483000E-06
2016-05-17 13:31:12.669000,2.713172582854000E-06
2016-05-17 13:36:12.656000,2.789232580972000E-06
2016-05-17 13:41:12.643000,2.555060166506000E-06
2016-05-17 13:46:12.629000,2.559060709256000E-06
2016-05-17 13:51:12.616000,2.406428523572000E-06
2016-05-17 13:56:12.602000,2.258996772160000E-06
2016-05-17 14:01:12.589000,2.518432231519000E-06
2016-05-17 14:06:12.576000,2.550244726912000E-06
2016-05-17 14:11:12.562000,2.526093953384000E-06
2016-05-17 14:16:12.549000,2.357756223806000E-06
2016-05-17 14:21:12.535000,2.466095083447000E-06
2016-05-17 14:26:12.522000,2.351658666968000E-06
2016-05-17 14:31:12.508000,2.566543000032000E-06
2016-05-17 14:36:12.495000,2.449553579780000E-06
2016-05-17 14:41:12.482000,2.537008153173000E-06
2016-05-17 14:46:12.468000,2.370944641816000E-06
2016-05-17 14:51:12.455000,2.613755780751000E-06
2016-05-17 14:56:12.441000,2.496531764725000E-06
2016-05-17 15:01:12.428000,2.583264478834000E-06
2016-05-17 15:06:12.414000,2.441467654748000E-06
2016-05-17 15:11:12.401000,2.224444933845000E-06
2016-05-17 15:16:12.388000,2.342220304431000E-06
2016-05-17 15:21:12.374000,2.621706044322000E-06
2016-05-17 15:26:12.361000,2.586195633518000E-06
2016-05-17 15:31:12.347000,2.454097240616000E-06
2016-05-17 15:36:12.334000,2.439927793524000E-06
2016-05-17 15:41:12.320000,2.498383448213000E-06
