VARIABLE: BSRL.B1.SYS_B:sigma_sat_tot_syst
DataType: NUMERIC
Unit: -
Length: 1
Description: Systematic sigma of Q_sat_tot

Timestamp (UTC_TIME),Value
2016-05-17 11:15:34.014000,3.843552231797000E-06
2016-05-17 11:20:34.000000,2.887083446839000E-06
2016-05-17 11:25:33.987000,2.366064634835000E-06
2016-05-17 11:30:33.973000,2.380225428727000E-06
2016-05-17 11:35:33.960000,2.524751404114000E-06
2016-05-17 11:40:33.947000,2.058696522050000E-06
2016-05-17 11:45:33.933000,2.304966644284000E-06
2016-05-17 11:50:33.920000,2.600527687421000E-06
2016-05-17 11:55:33.906000,2.806936031312000E-06
2016-05-17 12:00:33.893000,2.748720664980000E-06
2016-05-17 12:05:33.880000,2.895411239700000E-06
2016-05-17 12:10:33.866000,3.017835794618000E-06
2016-05-17 12:15:33.853000,2.766106045700000E-06
2016-05-17 12:20:33.839000,3.303631660975000E-06
2016-05-17 12:25:33.826000,2.569845885262000E-06
2016-05-17 12:30:33.812000,2.758542997935000E-06
2016-05-17 12:35:33.799000,2.317028463490000E-06
2016-05-17 12:40:33.786000,2.624710363290000E-06
2016-05-17 12:45:33.772000,2.283549584071000E-06
2016-05-17 12:50:33.759000,2.212237945928000E-06
2016-05-17 12:55:33.745000,2.647605226111000E-06
2016-05-17 13:00:33.732000,2.881260862851000E-06
2016-05-17 13:05:33.718000,2.695171292722000E-06
2016-05-17 13:10:33.705000,2.703168944975000E-06
2016-05-17 13:15:33.692000,2.885272659381000E-06
2016-05-17 13:20:33.678000,2.690644621330000E-06
2016-05-17 13:25:33.665000,2.631904726275000E-06
2016-05-17 13:30:33.651000,2.333832241242000E-06
2016-05-17 13:35:33.638000,2.494799226755000E-06
2016-05-17 13:40:33.625000,2.738660400534000E-06
2016-05-17 13:45:33.611000,2.657191485454000E-06
2016-05-17 13:50:33.598000,2.514486465906000E-06
2016-05-17 13:55:33.584000,3.035716525355000E-06
2016-05-17 14:00:33.571000,2.867298975834000E-06
2016-05-17 14:05:33.557000,2.738020277400000E-06
2016-05-17 14:10:33.544000,2.372423512160000E-06
2016-05-17 14:15:33.531000,2.456168591150000E-06
2016-05-17 14:20:33.517000,2.377594657592000E-06
2016-05-17 14:25:33.504000,2.423145163465000E-06
2016-05-17 14:30:33.490000,2.999624521152000E-06
2016-05-17 14:35:33.477000,2.891667345349000E-06
2016-05-17 14:40:33.463000,3.213483135908000E-06
2016-05-17 14:45:33.450000,2.993258847068000E-06
2016-05-17 14:50:33.437000,2.858543135562000E-06
