1	2	15
2	3	15
3	4	15
4	5	15
5	2	14
6	3	14
7	4	14
8	5	14
9	2	13
10	3	13
11	4	13
12	5	13
13	2	12
14	3	12
15	4	12
16	5	12
17	2	11
18	3	11
19	4	11
20	5	11
21	2	10
22	3	10
23	4	10
24	5	10
25	2	9
26	3	9
27	4	9
28	5	9
29	2	8
30	3	8
31	4	8
32	5	8
33	2	7
34	3	7
35	4	7
36	5	7
37	2	6
38	3	6
39	4	6
40	5	6
42	3	5
43	4	5
44	5	5
46	3	4
47	4	4
48	5	4
50	3	3
51	4	3
52	5	3
55	4	2
56	5	2
59	4	1
60	5	1
63	4	0
64	5	0
A	0	15
B	0	14
C	0	13
D	1	15
E	1	14
F	1	13
G	1	12
H	1	11
I	1	10
