# Id serial
1 bp 6055
2 bp 5574
3 bp 7714
4 bp 5673
5 bp 5407
6 bp 7848
7 bp 7456
8 bp 5379
9 bp 7752
10 bp 5891
11 bp 6102
12 bp 5449
13 bp 8723
14 bp 6194
15 bp 5441
16 bp 6025
17 bp 6163
18 bp 5518
19 bp 5607
27 bp 7876
28 bp 5615
29 bp 6028
30 bp 6200
31 bp 7918
32 bp 6105
33 bp 7741
34 bp 5821
35 bp 5593
36 bp 6032
37 bp 7491
38 bp 7648
39 bp 6234
40 bp 5984
41 bp 7730
42 bp 6027
43 bp 7760
44 bp 2166
45 bp 1252
46 bp 7525
53 bp 3857
54 bp 7895
55 bp 7615
56 bp 6169
57 bp 6033
58 bp 4491
59 bp 5548
60 bp 5600
61 bp 6297
62 bp 7499
63 bp 5642
64 bp 1631
65 bp 5489
66 bp 2216
67 bp 5447
68 bp 1345
69 bp 5771
70 bp 5328
71 bp 8098
72 bp 6095
73 bp 7766
74 bp 6288
75 bp 7811
79 bp 295
80 bp 4553
81 bp 7375
82 bp 246
83 bp 504
84 bp 7784
85 bp 6226
86 bp 7589
87 bp 412
88 bp 7331
89 bp 7342
90 bp 6140
91 bp 7428
92 bp 186
93 bp 7394
94 bp 290
95 bp 7224
96 bp 704
97 bp 7412
98 bp 6061
99 bp 7050
100 bp 3620
101 bp 7690
102 bp 5859
103 bp 7424
105 bp 55
106 bp 6263
107 bp 7333
108 bp 5817
109 bp 495
110 bp 5843
111 bp 7338
112 bp 5830
113 bp 7705
114 bp 7344
115 bp 7621
116 bp 7101
117 bp 577
118 bp 7403
119 bp 6445
120 bp 7444
121 bp 7113
122 bp 7866
123 bp 7352
124 bp 6151
125 bp 7377
126 bp 2164
127 bp 7334
131 bp 7826
132 bp 7695
133 bp 7469
134 bp 3870
135 bp 5847
136 bp 4444
137 bp 3968
138 bp 7535
139 bp 6206
140 bp 7803
141 bp 7497
142 bp 4721
143 bp 5842
144 bp 7506
145 bp 7483
146 bp 7562
147 bp 7587
148 bp 7639
149 bp 7793
150 bp 7082
151 bp 7698
152 bp 4356
157 bp 7463
158 bp 3824
159 bp 3520
160 bp 7488
161 bp 7486
162 bp 7573
163 bp 5324
164 bp 8309
165 bp 5815
166 bp 4653
167 bp 6767
168 bp 7572
169 bp 4979
170 bp 7595
171 bp 7814
172 bp 7416
173 bp 7441
174 bp 7581
175 bp 6056
176 bp 7520
183 bp 1689
184 bp 5321
185 bp 4313
186 bp 7481
187 bp 7765
188 bp 5267
189 bp 7477
190 bp 5811
191 bp 3995
192 bp 7795
193 bp 7541
194 bp 5823
195 bp 7729
196 bp 7537
197 bp 7024
201 bp 7343
202 bp 5989
203 bp 5995
204 bp 7383
205 bp 7451
206 bp 6350
207 bp 5914
208 bp 5998
209 bp 6052
210 bp 5990
211 bp 6144
212 bp 6137
213 bp 6255
214 bp 6260
215 bp 6249
216 bp 7354
217 bp 6462
218 bp 5985
219 bp 6211
220 bp 6129
221 bp 6162
222 bp 6135
223 bp 6168
224 bp 7392
225 bp 6106
226 bp 7396
227 bp 7426
228 bp 1371
229 bp 1385
230 bp 2220
231 bp 1031
232 bp 1392
233 bp 1556
234 bp 5626
235 bp 5994
236 bp 6215
237 bp 2669
238 bp 6210
239 bp 5581
240 bp 6398
241 bp 2960
242 bp 5682
243 bp 7385
244 bp 6133
245 bp 7386
246 bp 1670
247 bp 2408
248 bp 3215
249 bp 3858
250 bp 1541
251 bp 1659
252 bp 2185
253 bp 1653
254 bp 1639
1 nbp 7786
2 nbp 7773
3 nbp 7859
4 nbp 7804
5 nbp 7865
6 nbp 3653
7 nbp 7604
8 nbp 3756
9 nbp 3836
10 nbp 7831
11 nbp 3670
12 nbp 7548
13 nbp 7542
14 nbp 7529
15 nbp 5015
16 nbp 5833
17 nbp 7564
18 nbp 7472
19 nbp 7815
27 nbp 7772
28 nbp 7514
29 nbp 7697
30 nbp 5322
31 nbp 5247
32 nbp 7829
33 nbp 7781
34 nbp 7720
35 nbp 7665
36 nbp 7861
37 nbp 5819
38 nbp 7673
39 nbp 7437
40 nbp 7474
41 nbp 7566
42 nbp 7521
43 nbp 3630
44 nbp 5076
45 nbp 7868
46 nbp 7883
53 nbp 7668
54 nbp 4006
55 nbp 7716
56 nbp 4416
57 nbp 4835
58 nbp 7630
59 nbp 3908
60 nbp 5839
61 nbp 7560
62 nbp 5174
63 nbp 8360
64 nbp 7823
65 nbp 7523
66 nbp 7495
67 nbp 7510
68 nbp 7436
69 nbp 7771
70 nbp 8373
71 nbp 7370
72 nbp 7516
73 nbp 4250
74 nbp 7570
75 nbp 5831
79 nbp 7544
80 nbp 4138
81 nbp 7490
82 nbp 7706
83 nbp 7641
84 nbp 5019
85 nbp 4301
86 nbp 3830
87 nbp 7504
88 nbp 7643
89 nbp 4428
90 nbp 7853
91 nbp 7702
92 nbp 5837
93 nbp 4338
94 nbp 3715
95 nbp 7808
96 nbp 7653
97 nbp 7597
98 nbp 3936
99 nbp 7718
100 nbp 4461
101 nbp 7503
102 nbp 5807
103 nbp 7797
105 nbp 177
106 nbp 202
107 nbp 40
108 nbp 311
109 nbp 315
110 nbp 327
111 nbp 72
112 nbp 239
113 nbp 14
114 nbp 317
115 nbp 5559
116 nbp 294
117 nbp 253
118 nbp 46
119 nbp 36
120 nbp 234
121 nbp 91
122 nbp 9
123 nbp 33
124 nbp 217
125 nbp 34
126 nbp 83
127 nbp 306
131 nbp 248
132 nbp 254
133 nbp 318
134 nbp 153
135 nbp 215
136 nbp 220
137 nbp 168
138 nbp 226
139 nbp 338
140 nbp 328
141 nbp 10
142 nbp 70
143 nbp 198
144 nbp 330
145 nbp 58
146 nbp 42
147 nbp 256
148 nbp 263
149 nbp 80
150 nbp 101
151 nbp 20
152 nbp 84
157 nbp 15
158 nbp 329
159 nbp 145
160 nbp 25
161 nbp 67
162 nbp 7
163 nbp 89
164 nbp 21
165 nbp 147
166 nbp 90
167 nbp 7546
168 nbp 228
169 nbp 301
170 nbp 78
171 nbp 125
172 nbp 335
173 nbp 149
174 nbp 75
175 nbp 243
176 nbp 247
183 nbp 6
184 nbp 179
185 nbp 172
186 nbp 227
187 nbp 96
188 nbp 74
189 nbp 127
190 nbp 29
191 nbp 126
192 nbp 275
193 nbp 7675
194 nbp 28
195 nbp 154
196 nbp 66
197 nbp 245
201 nbp 19
202 nbp 13
203 nbp 199
204 nbp 258
205 nbp 157
206 nbp 270
207 nbp 43
208 nbp 337
209 nbp 266
210 nbp 22
211 nbp 82
212 nbp 223
213 nbp 272
214 nbp 4300
215 nbp 134
216 nbp 136
217 nbp 297
218 nbp 63
219 nbp 333
220 nbp 7568
221 nbp 144
222 nbp 322
223 nbp 257
224 nbp 312
225 nbp 24
226 nbp 321
227 nbp 11
228 nbp 197
229 nbp 200
230 nbp 133
231 nbp 52
232 nbp 305
233 nbp 45
234 nbp 219
235 nbp 176
236 nbp 278
237 nbp 259
238 nbp 340
239 nbp 152
240 nbp 304
241 nbp 300
242 nbp 53
243 nbp 5795
244 nbp 336
245 nbp 87
246 nbp 341
247 nbp 183
248 nbp 180
249 nbp 276
250 nbp 196
251 nbp 116
252 nbp 7527
253 nbp 164
254 nbp 193
255 nbp 146
