PdfType: replica
Format: lhagrid1
FromMCReplica: 1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6400000e+00 1.7771700e+00 1.9324302e+00 2.1087837e+00 2.3098296e+00 2.5399004e+00 2.8042351e+00 3.1091977e+00 3.4625563e+00 3.8738401e+00 4.3547993e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 22
   1.349343E-17 -1.327483E+01  6.938099E+00  3.885147E+00  7.533971E+00  4.780144E+01  7.534441E+00  3.885621E+00  6.938130E+00 -1.327483E+01  1.349732E-17  -8.7224103E-01
   8.684411E-17 -1.216364E+01  7.853373E+00  4.821870E+00  8.444350E+00  5.531312E+01  8.444826E+00  4.822350E+00  7.853403E+00 -1.216364E+01  8.684411E-17  -8.6028999E-01
   3.157968E-17 -1.109134E+01  8.732749E+00  5.722421E+00  9.318889E+00  6.518252E+01  9.319371E+00  5.722907E+00  8.732779E+00 -1.109134E+01  3.157968E-17  -8.4659654E-01
   6.079088E-17 -1.004291E+01  9.591096E+00  6.601682E+00  1.017245E+01  7.767548E+01  1.017294E+01  6.602174E+00  9.591127E+00 -1.004291E+01  6.079088E-17  -8.3078777E-01
  -3.552714E-17 -8.989275E+00  1.045737E+01  7.488626E+00  1.103400E+01  9.305457E+01  1.103449E+01  7.489123E+00  1.045740E+01 -8.989275E+00 -3.552714E-17  -8.1242171E-01
  -3.552714E-17 -7.904812E+00  1.135709E+01  8.408776E+00  1.192904E+01  1.116600E+02  1.192953E+01  8.409279E+00  1.135712E+01 -7.904812E+00 -3.552714E-17  -7.9097652E-01
  -9.237055E-17 -6.759814E+00  1.231985E+01  9.391740E+00  1.288716E+01  1.338810E+02  1.288766E+01  9.392249E+00  1.231988E+01 -6.759814E+00 -9.237055E-17  -7.6583840E-01
   7.579122E-17 -5.523903E+00  1.337593E+01  1.046781E+01  1.393864E+01  1.601768E+02  1.393915E+01  1.046832E+01  1.337596E+01 -5.523903E+00  7.579122E-17  -7.3628805E-01
   4.421155E-17 -4.175363E+00  1.454695E+01  1.165862E+01  1.510511E+01  1.911261E+02  1.510563E+01  1.165914E+01  1.454698E+01 -4.175363E+00  4.421155E-17  -7.0148527E-01
   2.257947E-16 -2.686779E+00  1.586025E+01  1.299150E+01  1.641389E+01  2.273732E+02  1.641441E+01  1.299203E+01  1.586027E+01 -2.686779E+00  2.257947E-16  -6.6045135E-01
  -4.263257E-17 -1.036120E+00  1.733776E+01  1.448842E+01  1.788693E+01  2.696881E+02  1.788746E+01  1.448895E+01  1.733779E+01 -1.036120E+00 -4.263257E-17  -6.1204912E-01
   1.073709E-16  8.026345E-01  1.900545E+01  1.617533E+01  1.955017E+01  3.189362E+02  1.955070E+01  1.617587E+01  1.900547E+01  8.026345E-01  1.073709E-16  -5.5496036E-01
