PdfType: central
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 22 
  5.8397647E-09 -1.6105235E-01  2.0332186E+00  1.9518841E+00  1.5979198E+00  1.0458572E+01  1.5979372E+00  1.9519084E+00  2.0329216E+00 -1.6105239E-01  5.8427462E-09 -3.3371372E-01 
 -5.9902669E-09  2.3137784E-01  2.4161636E+00  2.3361198E+00  1.9848608E+00  1.0195693E+01  1.9848837E+00  2.3361498E+00  2.4158672E+00  2.3137820E-01 -5.9902669E-09 -3.2527595E-01 
 -1.1126202E-09  6.7966381E-01  2.8551320E+00  2.7763524E+00  2.4277531E+00  9.9197135E+00  2.4277813E+00  2.7763880E+00  2.8548362E+00  6.7966445E-01 -1.1126202E-09 -3.1465930E-01 
  1.9868216E-08  1.1882496E+00  3.3545585E+00  3.2770173E+00  2.9310348E+00  9.8052096E+00  2.9310683E+00  3.2770585E+00  3.3542633E+00  1.1882505E+00  1.9868216E-08 -3.0147618E-01 
 -2.2252405E-09  1.7622765E+00  3.9195750E+00  3.8432484E+00  3.4998411E+00  1.0076256E+01  3.4998799E+00  3.8432951E+00  3.9192803E+00  1.7622777E+00 -2.2252405E-09 -2.8527629E-01 
 -4.7683718E-09  2.4077296E+00  4.5561569E+00  4.4810229E+00  4.1401504E+00  1.1012677E+01  4.1401944E+00  4.4810753E+00  4.5558627E+00  2.4077312E+00 -4.7683718E-09 -2.6554377E-01 
 -4.7683722E-09  3.1315734E+00  5.2712582E+00  5.1972988E+00  4.8589199E+00  1.2954767E+01  4.8589689E+00  5.1973566E+00  5.2709642E+00  3.1315753E+00 -4.7683722E-09 -2.4168825E-01 
  2.5431312E-09  3.9418616E+00  6.0729210E+00  6.0001229E+00  5.6641942E+00  1.6309335E+01  5.6642485E+00  6.0001859E+00  6.0726275E+00  3.9418637E+00  2.5431312E-09 -2.1303568E-01 
 -7.2479250E-08  4.8482356E+00  6.9707747E+00  6.8991305E+00  6.5656055E+00  2.1557779E+01  6.5656648E+00  6.8991991E+00  6.9704815E+00  4.8482381E+00 -7.2479250E-08 -1.7880341E-01 
  1.0172526E-08  5.8614898E+00  7.9755995E+00  7.9051096E+00  7.5739363E+00  2.9257063E+01  7.5740009E+00  7.9051838E+00  7.9753065E+00  5.8614923E+00  1.0172526E-08 -1.3810522E-01 
 -4.1325887E-08  6.9933699E+00  9.0991261E+00  9.0298018E+00  8.7009205E+00  4.0057941E+01  8.7009903E+00  9.0298812E+00  9.0988335E+00  6.9933727E+00 -4.1325887E-08 -8.9977325E-02 
  5.0862631E-08  8.2604591E+00  1.0357920E+01  1.0289784E+01  9.9631242E+00  5.4697448E+01  9.9631991E+00  1.0289868E+01  1.0357627E+01  8.2604621E+00  5.0862631E-08 -3.3111117E-02 
  2.5414580E-09 -1.5357047E-01  1.9645146E+00  1.8953514E+00  1.5655282E+00  1.0057172E+01  1.5655814E+00  1.8954125E+00  1.9642264E+00 -1.5357047E-01  2.5448049E-09 -2.9196225E-01 
 -1.0927522E-10  2.2391499E-01  2.3328386E+00  2.2648784E+00  1.9375668E+00  9.8563422E+00  1.9376257E+00  2.2649454E+00  2.3325511E+00  2.2391538E-01 -1.0927522E-10 -2.8389248E-01 
  9.9341054E-10  6.5443087E-01  2.7543535E+00  2.6875710E+00  2.3627301E+00  9.6778610E+00  2.3627946E+00  2.6876440E+00  2.7540663E+00  6.5443161E-01  9.9341054E-10 -2.7364907E-01 
  8.5830689E-09  1.1421670E+00  3.2332401E+00  3.1676121E+00  2.8452012E+00  9.6954759E+00  2.8452711E+00  3.1676908E+00  3.2329531E+00  1.1421681E+00  8.5830689E-09 -2.6095155E-01 
  1.7166138E-08  1.6919840E+00  3.7743496E+00  3.7098541E+00  3.3898343E+00  1.0129679E+01  3.3899098E+00  3.7099388E+00  3.7740631E+00  1.6919855E+00  1.7166138E-08 -2.4537352E-01 
 -2.7179718E-08  2.3095495E+00  4.3833402E+00  4.3199579E+00  4.0022905E+00  1.1253416E+01  4.0023715E+00  4.3200484E+00  4.3830540E+00  2.3095513E+00 -2.7179718E-08 -2.2642702E-01 
 -2.4477642E-08  3.0014643E+00  5.0668024E+00  5.0045175E+00  4.6891629E+00  1.3396316E+01  4.6892493E+00  5.0046138E+00  5.0665163E+00  3.0014663E+00 -2.4477642E-08 -2.0355428E-01 
 -1.2715664E-09  3.7753659E+00  5.8323625E+00  5.7711639E+00  5.4580810E+00  1.6950315E+01  5.4581728E+00  5.7712658E+00  5.8320766E+00  3.7753683E+00 -1.2715664E-09 -1.7611911E-01 
  8.9009604E-09  4.6403664E+00  6.6891205E+00  6.6290031E+00  6.3181464E+00  2.2375839E+01  6.3182435E+00  6.6291106E+00  6.6888348E+00  4.6403690E+00  8.9009604E-09 -1.4338383E-01 
 -6.9936122E-09  5.6066859E+00  7.6472831E+00  7.5882496E+00  7.2795688E+00  3.0204413E+01  7.2796711E+00  7.5883629E+00  7.6469974E+00  5.6066888E+00 -6.9936122E-09 -1.0451376E-01 
 -5.9763591E-08  6.6855231E+00  8.7180342E+00  8.6600967E+00  8.3535338E+00  4.1057352E+01  8.3536416E+00  8.6602157E+00  8.7177484E+00  6.6855264E+00 -5.9763591E-08 -5.8601017E-02 
  1.8437703E-08  7.8922912E+00  9.9167691E+00  9.8599524E+00  9.5554392E+00  5.5624387E+01  9.5555526E+00  9.8600771E+00  9.9164835E+00  7.8922945E+00  1.8437703E-08 -4.4183055E-03 
 -1.9495206E-09 -1.4634991E-01  1.8983901E+00  1.8405958E+00  1.5332228E+00  9.6745758E+00  1.5333149E+00  1.8406968E+00  1.8981116E+00 -1.4634991E-01 -1.9446493E-09 -2.5399914E-01 
  9.3877317E-09  2.1670374E-01  2.2525880E+00  2.1959100E+00  1.8908732E+00  9.5331551E+00  1.8909711E+00  2.1960172E+00  2.2523097E+00  2.1670418E-01  9.3877317E-09 -2.4626643E-01 
 -9.5367417E-10  6.3008228E-01  2.6572641E+00  2.6016808E+00  2.2989391E+00  9.4468212E+00  2.2990428E+00  2.6017940E+00  2.6569859E+00  6.3008307E-01 -9.5367417E-10 -2.3638373E-01 
 -4.7683742E-10  1.0977363E+00  3.1163604E+00  3.0618504E+00  2.7613658E+00  9.5879870E+00  2.7614751E+00  3.0619696E+00  3.1160821E+00  1.0977376E+00 -4.7683742E-10 -2.2415513E-01 
 -1.4146170E-08  1.6242611E+00  3.6344626E+00  3.5810064E+00  3.2827419E+00  1.0173107E+01  3.2828568E+00  3.5811315E+00  3.6341844E+00  1.6242627E+00 -1.4146170E-08 -2.0917705E-01 
 -6.3578235E-10  2.2150229E+00  4.2169279E+00  4.1645080E+00  3.8684271E+00  1.1467884E+01  3.8685475E+00  4.1646391E+00  4.2166494E+00  2.2150248E+00 -6.3578235E-10 -1.9098823E-01 
 -1.0967255E-08  2.8762756E+00  4.8699996E+00  4.8186026E+00  4.5246673E+00  1.3791051E+01  4.5247932E+00  4.8187395E+00  4.8697211E+00  2.8762780E+00 -1.0967255E-08 -1.6906197E-01 
