-6.907755E+00-6.837980E+00-6.768205E+00-6.698429E+00-6.628654E+00-6.558879E+00
-6.489103E+00-6.419328E+00-6.349553E+00-6.279778E+00-6.210002E+00-6.140227E+00
-6.070452E+00-6.000676E+00-5.930901E+00-5.861126E+00-5.791350E+00-5.721575E+00
-5.651800E+00-5.582024E+00-5.512249E+00-5.442474E+00-5.372699E+00-5.302923E+00
-5.233148E+00-5.163373E+00-5.093597E+00-5.023822E+00-4.954047E+00-4.884271E+00
-4.814496E+00-4.744721E+00-4.674945E+00-4.605170E+00-4.535395E+00-4.465620E+00
-4.395844E+00-4.326069E+00-4.256294E+00-4.186518E+00-4.116743E+00-4.046968E+00
-3.977192E+00-3.907417E+00-3.837642E+00-3.767867E+00-3.698091E+00-3.628316E+00
-3.558541E+00-3.488765E+00-3.418990E+00-3.349215E+00-3.279439E+00-3.209664E+00
-3.139889E+00-3.070113E+00-3.000338E+00-2.930563E+00-2.860788E+00-2.791012E+00
-2.721237E+00-2.651462E+00-2.581686E+00-2.511911E+00-2.442136E+00-2.372360E+00
-2.302585E+00-2.232810E+00-2.163034E+00-2.093259E+00-2.023484E+00-1.953709E+00
-1.883933E+00-1.814158E+00-1.744383E+00-1.674607E+00-1.604832E+00-1.535057E+00
-1.465281E+00-1.395506E+00-1.325731E+00-1.255956E+00-1.186180E+00-1.116405E+00
-1.046630E+00-9.768543E-01-9.070790E-01-8.373037E-01-7.675284E-01-6.977531E-01
-6.279778E-01-5.582024E-01-4.884271E-01-4.186518E-01-3.488765E-01-2.791012E-01
-2.093259E-01-1.395506E-01-6.977531E-02 0.000000E+00
  1.96000E+00  2.00000E+00  2.10000E+00  2.20000E+00  2.30000E+00  2.40000E+00
  2.50000E+00  3.00000E+00  3.50000E+00  4.00000E+00  4.50000E+00  5.00000E+00
  6.00000E+00  7.00000E+00  8.00000E+00  9.00000E+00  1.00000E+01  1.10000E+01
  1.20000E+01  1.30000E+01  1.40000E+01  1.50000E+01  1.60000E+01  1.70000E+01
  1.80000E+01  1.90000E+01  2.00000E+01  2.02500E+01  2.10000E+01  2.20000E+01
  2.30000E+01  2.40000E+01  2.50000E+01  2.60000E+01  2.70000E+01  2.80000E+01
  2.90000E+01  3.00000E+01  3.10000E+01  3.20000E+01  3.30000E+01  3.40000E+01
  3.50000E+01  3.60000E+01  3.70000E+01  3.80000E+01  3.90000E+01  4.00000E+01
  4.10000E+01  4.20000E+01  4.30000E+01  4.40000E+01  4.50000E+01  4.60000E+01
  4.70000E+01  4.80000E+01  4.90000E+01  5.00000E+01  5.50000E+01  6.00000E+01
  6.50000E+01  7.00000E+01  7.50000E+01  8.00000E+01  8.50000E+01  9.00000E+01
  9.50000E+01  1.00000E+02  1.50000E+02  2.00000E+02  2.50000E+02  3.00000E+02
  3.50000E+02  4.00000E+02  4.50000E+02  5.00000E+02  5.50000E+02  6.00000E+02
  6.50000E+02  7.00000E+02  7.50000E+02  8.00000E+02  8.50000E+02  9.00000E+02
  9.50000E+02  1.00000E+03  1.50000E+03  2.00000E+03
-2.287932E-02-2.076830E-02-1.859878E-02-1.636934E-02-1.407851E-02-1.172479E-02
-9.306679E-03-6.822604E-03-4.270984E-03-1.650200E-03 1.041399E-03 3.805492E-03
 6.643792E-03 9.558042E-03 1.255001E-02 1.562151E-02 1.877435E-02 2.201041E-02
 2.533156E-02 2.873971E-02 3.223680E-02 3.582477E-02 3.950561E-02 4.328129E-02
 4.715385E-02 5.112528E-02 5.519762E-02 5.937291E-02 6.365320E-02 6.804053E-02
 7.253694E-02 7.714448E-02 8.186520E-02 8.670117E-02 9.165449E-02 9.672709E-02
 1.019207E-01 1.072371E-01 1.126778E-01 1.182444E-01 1.239383E-01 1.297606E-01
 1.357126E-01 1.417951E-01 1.480090E-01 1.543547E-01 1.608325E-01 1.674421E-01
 1.741831E-01 1.810547E-01 1.880557E-01 1.951843E-01 2.024381E-01 2.098143E-01
 2.173092E-01 2.249187E-01 2.326375E-01 2.404595E-01 2.483776E-01 2.563836E-01
 2.644679E-01 2.726196E-01 2.808263E-01 2.890737E-01 2.973456E-01 3.056239E-01
 3.138879E-01 3.221144E-01 3.302774E-01 3.383474E-01 3.462918E-01 3.540735E-01
 3.616515E-01 3.689797E-01 3.760065E-01 3.826744E-01 3.889191E-01 3.946687E-01
 3.998431E-01 4.043524E-01 4.080963E-01 4.109625E-01 4.128251E-01 4.135428E-01
 4.129568E-01 4.108879E-01 4.071337E-01 4.014648E-01 3.936191E-01 3.832966E-01
 3.701502E-01 3.537742E-01 3.336881E-01 3.093106E-01 2.799181E-01 2.445693E-01
 2.019508E-01 1.499971E-01 8.417272E-02 0.000000E+00
-1.458115E-02-1.245265E-02-1.026657E-02-8.021520E-03-5.716069E-03-3.348763E-03
-9.181165E-04 1.577386E-03 4.139290E-03 6.769172E-03 9.468639E-03 1.223933E-02
 1.508290E-02 1.800106E-02 2.099552E-02 2.406804E-02 2.722039E-02 3.045437E-02
 3.377182E-02 3.717459E-02 4.066455E-02 4.424359E-02 4.791363E-02 5.167659E-02
 5.553441E-02 5.948906E-02 6.354248E-02 6.769664E-02 7.195351E-02 7.631506E-02
 8.078326E-02 8.536005E-02 9.004741E-02 9.484731E-02 9.976173E-02 1.047925E-01
 1.099413E-01 1.152097E-01 1.205993E-01 1.261114E-01 1.317474E-01 1.375083E-01
