# #
# #                           DECAYS DATA
# #
UM2250mnb   Xi1321zrb   Ka0492plu   1.0     0
Ns2600plu   pi0139plu   ne0939zer   1.0     1
Ns2600plu   pi0135zer   pr0938plu   1.0     1
Ns2600plb   pi0139min   ne0939zrb   1.0     1
Ns2600plb   pi0135zer   pr0938plb   1.0     1
Ns2600zer   pi0139min   pr0938plu   1.0     1
Ns2600zer   pi0135zer   ne0939zer   1.0     1
Ns2600zrb   pi0139plu   pr0938plb   1.0     1
Ns2600zrb   pi0135zer   ne0939zrb   1.0     1
Sg2250plu   Ka0492zrb   pr0938plu   0.1   1 
Sg2250plu   Lm1115zer   pi0139plu   0.45  1
Sg2250plu   Lm1520zer   pi0139plu   0.0   1 
Sg2250plu   pi0135zer   Sg1385plu   0.0   1
Sg2250plu   pi0139plu   Sg1385zer   0.0   1
Sg2250plu   pi0135zer   Sg1189plu   0.45  1
Sg2250plu   pi0139plu   Sg1192zer   0.45  1
Sg2250plu   Dl1232plp   Ka0492min   0.0   1
Sg2250plu   Dl1232plu   Ka0492zrb   0.0   1
Sg2250plu   Ka0892zrb   pr0938plu   0.0   1 
Sg2250plu   Ka0492plu   Xi1321zer   0.0   1 
Sg2250zer   Ka0492zrb   ne0939zer   0.1   1 
Sg2250zer   Ka0492min   pr0938plu   0.1   1 
Sg2250zer   Lm1115zer   pi0135zer   0.45  1
Sg2250zer   Lm1520zer   pi0135zer   0.0   1 
Sg2250zer   pi0139plu   Sg1385min   0.0   1
Sg2250zer   pi0139min   Sg1385plu   0.0   1
Sg2250zer   pi0139plu   Sg1189min   0.45  1
Sg2250zer   pi0139min   Sg1189plu   0.45  1
Sg2250zer   Dl1232plu   Ka0492min   0.0   1
Sg2250zer   Dl1232zer   Ka0492zrb   0.0   1
Sg2250zer   Ka0892zrb   ne0939zer   0.0   1 
Sg2250zer   Ka0892min   pr0938plu   0.0   1 
Sg2250zer   Ka0492plu   Xi1321min   0.0   1 
Sg2250zer   Ka0492zer   Xi1321zer   0.0   1 
Sg2250min   Ka0492min   ne0939zer   0.1   1 
Sg2250min   Lm1115zer   pi0139min   0.45  1
Sg2250min   Lm1520zer   pi0139min   0.0   1 
Sg2250min   pi0135zer   Sg1385min   0.0   1
Sg2250min   pi0139min   Sg1385zer   0.0   1
Sg2250min   pi0135zer   Sg1189min   0.45  1
Sg2250min   pi0139min   Sg1192zer   0.45  1
Sg2250min   Dl1232zer   Ka0492min   0.0   1
Sg2250min   Dl1232min   Ka0492zrb   0.0   1
Sg2250min   Ka0892min   ne0939zer   0.0   1
Sg2250min   Ka0492zer   Xi1321min   0.0   1 
Sg2250plb   Ka0492zer   pr0938plb   0.1   1 
Sg2250plb   Lm1115zrb   pi0139min   0.45  1
Sg2250plb   Lm1520zrb   pi0139min   0.0   1 
Sg2250plb   pi0135zer   Sg1385plb   0.0   1
Sg2250plb   pi0139min   Sg1385zrb   0.0   1
Sg2250plb   pi0135zer   Sg1189plb   0.45  1
Sg2250plb   pi0139min   Sg1192zrb   0.45  1
Sg2250plb   Dl1232ppb   Ka0492plu   0.0   1
Sg2250plb   Dl1232plb   Ka0492zer   0.0   1
Sg2250plb   Ka0892zer   pr0938plb   0.0   1 
Sg2250plb   Ka0492min   Xi1321zrb   0.0   1 
Sg2250zrb   Ka0492zer   ne0939zrb   0.1   1 
Sg2250zrb   Ka0492plu   pr0938plb   0.1   1 
Sg2250zrb   Lm1115zrb   pi0135zer   0.45  1
Sg2250zrb   Lm1520zrb   pi0135zer   0.0   1 
Sg2250zrb   pi0139min   Sg1385mnb   0.0   1
Sg2250zrb   pi0139plu   Sg1385plb   0.0   1
Sg2250zrb   pi0139min   Sg1189mnb   0.45  1
Sg2250zrb   pi0139plu   Sg1189plb   0.45  1
Sg2250zrb   Dl1232plb   Ka0492plu   0.0   1
Sg2250zrb   Dl1232zrb   Ka0492zer   0.0   1
Sg2250zrb   Ka0892zer   ne0939zrb   0.0   1 
Sg2250zrb   Ka0892plu   pr0938plb   0.0   1 
Sg2250zrb   Ka0492min   Xi1321mnb   0.0   1 
Sg2250zrb   Ka0492zrb   Xi1321zrb   0.0   1 
Sg2250mnb   Ka0492plu   ne0939zrb   0.1   1 
Sg2250mnb   Lm1115zrb   pi0139plu   0.45  1
Sg2250mnb   Lm1520zrb   pi0139plu   0.0   1 
Sg2250mnb   pi0135zer   Sg1385mnb   0.0   1
Sg2250mnb   pi0139plu   Sg1385zrb   0.0   1
Sg2250mnb   pi0135zer   Sg1189mnb   0.45  1
Sg2250mnb   pi0139plu   Sg1192zrb   0.45  1
Sg2250mnb   Dl1232zrb   Ka0492plu   0.0   1
Sg2250mnb   Dl1232mnb   Ka0492zer   0.0   1
Sg2250mnb   Ka0892plu   ne0939zrb   0.0   1
Sg2250mnb   Ka0492zrb   Xi1321mnb   0.0   1 
Ns2250plu   pi0139plu   ne0939zer   1.0     1
Ns2250plu   pi0135zer   pr0938plu   1.0     1
Ns2250plb   pi0139min   ne0939zrb   1.0     1
Ns2250plb   pi0135zer   pr0938plb   1.0     1
Ns2250zer   pi0139min   pr0938plu   1.0     1
Ns2250zer   pi0135zer   ne0939zer   1.0     1
Ns2250zrb   pi0139plu   pr0938plb   1.0     1
Ns2250zrb   pi0135zer   ne0939zrb   1.0     1
Ns2220plu   pi0139plu   ne0939zer   1.0     1
Ns2220plu   pi0135zer   pr0938plu   1.0     1
Ns2220plb   pi0139min   ne0939zrb   1.0     1
Ns2220plb   pi0135zer   pr0938plb   1.0     1
Ns2220zer   pi0139min   pr0938plu   1.0     1
Ns2220zer   pi0135zer   ne0939zer   1.0     1
Ns2220zrb   pi0139plu   pr0938plb   1.0     1
Ns2220zrb   pi0135zer   ne0939zrb   1.0     1
Ns2190plu   pi0139plu   ne0939zer   1.0     1
Ns2190plu   pi0135zer   pr0938plu   1.0     1
Ns2190plb   pi0139min   ne0939zrb   1.0     1
Ns2190plb   pi0135zer   pr0938plb   1.0     1
Ns2190zer   pi0139min   pr0938plu   1.0     1
Ns2190zer   pi0135zer   ne0939zer   1.0     1
Ns2190zrb   pi0139plu   pr0938plb   1.0     1
Ns2190zrb   pi0135zer   ne0939zrb   1.0     1
Lm2100zer   Ka0492zrb   ne0939zer   0.2   1
Lm2100zer   Ka0492min   pr0938plu   0.2   1
Lm2100zer   Ka0892zrb   ne0939zer   0.5   1
Lm2100zer   Ka0892min   pr0938plu   0.5   1
Lm2100zer   pi0139plu   Sg1189min   0.3   1
Lm2100zer   pi0139min   Sg1189plu   0.3   1
Lm2100zer   pi0135zer   Sg1192zer   0.3   1
Lm2100zrb   Ka0492zer   ne0939zrb   0.2   1
Lm2100zrb   Ka0492plu   pr0938plb   0.2   1
Lm2100zrb   Ka0892zer   ne0939zrb   0.5   1
Lm2100zrb   Ka0892plu   pr0938plb   0.5   1
Lm2100zrb   pi0139min   Sg1189mnb   0.3   1
Lm2100zrb   pi0139plu   Sg1189plb   0.3   1
Lm2100zrb   pi0135zer   Sg1192zrb   0.3   1
a42040plu   Ka0492plu   Ka0492zrb   0.3333  0
a42040plu   pi0139plu   pi0139plu   pi0139min   0.3333   0
a42040plu   pi0139plu   eta547zer   0.33    0
a42040min   Ka0492min   Ka0492zer   0.3333  0
a42040min   pi0139min   pi0139plu   pi0139min   0.3333   0
a42040min   pi0139min   eta547zer   0.33    0
a42040zer   Ka0492plu   Ka0492min   0.1667  0
a42040zer   Ka0492zer   Ka0492zrb   0.1667  0
a42040zer   pi0135zer   pi0139plu   pi0139min   0.3333   0
a42040zer   pi0135zer   eta547zer   0.3333  0
Xi2030zer   Ka0492zrb   Lm1115zer   0.20    0
Xi2030zer   Ka0492min   Sg1189plu   0.8     1
Xi2030zer   Ka0492zrb   Sg1192zer   0.8     1
Xi2030min   Ka0492min   Lm1115zer   0.20    0
Xi2030min   Ka0492zrb   Sg1189min   0.8     1
Xi2030min   Ka0492min   Sg1192zer   0.8     1
Xi2030zrb   Ka0492zer   Lm1115zrb   0.20    0
Xi2030zrb   Ka0492plu   Sg1189plb   0.8     1
Xi2030zrb   Ka0492zer   Sg1192zrb   0.8     1
Xi2030mnb   Ka0492plu   Lm1115zrb   0.20    0
Xi2030mnb   Ka0492zer   Sg1189mnb   0.8     1
Xi2030mnb   Ka0492plu   Sg1192zrb   0.8     1
Sg2030plu   Ka0492zrb   pr0938plu   0.23   1 
Sg2030plu   Lm1115zer   pi0139plu   0.22  1
Sg2030plu   Lm1520zer   pi0139plu   0.16  1 
Sg2030plu   pi0135zer   Sg1385plu   0.11  1
Sg2030plu   pi0139plu   Sg1385zer   0.11  1
Sg2030plu   pi0135zer   Sg1189plu   0.08  1
Sg2030plu   pi0139plu   Sg1192zer   0.08  1
Sg2030plu   Dl1232plp   Ka0492min   0.16  1
Sg2030plu   Dl1232plu   Ka0492zrb   0.16  1
Sg2030plu   Ka0892zrb   pr0938plu   0.03  1 
Sg2030plu   Ka0492plu   Xi1321zer   0.01  1 
Sg2030zer   Ka0492zrb   ne0939zer   0.23   1 
Sg2030zer   Ka0492min   pr0938plu   0.23   1 
Sg2030zer   Lm1115zer   pi0135zer   0.22  1
Sg2030zer   Lm1520zer   pi0135zer   0.16  1 
Sg2030zer   pi0139plu   Sg1385min   0.11  1
Sg2030zer   pi0139min   Sg1385plu   0.11  1
Sg2030zer   pi0139plu   Sg1189min   0.08  1
Sg2030zer   pi0139min   Sg1189plu   0.08  1
Sg2030zer   Dl1232plu   Ka0492min   0.16  1
Sg2030zer   Dl1232zer   Ka0492zrb   0.16  1
Sg2030zer   Ka0892zrb   ne0939zer   0.03  1 
Sg2030zer   Ka0892min   pr0938plu   0.03  1 
Sg2030zer   Ka0492plu   Xi1321min   0.01  1 
Sg2030zer   Ka0492zer   Xi1321zer   0.01  1 
Sg2030min   Ka0492min   ne0939zer   0.23   1 
Sg2030min   Lm1115zer   pi0139min   0.22  1
Sg2030min   Lm1520zer   pi0139min   0.16  1 
Sg2030min   pi0135zer   Sg1385min   0.11  1
Sg2030min   pi0139min   Sg1385zer   0.11  1
Sg2030min   pi0135zer   Sg1189min   0.08  1
Sg2030min   pi0139min   Sg1192zer   0.08  1
Sg2030min   Dl1232zer   Ka0492min   0.16  1
Sg2030min   Dl1232min   Ka0492zrb   0.16  1
Sg2030min   Ka0892min   ne0939zer   0.03  1
Sg2030min   Ka0492zer   Xi1321min   0.01  1 
Sg2030plb   Ka0492zer   pr0938plb   0.23   1 
Sg2030plb   Lm1115zrb   pi0139min   0.22  1
Sg2030plb   Lm1520zrb   pi0139min   0.16  1 
Sg2030plb   pi0135zer   Sg1385plb   0.11  1
Sg2030plb   pi0139min   Sg1385zrb   0.11  1
Sg2030plb   pi0135zer   Sg1189plb   0.08  1
Sg2030plb   pi0139min   Sg1192zrb   0.08  1
Sg2030plb   Dl1232ppb   Ka0492plu   0.16  1
Sg2030plb   Dl1232plb   Ka0492zer   0.16  1
Sg2030plb   Ka0892zer   pr0938plb   0.03  1 
Sg2030plb   Ka0492min   Xi1321zrb   0.01  1 
Sg2030zrb   Ka0492zer   ne0939zrb   0.23  1 
Sg2030zrb   Ka0492plu   pr0938plb   0.23  1 
Sg2030zrb   Lm1115zrb   pi0135zer   0.22  1
Sg2030zrb   Lm1520zrb   pi0135zer   0.16  1 
Sg2030zrb   pi0139min   Sg1385mnb   0.11  1
Sg2030zrb   pi0139plu   Sg1385plb   0.11  1
Sg2030zrb   pi0139min   Sg1189mnb   0.08  1
Sg2030zrb   pi0139plu   Sg1189plb   0.08  1
Sg2030zrb   Dl1232plb   Ka0492plu   0.16  1
Sg2030zrb   Dl1232zrb   Ka0492zer   0.16  1
Sg2030zrb   Ka0892zer   ne0939zrb   0.03  1 
Sg2030zrb   Ka0892plu   pr0938plb   0.03  1 
Sg2030zrb   Ka0492min   Xi1321mnb   0.01  1 
Sg2030zrb   Ka0492zrb   Xi1321zrb   0.01  1 
Sg2030mnb   Ka0492plu   ne0939zrb   0.23  1 
Sg2030mnb   Lm1115zrb   pi0139plu   0.22  1
Sg2030mnb   Lm1520zrb   pi0139plu   0.16  1 
Sg2030mnb   pi0135zer   Sg1385mnb   0.11  1
Sg2030mnb   pi0139plu   Sg1385zrb   0.11  1
Sg2030mnb   pi0135zer   Sg1189mnb   0.08  1
Sg2030mnb   pi0139plu   Sg1192zrb   0.08  1
Sg2030mnb   Dl1232zrb   Ka0492plu   0.16  1
Sg2030mnb   Dl1232mnb   Ka0492zer   0.16  1
Sg2030mnb   Ka0892plu   ne0939zrb   0.03  1
Sg2030mnb   Ka0492zrb   Xi1321mnb   0.01  1 
f22010zer   ph1020zer   ph1020zer   1.0    0
Dl1950plp   pr0938plu   pi0139plu   0.5    0
Dl1950plp   Dl1232plu   pi0139plu   0.4    1
Dl1950plp   Dl1232plp   pi0135zer   0.4    1
Dl1950plp   pr0938plu   rho770plu   0.1    0
Dl1950plu   Dl1232plp   pi0139min   0.4    1
Dl1950plu   Dl1232zer   pi0139plu   0.4    1
Dl1950plu   Dl1232plu   pi0135zer   0.4    1
Dl1950plu   ne0939zer   pi0139plu   0.5    1
Dl1950plu   pr0938plu   pi0135zer   0.5    1
Dl1950plu   ne0939zer   rho770plu   0.1    1
Dl1950plu   pr0938plu   rho770zer   0.1    1 
Dl1950zer   Dl1232plu   pi0139min   0.4    1
Dl1950zer   Dl1232min   pi0139plu   0.4    1
Dl1950zer   Dl1232zer   pi0135zer   0.4    1
Dl1950zer   pr0938plu   pi0139min   0.5    1
Dl1950zer   ne0939zer   pi0135zer   0.5    1
Dl1950zer   pr0938plu   rho770min   0.1    1
Dl1950zer   ne0939zer   rho770zer   0.1    1
Dl1950min   Dl1232zer   pi0139min   0.4    1
Dl1950min   Dl1232min   pi0135zer   0.4    1
Dl1950min   ne0939zer   pi0139min   0.5    0
Dl1950min   ne0939zer   rho770min   0.1    0
Dl1950ppb   pr0938plb   pi0139min   0.5    0
Dl1950ppb   Dl1232plb   pi0139min   0.4    1
Dl1950ppb   Dl1232ppb   pi0135zer   0.4    1
Dl1950ppb   pr0938plb   rho770min   0.1    0
Dl1950plb   Dl1232ppb   pi0139plu   0.4    1
Dl1950plb   Dl1232zrb   pi0139min   0.4    1
Dl1950plb   Dl1232plb   pi0135zer   0.4    1
Dl1950plb   ne0939zrb   pi0139min   0.5    1
Dl1950plb   pr0938plb   pi0135zer   0.5    1
Dl1950plb   ne0939zrb   rho770min   0.1    1
Dl1950plb   pr0938plb   rho770zer   0.1    1 
Dl1950zrb   Dl1232plb   pi0139plu   0.4    1
Dl1950zrb   Dl1232mnb   pi0139min   0.4    1
Dl1950zrb   Dl1232zrb   pi0135zer   0.4    1
Dl1950zrb   pr0938plb   pi0139plu   0.5    1
Dl1950zrb   ne0939zrb   pi0135zer   0.5    1
Dl1950zrb   pr0938plb   rho770plu   0.1    1
Dl1950zrb   ne0939zrb   rho770zer   0.1    1
Dl1950mnb   Dl1232zrb   pi0139plu   0.4    1
Dl1950mnb   Dl1232mnb   pi0135zer   0.4    1
Dl1950mnb   ne0939zrb   pi0139plu   0.5    0
Dl1950mnb   ne0939zrb   rho770plu   0.1    0
Xi1950zer   Ka0492zrb   Lm1115zer   0.5     0
Xi1950zer   pi0139plu   Xi1321min   0.5     1
Xi1950zer   pi0135zer   Xi1321zer   0.5     1
Xi1950min   Ka0492min   Lm1115zer   0.5     0
Xi1950min   pi0135zer   Xi1321min   0.5     1
Xi1950min   pi0139min   Xi1321zer   0.5     1
Xi1950zrb   Ka0492zer   Lm1115zrb   0.5     0
Xi1950zrb   pi0139min   Xi1321mnb   0.5     1
Xi1950zrb   pi0135zer   Xi1321zrb   0.5     1
Xi1950mnb   Ka0492plu   Lm1115zrb   0.5     1
Xi1950mnb   pi0135zer   Xi1321mnb   0.5     1
Xi1950mnb   pi0139plu   Xi1321zrb   0.5     1
Sg1940plu   Ka0492zrb   pr0938plu   0.1   1 
Sg1940plu   Lm1115zer   pi0139plu   0.15  1
Sg1940plu   Lm1520zer   pi0139plu   0.15  1 
Sg1940plu   pi0135zer   Sg1385plu   0.15  1
Sg1940plu   pi0139plu   Sg1385zer   0.15  1
Sg1940plu   pi0135zer   Sg1189plu   0.15  1
Sg1940plu   pi0139plu   Sg1192zer   0.15  1
Sg1940plu   Dl1232plp   Ka0492min   0.15  1
Sg1940plu   Dl1232plu   Ka0492zrb   0.15  1
Sg1940plu   Ka0892zrb   pr0938plu   0.15  1 
Sg1940zer   Ka0492zrb   ne0939zer   0.1   1 
Sg1940zer   Ka0492min   pr0938plu   0.1   1 
Sg1940zer   Lm1115zer   pi0135zer   0.15  1
Sg1940zer   Lm1520zer   pi0135zer   0.15  1 
Sg1940zer   pi0139plu   Sg1385min   0.15  1
Sg1940zer   pi0139min   Sg1385plu   0.15  1
Sg1940zer   pi0139plu   Sg1189min   0.15  1
Sg1940zer   pi0139min   Sg1189plu   0.15  1
Sg1940zer   Dl1232plu   Ka0492min   0.15  1
Sg1940zer   Dl1232zer   Ka0492zrb   0.15  1
Sg1940zer   Ka0892zrb   ne0939zer   0.15  1 
Sg1940zer   Ka0892min   pr0938plu   0.15  1 
Sg1940min   Ka0492min   ne0939zer   0.1   1 
Sg1940min   Lm1115zer   pi0139min   0.15  1
Sg1940min   Lm1520zer   pi0139min   0.15  1 
Sg1940min   pi0135zer   Sg1385min   0.15  1
Sg1940min   pi0139min   Sg1385zer   0.15  1
Sg1940min   pi0135zer   Sg1189min   0.15  1
Sg1940min   pi0139min   Sg1192zer   0.15  1
Sg1940min   Dl1232zer   Ka0492min   0.15  1
Sg1940min   Dl1232min   Ka0492zrb   0.15  1
Sg1940min   Ka0892min   ne0939zer   0.15  1
Sg1940plb   Ka0492zer   pr0938plb   0.1   1 
Sg1940plb   Lm1115zrb   pi0139min   0.15  1
Sg1940plb   Lm1520zrb   pi0139min   0.15  1 
Sg1940plb   pi0135zer   Sg1385plb   0.15  1
Sg1940plb   pi0139min   Sg1385zrb   0.15  1
Sg1940plb   pi0135zer   Sg1189plb   0.15  1
Sg1940plb   pi0139min   Sg1192zrb   0.15  1
Sg1940plb   Dl1232ppb   Ka0492plu   0.15  1
Sg1940plb   Dl1232plb   Ka0492zer   0.15  1
Sg1940plb   Ka0892zer   pr0938plb   0.15  1 
Sg1940zrb   Ka0492zer   ne0939zrb   0.1   1 
Sg1940zrb   Ka0492plu   pr0938plb   0.1   1 
Sg1940zrb   Lm1115zrb   pi0135zer   0.15  1
Sg1940zrb   Lm1520zrb   pi0135zer   0.15  1 
Sg1940zrb   pi0139min   Sg1385mnb   0.15  1
Sg1940zrb   pi0139plu   Sg1385plb   0.15  1
Sg1940zrb   pi0139min   Sg1189mnb   0.15  1
Sg1940zrb   pi0139plu   Sg1189plb   0.15  1
Sg1940zrb   Dl1232plb   Ka0492plu   0.15  1
Sg1940zrb   Dl1232zrb   Ka0492zer   0.15  1
Sg1940zrb   Ka0892zer   ne0939zrb   0.15  1 
Sg1940zrb   Ka0892plu   pr0938plb   0.15  1 
Sg1940mnb   Ka0492plu   ne0939zrb   0.1   1 
Sg1940mnb   Lm1115zrb   pi0139plu   0.15  1
Sg1940mnb   Lm1520zrb   pi0139plu   0.15  1 
Sg1940mnb   pi0135zer   Sg1385mnb   0.15  1
Sg1940mnb   pi0139plu   Sg1385zrb   0.15  1
Sg1940mnb   pi0135zer   Sg1189mnb   0.15  1
Sg1940mnb   pi0139plu   Sg1192zrb   0.15  1
Sg1940mnb   Dl1232zrb   Ka0492plu   0.15  1
Sg1940mnb   Dl1232mnb   Ka0492zer   0.15  1
Sg1940mnb   Ka0892plu   ne0939zrb   0.15  1
Dl1930plp   pr0938plu   pi0139plu   0.1    0
Dl1930plp   Dl1232plu   pi0139plu   0.2    1
Dl1930plp   Dl1232plp   pi0135zer   0.2    1
Dl1930plp   pr0938plu   rho770plu   0.7    0
Dl1930plu   Dl1232plp   pi0139min   0.2    1
Dl1930plu   Dl1232zer   pi0139plu   0.2    1
Dl1930plu   Dl1232plu   pi0135zer   0.2    1
Dl1930plu   ne0939zer   pi0139plu   0.1    1
Dl1930plu   pr0938plu   pi0135zer   0.1    1
Dl1930plu   ne0939zer   rho770plu   0.7    1
Dl1930plu   pr0938plu   rho770zer   0.7    1 
Dl1930zer   Dl1232plu   pi0139min   0.2    1
Dl1930zer   Dl1232min   pi0139plu   0.2    1
Dl1930zer   Dl1232zer   pi0135zer   0.2    1
Dl1930zer   pr0938plu   pi0139min   0.1    1
Dl1930zer   ne0939zer   pi0135zer   0.1    1
Dl1930zer   pr0938plu   rho770min   0.7    1
Dl1930zer   ne0939zer   rho770zer   0.7    1
Dl1930min   Dl1232zer   pi0139min   0.2    1
Dl1930min   Dl1232min   pi0135zer   0.2    1
Dl1930min   ne0939zer   pi0139min   0.1    0
Dl1930min   ne0939zer   rho770min   0.7    0
Dl1930ppb   pr0938plb   pi0139min   0.1    0
Dl1930ppb   Dl1232plb   pi0139min   0.2    1
Dl1930ppb   Dl1232ppb   pi0135zer   0.2    1
Dl1930ppb   pr0938plb   rho770min   0.7    0
Dl1930plb   Dl1232ppb   pi0139plu   0.2    1
Dl1930plb   Dl1232zrb   pi0139min   0.2    1
Dl1930plb   Dl1232plb   pi0135zer   0.2    1
Dl1930plb   ne0939zrb   pi0139min   0.1    1
Dl1930plb   pr0938plb   pi0135zer   0.1    1
Dl1930plb   ne0939zrb   rho770min   0.7    1
Dl1930plb   pr0938plb   rho770zer   0.7    1 
Dl1930zrb   Dl1232plb   pi0139plu   0.2    1
Dl1930zrb   Dl1232mnb   pi0139min   0.2    1
Dl1930zrb   Dl1232zrb   pi0135zer   0.2    1
Dl1930zrb   pr0938plb   pi0139plu   0.1    1
Dl1930zrb   ne0939zrb   pi0135zer   0.1    1
Dl1930zrb   pr0938plb   rho770plu   0.7    1
Dl1930zrb   ne0939zrb   rho770zer   0.7    1
Dl1930mnb   Dl1232zrb   pi0139plu   0.2    1
Dl1930mnb   Dl1232mnb   pi0135zer   0.2    1
Dl1930mnb   ne0939zrb   pi0139plu   0.1    0
Dl1930mnb   ne0939zrb   rho770plu   0.7    0
Dl1920plp   pr0938plu   pi0139plu   0.1    0
Dl1920plp   Dl1232plu   pi0139plu   0.2    1
Dl1920plp   Dl1232plp   pi0135zer   0.2    1
Dl1920plp   pr0938plu   rho770plu   0.7    0
Dl1920plu   Dl1232plp   pi0139min   0.2    1
Dl1920plu   Dl1232zer   pi0139plu   0.2    1
Dl1920plu   Dl1232plu   pi0135zer   0.2    1
Dl1920plu   ne0939zer   pi0139plu   0.1    1
Dl1920plu   pr0938plu   pi0135zer   0.1    1
Dl1920plu   ne0939zer   rho770plu   0.7    1
Dl1920plu   pr0938plu   rho770zer   0.7    1 
Dl1920zer   Dl1232plu   pi0139min   0.2    1
Dl1920zer   Dl1232min   pi0139plu   0.2    1
Dl1920zer   Dl1232zer   pi0135zer   0.2    1
Dl1920zer   pr0938plu   pi0139min   0.1    1
Dl1920zer   ne0939zer   pi0135zer   0.1    1
Dl1920zer   pr0938plu   rho770min   0.7    1
Dl1920zer   ne0939zer   rho770zer   0.7    1
Dl1920min   Dl1232zer   pi0139min   0.2    1
Dl1920min   Dl1232min   pi0135zer   0.2    1
Dl1920min   ne0939zer   pi0139min   0.1    0
Dl1920min   ne0939zer   rho770min   0.7    0
Dl1920ppb   pr0938plb   pi0139min   0.1    0
Dl1920ppb   Dl1232plb   pi0139min   0.2    1
Dl1920ppb   Dl1232ppb   pi0135zer   0.2    1
Dl1920ppb   pr0938plb   rho770min   0.7    0
Dl1920plb   Dl1232ppb   pi0139plu   0.2    1
Dl1920plb   Dl1232zrb   pi0139min   0.2    1
Dl1920plb   Dl1232plb   pi0135zer   0.2    1
Dl1920plb   ne0939zrb   pi0139min   0.1    1
Dl1920plb   pr0938plb   pi0135zer   0.1    1
Dl1920plb   ne0939zrb   rho770min   0.7    1
Dl1920plb   pr0938plb   rho770zer   0.7    1 
Dl1920zrb   Dl1232plb   pi0139plu   0.2    1
Dl1920zrb   Dl1232mnb   pi0139min   0.2    1
Dl1920zrb   Dl1232zrb   pi0135zer   0.2    1
Dl1920zrb   pr0938plb   pi0139plu   0.1    1
Dl1920zrb   ne0939zrb   pi0135zer   0.1    1
Dl1920zrb   pr0938plb   rho770plu   0.7    1
Dl1920zrb   ne0939zrb   rho770zer   0.7    1
Dl1920mnb   Dl1232zrb   pi0139plu   0.2    1
