0 0 0 95 0 47 0 95 0 47
0 1 0 47 0 47 0 47 0 47
0 2 0 31 0 47 0 31 0 47
0 3 99 99 99 99 99 99 99 99
0 4 99 99 99 99 99 99 99 99
0 5 99 99 99 99 99 99 99 99
0 6 0 95 0 47 0 95 0 47
0 7 0 47 0 47 0 47 0 47
0 8 0 31 0 47 0 31 0 47
0 9 99 99 99 99 99 99 99 99
0 10 99 99 99 99 99 99 99 99
0 11 99 99 99 99 99 99 99 99
0 12 0 15 0 95 16 31 48 95
0 13 0 47 0 95 0 47 0 95
0 14 99 99 99 99 99 99 99 99
0 15 0 31 48 95 0 31 48 95
0 16 99 99 99 99 99 99 99 99
0 17 99 99 99 99 99 99 99 99
0 18 0 15 0 95 16 31 48 95
0 19 0 47 0 95 0 47 0 95
0 20 99 99 99 99 99 99 99 99
0 21 0 15 0 95 16 31 48 95
0 22 99 99 99 99 99 99 99 99
0 23 99 99 99 99 99 99 99 99
1 0 0 95 0 47 0 95 0 47
1 1 0 47 0 47 0 47 0 47
1 2 0 31 0 47 0 31 0 47
1 3 99 99 99 99 99 99 99 99
1 4 99 99 99 99 99 99 99 99
1 5 99 99 99 99 99 99 99 99
1 6 0 95 0 47 0 95 0 47
1 7 0 47 0 47 0 47 0 47
1 8 0 31 0 47 0 31 0 47
1 9 99 99 99 99 99 99 99 99
1 10 99 99 99 99 99 99 99 99
1 11 99 99 99 99 99 99 99 99
1 12 0 15 0 95 16 31 48 95
1 13 0 47 0 95 0 47 0 95
1 14 99 99 99 99 99 99 99 99
1 15 0 31 48 95 0 31 48 95
1 16 99 99 99 99 99 99 99 99
1 17 99 99 99 99 99 99 99 99
1 18 0 15 0 95 16 31 48 95
1 19 0 47 0 95 0 47 0 95
1 20 99 99 99 99 99 99 99 99
1 21 0 15 0 95 16 31 48 95
1 22 99 99 99 99 99 99 99 99
1 23 99 99 99 99 99 99 99 99
