6
0  0  0
7
3  1 3
1  12 48 63 0 47
2  12 64 79 0 47
3  12 80 95 0 47
8
4  4 7
4  12 32 47 0 47
5  12 48 63 0 47
6  12 64 79 0 47
7  12 80 95 0 47
9
6  8 13
8  12 0  15 0 47
9  12 16 31 0 47
10 12 32 47 0 47
11 12 48 63 0 47
12 12 64 79 0 47
13 12 80 95 0 47
10
6  14 19
14 12 0  15 0 47
15 12 16 31 0 47
16 12 32 47 0 47
17 12 48 63 0 47
18 12 64 79 0 47
19 12 80 95 0 47
11
6 20 25
20 12 0  15 0 47
21 12 16 31 0 47
22 12 32 47 0 47
23 12 48 63 0 47
24 12 64 79 0 47
25 12 80 95 0 47
12
3 26 28
26 12 32 47 48 95
27 12 32 47  0 47
28 12 16 31  0 47
13
0 0 0
14
6 29 34
29 12 32 47 48 95
30 12 32 47  0 47
31 12 16 31 48 95
32 12 16 31  0 47
33 12  0 15 48 95
34 12  0 15  0 47
15
4 35 38
35 12 32 47 48 95
36 12 32 47  0 47
37 12 16 31  0 47
38 12  0 15  0 47
16
6 39 44
39 12 32 47 48 95
40 12 32 47  0 47
41 12 16 31 48 95
42 12 16 31  0 47
43 12  0 15 48 95
44 12  0 15  0 47
17
6 45 50
45 12 32 47 48 95
46 12 32 47  0 47
47 12 16 31 48 95
48 12 16 31  0 47
49 12  0 15 48 95
50 12  0 15  0 47
