-282.93	179.5	3.2
-282.93	129.1	3.2
-282.93	78.7	3.21
-282.93	28.3	3.22
-282.93	-22.1	3.23
-282.93	-72.5	3.25
-282.93	-122.9	3.23
-282.93	-173.3	3.27
-217.77	-173.3	3.26
-217.77	-122.9	3.27
-217.77	-72.5	3.22
-217.77	-22.1	3.21
-217.77	28.3	3.2
-217.77	78.7	3.19
-217.77	129.1	3.15
-217.77	179.5	3.19
-152.66	179.5	3.16
-152.66	129.1	3.14
-152.66	78.7	3.15
-152.66	28.3	3.18
-152.66	-22.1	3.2
-152.66	-72.5	3.22
-152.66	-122.9	3.28
-152.66	-173.3	3.23
-87.4	-173.3	3.26
-87.4	-122.9	3.24
-87.4	-72.5	3.17
-87.4	-22.1	3.22
-87.4	28.3	3.17
-87.4	78.7	3.19
-87.4	129.1	3.15
-87.4	179.5	3.16
-22.24	179.5	3.15
-22.24	129.1	3.14
-22.24	78.7	3.17
-22.24	28.3	3.17
-22.24	-22.1	3.18
-22.24	-72.5	3.18
-22.24	-122.9	3.21
-22.24	-173.3	3.21
42.88	-173.3	3.18
42.88	-122.9	3.17
42.88	-72.5	3.15
42.88	-22.1	3.19
42.88	28.3	3.2
42.88	78.7	3.18
42.88	129.1	3.13
42.88	179.5	3.14
108.04	179.5	3.19
108.04	129.1	3.18
108.04	78.7	3.2
108.04	28.3	3.18
108.04	-22.1	3.2
108.04	-72.5	3.17
108.04	-122.9	3.16
108.04	-173.3	3.16
173.25	-173.3	3.15
173.25	-122.9	3.15
173.25	-72.5	3.17
173.25	-22.1	3.2
173.25	28.3	3.19
173.25	78.7	3.19
173.25	129.1	3.19
173.25	179.5	3.23
238.32	179.5	3.18
238.32	129.1	3.18
238.32	78.7	3.17
238.32	28.3	3.16
238.32	-22.1	3.18
238.32	-72.5	3.13
238.32	-122.9	3.11
238.32	-173.3	3.08
303.48	-173.3	3.07
303.48	-122.9	3.1
303.48	-72.5	3.11
303.48	-22.1	3.15
303.48	28.3	3.17
303.48	78.7	3.15
303.48	129.1	3.2
303.48	179.5	3.21

