1 11673
2 11541
3 11685
4 11503
5 11538
6 11655
7 11653
8 11663
9 11520
10 11530
11 11689
12 11526
13 11684
14 11662
15 11688
16 11656
17 11536
18 11657
101 11539
102 11533
103 11672
104 11666
105 11512
106 11576
107 11519
108 11517
109 11506
110 11678
111 11664
112 11515
113 11577
114 11660
115 11524
116 11532
201 11667
202 11528
203 11674
204 11675
205 11531
206 11670
207 11505
208 11665
209 11686
210 11677
211 11534
212 11671
213 11669
214 11516
215 11521
216 11676
217 11661
218 11522
219 11668
301 11513
302 11682
303 11540
304 11518
305 11525
306 11507
307 11679
308 11527
309 11523
310 11683
311 11511
312 11659
313 11687
314 11658
315 11504
316 11563
