1 12169
2 12157
3 11950
4 12158
5 12164
6 12075
7 12076
8 12067
9 12073
101 12071
102 12070
103 12170
104 11861
105 12072
106 11914
107 12150
108 12149
109 12080
110 12055
111 12079
112 12153
113 12152
114 12165
115 12171
116 12166
201 12192
202 12189
203 12184
204 12220
205 12224
206 12232
207 12197
208 12229
209 12227
210 12223
211 12187
212 12099
213 12188
214 12175
215 12198
216 12231
217 12186
218 12185
219 12230
301 12103
302 12124
303 12104
304 12195
305 12176
306 12151
307 12234
308 12276
