# Id serial
# serial missing/wrong for manuId 8
1 11564
2 11578
3 11494
4 11471
5 11584
6 11565
7 11464
8 11121724
9 11559
10 11616
11 11566
12 11466
101 11487
102 11463
103 11002
104 11497
105 11425
106 11439
107 11478
108 11493
109 11436
110 11489
111 11459
112 11462
113 11144
114 11449
115 11469
