1 12946
2 12614
3 12758
4 12917
5 12643
6 12961
7 12522
8 12605
9 12650
10 12904
11 12641
12 13095
13 13048
14 13071
15 11492
16 12594
17 12603
18 13049
19 13083
20 11571
21 12555
22 13008
23 13037
24 12664
25 11483
26 12160
27 12636
28 13035
29 11435
30 13012
31 12597
32 12950
33 12558
34 12962
101 13081
102 12329
103 13028
104 12893
105 12599
106 12882
107 13010
108 12648
109 12366
110 12675
111 12604
112 13003
113 12841
114 12339
115 13000
116 12569
117 12986
118 12606
119 12638
120 13029
201 12810
202 13065
203 12668
204 12573
205 12792
206 13096
207 12984
208 12974
209 13061
210 13087
211 13054
212 13020
213 12682
214 13023
215 13053
216 12987
217 13062
218 12975
219 12958
220 12953
221 12998
222 12964
223 12993
301 12879
302 12402
303 10948
304 12770
305 12600
306 12572
307 12983
308 13032
309 11890
310 12948
311 12971
312 11646
313 12647
314 13089
315 13055
316 12944
317 13019
318 12551
319 12591
320 12656
321 12611
322 12400
323 12552
324 12590
325 12652
326 13088
327 12662
328 12568
329 12660
330 13043
331 11145
332 12651
333 13072
334 10946
