# Id serial
  1  bp 17116
  2  bp 17224
  3  bp 17107
  4  bp 17292
  5  bp 17197
  6 nbp 17217
  7 nbp 17210
  8 nbp 17203
  9 nbp 17078
 10  bp 16947
 11  bp 17319
 12  bp 17143
 13  bp 14745
 14  bp 17205
 15 nbp 17069
 16 nbp 17042
 17 nbp 17012
 18 nbp 17797
101 nbp 17225
102 nbp 17214
103  bp 17159
104  bp 16955
105 nbp 14768
106 nbp 17208
107  bp 17009
108  bp 17079
109 nbp 17165
110 nbp 17045
111  bp 16879
112  bp 17123
201  bp 17137
202  bp 17303
203  bp 17161
204 nbp 16191
205 nbp 17189
206  bp 17113
207  bp 17286
208  bp 17278
209 nbp 17028
210 nbp 16877
211  bp 16886
212  bp 17005
213  bp 17334
214 nbp 16980
215 nbp 17264
301 nbp 17229
302 nbp 17172
303 nbp 17276
304  bp 17351
305  bp 14773
306  bp 17103
307  bp 17084
308  bp 17035
309 nbp 17328
310 nbp 17024
311 nbp 16897
312  bp 15353
313  bp 17162
314  bp 17185
315  bp 17073
316  bp 16872
