1 15749
2 15673
3 15618
4 15681
5 15634
6 16731
7 16732
8 15806
9 16749
10 15665
11 15649
12 15653
13 15769
14 15645
15 15793
16 15693
17 15797
18 15661
101 15809
102 16703
103 15765
104 15892
105 15817
106 15641
107 15368
109 15738
110 15705
111 15701
112 15685
201 15902
202 16099
203 15371
204 15790
205 15787
206 16163
207 16119
208 15341
209 15784
210 15824
211 16149
212 16132
213 15980
214 15761
215 15637
301 15813
302 15630
303 16742
304 16130
305 15718
306 15960
307 15774
308 16076
309 15689
310 15657
311 15776
312 15741
313 15992
314 15730
315 15753
316 15722
