1 12364
2 12508
3 12457
4 12299
5 12303
6 12587
7 12348
8 12561
9 12504
101 12424
102 12324
103 12434
104 12315
105 12499
106 12450
107 12381
108 12484
109 12388
110 12296
111 12595
112 12502
113 12466
114 12317
115 12305
116 12483
201 12352
202 12384
203 12385
204 12314
205 12302
206 12415
207 12300
208 11606
209 12347
210 12398
211 12393
212 12554
213 12396
214 12346
215 12475
216 12465
217 12406
218 12301
219 12584
301 12310
302 12495
303 12501
304 12318
305 12449
306 12391
307 12446
308 12380
