1 13446
2 13451
3 13168
4 13441
5 13449
6 13242
7 13118
8 13455
9 13430
10 13453
11 13112
12 12747
13 13110
14 13105
15 13240
16 13444
17 13174
18 13189
101 13454
102 13244
103 13223
104 13234
105 13237
106 13204
107 12739
108 12719
109 13160
110 13180
111 13115
112 12286
113 13114
114 13113
115 12115
116 12728
201 13440
202 13111
203 13109
204 13236
205 13206
206 12740
207 13456
208 13464
209 13438
210 13421
211 13462
212 13433
213 13420
214 13434
215 13436
216 12353
217 12994
218 12562
219 13104
301 12996
302 12616
303 12955
304 13457
305 13210
306 13467
307 13461
308 13121
309 12866
310 12966
311 12720
312 13435
313 13432
314 13452
315 13445
316 13442
