# Id serial (old Id)
# serial missing for manuId 109, 110, 111 (1129, 1130, 1131)
1 11119 1
2 11143 2
3 11118 3
4 11132 4
5 11131 5
6 11077 1028
7 11073 1027
8 11075 1026
9 11074 1025
10 11121 6
11 11103 7
12 11104 8
13 11160 9
14 11129 10
15 11087 1032
16 11078 1031
17 11076 1030
18 11406 1029
101 11166 1125
102 11085 1126
103 11171 102
104 11146 101
105 11084 1127
106 11089 1128
107 11158 104
108 11116 103
109 20000 1129
110 20001 1130
111 20002 1131
112 11117 109
113 11072 108
114 11126 107
115 11136 106
116 11124 105
201 11099 201
202 11100 202
203 11079 203
204 11115 1226
205 11110 1225
206 11141 204
207 11161 205
208 11172 206
209 11105 1228
210 11109 1227
211 11168 207
212 11128 208
213 11125 209
214 11133 210
215 11150 211
216 10575 1232
217 11093 1231
218 11107 1230
219 11106 1229
301 11098 1325
302 11096 1326
303 10563 1327
304 11162 305
305 11130 304
306 11101 303
307 11080 302
308 11102 301
309 11097 1328
310 11082 1329
311 11081 1330
312 11134 310
313 11147 309
314 11159 308
315 11163 307
316 11120 306
