1	1	15
2	2	15
3	3	15
4	4	15
5	1	14
6	2	14
7	3	14
8	4	14
9	1	13
10	2	13
11	3	13
12	4	13
13	1	12
14	2	12
15	3	12
16	4	12
17	1	11
18	2	11
19	3	11
20	4	11
21	1	10
22	2	10
23	3	10
24	4	10
25	1	9
26	2	9
27	3	9
28	4	9
29	1	8
30	2	8
31	3	8
32	4	8
33	1	7
34	2	7
35	3	7
36	4	7
37	1	6
38	2	6
39	3	6
40	4	6
41	1	5
42	2	5
43	3	5
44	4	5
45	1	4
46	2	4
47	3	4
48	4	4
50	2	3
51	3	3
52	4	3
55	3	2
56	4	2
59	3	1
60	4	1
64	4	0
A	0	15
B	0	14
C	0	13
D	0	12
E	0	11
F	0	10
G	0	9
H	0	8
