        1     6
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.309281E+00  0.324651E+00  0.349921E+04  0.349921E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.104492E+00  0.105778E+00 -0.349983E+04  0.349983E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.321889E+00 -0.267862E+00  0.558029E+00  0.711505E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.918842E-01 -0.162567E+00  0.604680E-01  0.240846E+00  0.139570E+00  0.000000E+00  0.900000E+01
        9     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.467619E+00  0.177436E+00  0.349884E+04  0.349884E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.157424E+00 -0.713549E-01 -0.349983E+04  0.349983E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.310323E+00 -0.324932E+00  0.673980E+00  0.821955E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.314720E+00  0.218851E+00  0.316773E+00  0.516497E+00  0.139570E+00  0.000000E+00  0.900000E+01
       10     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.119603E+00  0.794345E-01  0.349950E+04  0.349950E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.577605E-01 -0.460252E-02 -0.349922E+04  0.349922E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.569241E+00  0.339695E-02  0.141563E+00  0.602965E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.507398E+00 -0.782289E-01 -0.423987E+00  0.680307E+00  0.139570E+00  0.000000E+00  0.900000E+01
       11     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.207084E+00 -0.808464E+00  0.349809E+04  0.349809E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.310949E+00  0.186229E+00 -0.349971E+04  0.349971E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.862624E+00  0.492668E+00  0.146145E+01  0.177261E+01  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.344591E+00  0.129567E+00  0.165019E+00  0.426897E+00  0.139570E+00  0.000000E+00  0.900000E+01
       12     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.153940E+00  0.280608E+00  0.349934E+04  0.349934E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.172189E+00  0.114589E+00 -0.349986E+04  0.349986E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.846346E-01 -0.736608E-01  0.163665E+00  0.242601E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.241495E+00 -0.321537E+00  0.356029E+00  0.554925E+00  0.139570E+00  0.000000E+00  0.900000E+01
       13     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.106079E+00  0.389666E-01  0.349982E+04  0.349983E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.322841E+00 -0.217764E+00 -0.349943E+04  0.349943E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.165350E-01 -0.353183E-01 -0.708719E-01  0.161318E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.412384E+00  0.214115E+00 -0.324207E+00  0.583520E+00  0.139570E+00  0.000000E+00  0.900000E+01
       14     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.148790E+00  0.172843E+00  0.349966E+04  0.349966E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.165695E+00 -0.288472E-01 -0.349971E+04  0.349971E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.213486E+00 -0.128679E+00  0.240478E+00  0.373422E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.100999E+00 -0.153159E-01 -0.185335E+00  0.253505E+00  0.139570E+00  0.000000E+00  0.900000E+01
       15     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.338954E-01  0.313881E-01  0.349987E+04  0.349987E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.886424E-01 -0.674853E-01 -0.349850E+04  0.349850E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.267268E+00  0.375898E+00 -0.622367E+00  0.787116E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.144730E+00 -0.339801E+00 -0.749683E+00  0.847299E+00  0.139570E+00  0.000000E+00  0.900000E+01
       16     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.117160E+00  0.196759E+00  0.349914E+04  0.349914E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.111262E+00  0.253816E+00 -0.349988E+04  0.349988E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.192893E+00 -0.402008E+00  0.393765E+00  0.611023E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.355290E-01 -0.485669E-01  0.345080E+00  0.377069E+00  0.139570E+00  0.000000E+00  0.900000E+01
       17     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.813539E-01 -0.488558E-01  0.349964E+04  0.349964E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.209366E+00 -0.400746E-01 -0.349937E+04  0.349937E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.124679E+00 -0.452345E-01 -0.563344E+00  0.595338E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.166041E+00  0.134165E+00  0.291335E+00  0.387202E+00  0.139570E+00  0.000000E+00  0.900000E+01
       18     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.181860E+00  0.545595E-01  0.349956E+04  0.349956E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.560841E-01 -0.984834E-01 -0.349971E+04  0.349971E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.158979E+00  0.103219E+00 -0.157725E+00  0.283347E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.284756E+00 -0.592950E-01  0.313655E+00  0.449956E+00  0.139570E+00  0.000000E+00  0.900000E+01
       19     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.482444E-01 -0.351768E+00  0.349979E+04  0.349979E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.463555E+00  0.832716E+00 -0.349908E+04  0.349908E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.212985E+00 -0.287425E-01 -0.434817E+00  0.504712E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.298814E+00 -0.452206E+00 -0.274154E+00  0.623234E+00  0.139570E+00  0.000000E+00  0.900000E+01
       20     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.198423E+00  0.203036E+00  0.349899E+04  0.349900E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.330643E+00 -0.160359E-01 -0.349989E+04  0.349989E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.282983E+00  0.736566E-02  0.525845E+00  0.613292E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.246083E+00 -0.194366E+00  0.367630E+00  0.502958E+00  0.139570E+00  0.000000E+00  0.900000E+01
       21     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.178984E+00 -0.451615E+00  0.349981E+04  0.349981E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.507595E-01  0.457018E+00 -0.349733E+04  0.349733E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.151257E+00 -0.616633E+00 -0.766919E+00  0.100537E+01  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.279482E+00  0.611230E+00 -0.171638E+01  0.184856E+01  0.139570E+00  0.000000E+00  0.900000E+01
       22     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.302804E+00 -0.259310E+00  0.349947E+04  0.349947E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.402268E+00 -0.440139E+00 -0.349906E+04  0.349906E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.210007E+00  0.264311E+00  0.311893E+00  0.480334E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.495065E+00  0.435138E+00 -0.718953E+00  0.985296E+00  0.139570E+00  0.000000E+00  0.900000E+01
       23     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.467739E-01 -0.177524E+00  0.349989E+04  0.349989E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.584855E-01 -0.209471E+00 -0.349897E+04  0.349897E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.180446E+00  0.396665E+00 -0.678331E+00  0.818240E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.168734E+00 -0.967004E-02 -0.242798E+00  0.327102E+00  0.139570E+00  0.000000E+00  0.900000E+01
       24     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.410209E+00  0.142690E+00  0.349988E+04  0.349988E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.736578E-01 -0.125390E+00 -0.349899E+04  0.349899E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.530907E+00 -0.643217E-01 -0.735158E+00  0.919748E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.470408E-01  0.470219E-01 -0.152912E+00  0.217453E+00  0.139570E+00  0.000000E+00  0.900000E+01
       25     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.173341E+00 -0.324664E-01  0.349996E+04  0.349996E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.139443E+00 -0.470231E-01 -0.349904E+04  0.349904E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.155714E+00  0.369206E-01 -0.496467E+00  0.539971E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.121816E+00  0.425689E-01 -0.424967E+00  0.465540E+00  0.139570E+00  0.000000E+00  0.900000E+01
       26     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.164861E+00 -0.675120E+00  0.349960E+04  0.349960E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.542806E-01 -0.227722E+00 -0.349888E+04  0.349888E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.175689E+00 -0.134694E+00 -0.257383E+00  0.367063E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.434527E-01  0.103754E+01 -0.462330E+00  0.114525E+01  0.139570E+00  0.000000E+00  0.900000E+01
       27     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.203085E+00  0.229106E+00  0.349963E+04  0.349963E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.413284E-01  0.509995E+00 -0.349950E+04  0.349950E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.546155E-01 -0.410243E+00 -0.158624E-01  0.437051E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.216372E+00 -0.328858E+00 -0.107407E+00  0.431255E+00  0.139570E+00  0.000000E+00  0.900000E+01
       28     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.109954E+00  0.696036E-03  0.349932E+04  0.349932E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.148623E+00  0.371281E-01 -0.349994E+04  0.349994E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.108314E+00  0.594347E-02  0.215317E+00  0.278583E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.150263E+00 -0.437676E-01  0.406993E+00  0.457840E+00  0.139570E+00  0.000000E+00  0.900000E+01
       29     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.232801E+00  0.267039E+00  0.349779E+04  0.349779E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.332414E+00  0.436085E-01 -0.349984E+04  0.349984E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.131603E+00 -0.392330E+00  0.101629E+01  0.110615E+01  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.696818E+00  0.816826E-01  0.104120E+01  0.126325E+01  0.139570E+00  0.000000E+00  0.900000E+01
       30     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0 -0.168388E+00 -0.574826E-01  0.349955E+04  0.349955E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0  0.293791E+00 -0.146419E+00 -0.349920E+04  0.349920E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0 -0.313176E+00  0.503649E-01  0.347583E+00  0.490826E+00  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0  0.187773E+00  0.153537E+00 -0.705249E+00  0.758741E+00  0.139570E+00  0.000000E+00  0.900000E+01
       31     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   3    1     2212    1    2    0    0  0.738947E-01 -0.511859E-01  0.349981E+04  0.349981E+04  0.938270E+00  0.000000E+00  0.900000E+01
   4    1     2212    1    2    0    0 -0.450932E+00  0.864869E-01 -0.349813E+04  0.349813E+04  0.938270E+00  0.000000E+00  0.900000E+01
   5    1      211    1    2    0    0  0.731515E+00 -0.158508E-01 -0.771794E+00  0.107262E+01  0.139570E+00  0.000000E+00  0.900000E+01
   6    1     -211    1    2    0    0 -0.354479E+00 -0.194501E-01 -0.911527E+00  0.988127E+00  0.139570E+00  0.000000E+00  0.900000E+01
       32     6
   1   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00  0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
   2   -1     2212    0    0    0    0  0.000000E+00  0.000000E+00 -0.350000E+04  0.350000E+04  0.938270E+00  0.000000E+00  0.900000E+01
