1
15488
23807
251	1989	26	37	179	9	7	115	5	123	7	
252	2070	27	34	179	10	7	116	5	124	7	
253	2072	27	36	179	11	7	117	5	125	7	
254	2069	27	33	179	12	7	118	5	126	7	
255	2073	27	37	179	13	7	119	5	127	7	
256	24	0	24	133	1	6	0	0	0	0	
257	23	0	23	133	2	6	1	0	1	0	
258	25	0	25	133	3	6	2	0	2	0	
259	91	1	23	133	4	6	3	0	3	0	
260	26	0	26	133	5	6	4	0	4	0	
261	92	1	24	133	6	6	5	0	5	0	
262	93	1	25	133	7	6	6	0	6	0	
263	159	2	23	133	8	6	7	0	7	0	
264	295	4	23	133	16	6	15	0	8	0	
265	229	3	25	133	15	6	14	0	9	0	
266	228	3	24	133	14	6	13	0	10	0	
267	162	2	26	133	13	6	12	0	11	0	
268	227	3	23	133	12	6	11	0	12	0	
269	161	2	25	133	11	6	10	0	13	0	
270	160	2	24	133	10	6	9	0	14	0	
271	94	1	26	133	9	6	8	0	15	0	
272	507	7	25	142	10	6	31	1	16	1	
273	580	8	26	142	9	6	30	1	17	1	
274	435	6	23	142	8	6	29	1	18	1	
275	509	7	27	142	7	6	28	1	19	1	
276	436	6	24	142	6	6	27	1	20	1	
277	508	7	26	142	5	6	26	1	21	1	
278	366	5	24	142	4	6	25	1	22	1	
279	438	6	26	142	3	6	24	1	23	1	
280	230	3	26	133	17	6	16	0	24	1	
281	296	4	24	133	18	6	17	0	25	1	
282	298	4	26	133	19	6	18	0	26	1	
283	365	5	23	133	20	6	19	0	27	1	
284	297	4	25	133	21	6	20	0	28	1	
285	368	5	26	142	0	6	21	1	29	1	
286	437	6	25	142	1	6	22	1	30	1	
287	367	5	25	142	2	6	23	1	31	1	
288	506	7	24	142	12	6	32	1	32	2	
289	581	8	27	142	13	6	33	1	33	2	
290	579	8	25	142	14	6	34	1	34	2	
291	652	9	26	142	15	6	35	1	35	2	
292	578	8	24	142	16	6	36	1	36	2	
293	653	9	27	142	17	6	37	1	37	2	
294	651	9	25	142	18	6	38	1	38	2	
295	725	10	27	142	19	6	39	1	39	2	
296	723	10	25	151	5	6	47	2	40	2	
297	871	12	25	151	4	6	46	2	41	2	
298	798	11	26	151	3	6	45	2	42	2	
299	872	12	26	151	2	6	44	2	43	2	
300	797	11	25	151	1	6	43	2	44	2	
301	724	10	26	142	22	6	42	1	45	2	
302	726	10	28	142	21	6	41	1	46	2	
303	650	9	24	142	20	6	40	1	47	2	
304	1025	14	29	151	21	6	63	2	48	3	
305	1097	15	25	151	20	6	62	2	49	3	
306	1024	14	28	151	19	6	61	2	50	3	
307	1098	15	26	151	18	6	60	2	51	3	
308	949	13	29	151	17	6	59	2	52	3	
309	1021	14	25	151	16	6	58	2	53	3	
310	948	13	28	151	15	6	57	2	54	3	
311	1022	14	26	151	14	6	56	2	55	3	
312	947	13	27	151	6	6	48	2	56	3	
313	799	11	27	151	7	6	49	2	57	3	
314	946	13	26	151	8	6	50	2	58	3	
315	800	11	28	151	9	6	51	2	59	3	
316	945	13	25	151	10	6	52	2	60	3	
317	873	12	27	151	11	6	53	2	61	3	
318	1023	14	27	151	12	6	54	2	62	3	
319	874	12	28	151	13	6	55	2	63	3	
320	1176	16	28	160	1	6	64	3	64	4	
321	1175	16	27	160	2	6	65	3	65	4	
322	1099	15	27	160	3	6	66	3	66	4	
323	1174	16	26	160	4	6	67	3	67	4	
324	1100	15	28	160	5	6	68	3	68	4	
325	1253	17	27	160	6	6	69	3	69	4	
326	1101	15	29	160	7	6	70	3	70	4	
327	1252	17	26	160	8	6	71	3	71	4	
328	1409	19	27	160	16	6	79	3	72	4	
329	1332	18	28	160	15	6	78	3	73	4	
330	1410	19	28	160	14	6	77	3	74	4	
331	1255	17	29	160	13	6	76	3	75	4	
332	1330	18	26	160	12	6	75	3	76	4	
333	1254	17	28	160	11	6	74	3	77	4	
334	1331	18	27	160	10	6	73	3	78	4	
335	1177	16	29	160	9	6	72	3	79	4	
336	1650	22	28	169	10	6	95	4	80	5	
337	1734	23	30	169	9	6	94	4	81	5	
338	1651	22	29	169	8	6	93	4	82	5	
339	1653	22	31	169	7	6	92	4	83	5	
340	1569	21	27	169	6	6	91	4	84	5	
341	1652	22	30	169	5	6	90	4	85	5	
342	1570	21	28	169	4	6	89	4	86	5	
343	1572	21	30	169	3	6	88	4	87	5	
344	1333	18	29	160	17	6	80	3	88	5	
345	1490	20	28	160	18	6	81	3	89	5	
346	1411	19	29	160	19	6	82	3	90	5	
347	1489	20	27	160	20	6	83	3	91	5	
348	1412	19	30	160	21	6	84	3	92	5	
349	1492	20	30	169	0	6	85	4	93	5	
350	1571	21	29	169	1	6	86	4	94	5	
351	1491	20	29	169	2	6	87	4	95	5	
352	1733	23	29	169	12	6	96	4	96	6	
353	1735	23	31	169	13	6	97	4	97	6	
354	1732	23	28	169	14	6	98	4	98	6	
355	1816	24	30	169	15	6	99	4	99	6	
356	1815	24	29	169	16	6	100	4	100	6	
357	1817	24	31	169	17	6	101	4	101	6	
358	1814	24	28	169	18	6	102	4	102	6	
359	1899	25	31	169	19	6	103	4	103	6	
360	1982	26	30	178	5	6	111	5	104	6	
361	2066	27	30	178	4	6	110	5	105	6	
362	1981	26	29	178	3	6	109	5	106	6	
363	1980	26	28	178	2	6	108	5	107	6	
364	1896	25	28	178	1	6	107	5	108	6	
365	1897	25	29	169	22	6	106	4	109	6	
366	1900	25	32	169	21	6	105	4	110	6	
367	1898	25	30	169	20	6	104	4	111	6	
368	2239	29	33	178	21	6	127	5	112	7	
369	2235	29	29	178	20	6	126	5	113	7	
370	2238	29	32	178	19	6	125	5	114	7	
371	2236	29	30	178	18	6	124	5	115	7	
372	2153	28	33	178	17	6	123	5	116	7	
373	2237	29	31	178	16	6	122	5	117	7	
374	2152	28	32	178	15	6	121	5	118	7	
375	2149	28	29	178	14	6	120	5	119	7	
376	2065	27	29	178	6	6	112	5	120	7	
377	1983	26	31	178	7	6	113	5	121	7	
378	2064	27	28	178	8	6	114	5	122	7	
379	1984	26	32	178	9	6	115	5	123	7	
380	2151	28	31	178	10	6	116	5	124	7	
381	2067	27	31	178	11	6	117	5	125	7	
382	2150	28	30	178	12	6	118	5	126	7	
383	2068	27	32	178	13	6	119	5	127	7	
384	20	0	20	132	1	5	0	0	0	0	
385	19	0	19	132	2	5	1	0	1	0	
386	21	0	21	132	3	5	2	0	2	0	
387	87	1	19	132	4	5	3	0	3	0	
388	22	0	22	132	5	5	4	0	4	0	
389	88	1	20	132	6	5	5	0	5	0	
390	89	1	21	132	7	5	6	0	6	0	
391	155	2	19	132	8	5	7	0	7	0	
392	292	4	20	132	16	5	15	0	8	0	
393	225	3	21	132	15	5	14	0	9	0	
394	224	3	20	132	14	5	13	0	10	0	
395	158	2	22	132	13	5	12	0	11	0	
396	223	3	19	132	12	5	11	0	12	0	
397	157	2	21	132	11	5	10	0	13	0	
398	156	2	20	132	10	5	9	0	14	0	
399	90	1	22	132	9	5	8	0	15	0	
400	574	8	20	141	10	5	31	1	16	1	
401	576	8	22	141	9	5	30	1	17	1	
402	575	8	21	141	8	5	29	1	18	1	
403	505	7	23	141	7	5	28	1	19	1	
404	502	7	20	141	6	5	27	1	20	1	
405	504	7	22	141	5	5	26	1	21	1	
406	503	7	21	141	4	5	25	1	22	1	
407	434	6	22	141	3	5	24	1	23	1	
408	226	3	22	132	17	5	16	0	24	1	
409	293	4	21	132	18	5	17	0	25	1	
410	294	4	22	132	19	5	18	0	26	1	
411	363	5	21	132	20	5	19	0	27	1	
412	364	5	22	132	21	5	20	0	28	1	
413	362	5	20	141	0	5	21	1	29	1	
414	433	6	21	141	1	5	22	1	30	1	
415	432	6	20	141	2	5	23	1	31	1	
416	647	9	21	141	12	5	32	1	32	2	
417	577	8	23	141	13	5	33	1	33	2	
418	646	9	20	141	14	5	34	1	34	2	
419	648	9	22	141	15	5	35	1	35	2	
420	720	10	22	141	16	5	36	1	36	2	
421	649	9	23	141	17	5	37	1	37	2	
422	719	10	21	141	18	5	38	1	38	2	
423	721	10	23	141	19	5	39	1	39	2	
424	869	12	23	150	5	5	47	2	40	2	
425	867	12	21	150	4	5	46	2	41	2	
426	796	11	24	150	3	5	45	2	42	2	
427	868	12	22	150	2	5	44	2	43	2	
428	795	11	23	150	1	5	43	2	44	2	
429	793	11	21	141	22	5	42	1	45	2	
430	722	10	24	141	21	5	41	1	46	2	
431	794	11	22	141	20	5	40	1	47	2	
432	1172	16	24	150	21	5	63	2	48	3	
433	1170	16	22	150	20	5	62	2	49	3	
434	1096	15	24	150	19	5	61	2	50	3	
435	1171	16	23	150	18	5	60	2	51	3	
436	1095	15	23	150	17	5	59	2	52	3	
437	1093	15	21	150	16	5	58	2	53	3	
438	1020	14	24	150	15	5	57	2	54	3	
439	1094	15	22	150	14	5	56	2	55	3	
440	942	13	22	150	6	5	48	2	56	3	
441	870	12	24	150	7	5	49	2	57	3	
442	941	13	21	150	8	5	50	2	58	3	
443	943	13	23	150	9	5	51	2	59	3	
444	1018	14	22	150	10	5	52	2	60	3	
445	944	13	24	150	11	5	53	2	61	3	
446	1017	14	21	150	12	5	54	2	62	3	
447	1019	14	23	150	13	5	55	2	63	3	
448	1248	17	22	159	1	5	64	3	64	4	
449	1327	18	23	159	2	5	65	3	65	4	
450	1249	17	23	159	3	5	66	3	66	4	
451	1326	18	22	159	4	5	67	3	67	4	
452	1173	16	25	159	5	5	68	3	68	4	
453	1406	19	24	159	6	5	69	3	69	4	
454	1250	17	24	159	7	5	70	3	70	4	
455	1405	19	23	159	8	5	71	3	71	4	
456	1484	20	22	159	16	5	79	3	72	4	
457	1407	19	25	159	15	5	78	3	73	4	
458	1485	20	23	159	14	5	77	3	74	4	
459	1329	18	25	159	13	5	76	3	75	4	
460	1486	20	24	159	12	5	75	3	76	4	
461	1328	18	24	159	11	5	74	3	77	4	
462	1404	19	22	159	10	5	73	3	78	4	
463	1251	17	25	159	9	5	72	3	79	4	
464	1728	23	24	168	10	5	95	4	80	5	
465	1730	23	26	168	9	5	94	4	81	5	
466	1729	23	25	168	8	5	93	4	82	5	
467	1649	22	27	168	7	5	92	4	83	5	
468	1645	22	23	168	6	5	91	4	84	5	
469	1648	22	26	168	5	5	90	4	85	5	
470	1646	22	24	168	4	5	89	4	86	5	
471	1568	21	26	168	3	5	88	4	87	5	
472	1408	19	26	159	17	5	80	3	88	5	
473	1565	21	23	159	18	5	81	3	89	5	
474	1487	20	25	159	19	5	82	3	90	5	
475	1564	21	22	159	20	5	83	3	91	5	
476	1488	20	26	159	21	5	84	3	92	5	
477	1566	21	24	168	0	5	85	4	93	5	
478	1567	21	25	168	1	5	86	4	94	5	
479	1647	22	25	168	2	5	87	4	95	5	
480	1727	23	23	168	12	5	96	4	96	6	
481	1731	23	27	168	13	5	97	4	97	6	
482	1811	24	25	168	14	5	98	4	98	6	
483	1812	24	26	168	15	5	99	4	99	6	
484	1810	24	24	168	16	5	100	4	100	6	
485	1813	24	27	168	17	5	101	4	101	6	
486	1809	24	23	168	18	5	102	4	102	6	
487	1893	25	25	168	19	5	103	4	103	6	
488	1895	25	27	177	5	5	111	5	104	6	
489	2061	27	25	177	4	5	110	5	105	6	
490	1977	26	25	177	3	5	109	5	106	6	
491	1975	26	23	177	2	5	108	5	107	6	
492	1976	26	24	177	1	5	107	5	108	6	
493	1891	25	23	168	22	5	106	4	109	6	
494	1894	25	26	168	21	5	105	4	110	6	
495	1892	25	24	168	20	5	104	4	111	6	
496	2234	29	28	177	21	5	127	5	112	7	
497	2230	29	24	177	20	5	126	5	113	7	
498	2233	29	27	177	19	5	125	5	114	7	
499	2231	29	25	177	18	5	124	5	115	7	
500	2148	28	28	177	17	5	123	5	116	7	
501	2232	29	26	177	16	5	122	5	117	7	
502	2147	28	27	177	15	5	121	5	118	7	
503	2144	28	24	177	14	5	120	5	119	7	
504	2060	27	24	177	6	5	112	5	120	7	
505	1978	26	26	177	7	5	113	5	121	7	
506	2059	27	23	177	8	5	114	5	122	7	
507	1979	26	27	177	9	5	115	5	123	7	
508	2146	28	26	177	10	5	116	5	124	7	
509	2062	27	26	177	11	5	117	5	125	7	
510	2145	28	25	177	12	5	118	5	126	7	
511	2063	27	27	177	13	5	119	5	127	7	
512	16	0	16	131	1	4	0	0	0	0	
513	15	0	15	131	2	4	1	0	1	0	
514	17	0	17	131	3	4	2	0	2	0	
515	83	1	15	131	4	4	3	0	3	0	
516	18	0	18	131	5	4	4	0	4	0	
517	84	1	16	131	6	4	5	0	5	0	
518	85	1	17	131	7	4	6	0	6	0	
519	151	2	15	131	8	4	7	0	7	0	
520	288	4	16	131	16	4	15	0	8	0	
521	221	3	17	131	15	4	14	0	9	0	
522	220	3	16	131	14	4	13	0	10	0	
523	154	2	18	131	13	4	12	0	11	0	
524	219	3	15	131	12	4	11	0	12	0	
525	153	2	17	131	11	4	10	0	13	0	
526	152	2	16	131	10	4	9	0	14	0	
527	86	1	18	131	9	4	8	0	15	0	
528	499	7	17	140	10	4	31	1	16	1	
529	572	8	18	140	9	4	30	1	17	1	
530	428	6	16	140	8	4	29	1	18	1	
531	501	7	19	140	7	4	28	1	19	1	
532	429	6	17	140	6	4	27	1	20	1	
533	500	7	18	140	5	4	26	1	21	1	
534	359	5	17	140	4	4	25	1	22	1	
535	431	6	19	140	3	4	24	1	23	1	
536	222	3	18	131	17	4	16	0	24	1	
537	289	4	17	131	18	4	17	0	25	1	
538	291	4	19	131	19	4	18	0	26	1	
539	358	5	16	131	20	4	19	0	27	1	
540	290	4	18	131	21	4	20	0	28	1	
541	361	5	19	140	0	4	21	1	29	1	
542	430	6	18	140	1	4	22	1	30	1	
543	360	5	18	140	2	4	23	1	31	1	
544	498	7	16	140	12	4	32	1	32	2	
545	573	8	19	140	13	4	33	1	33	2	
546	571	8	17	140	14	4	34	1	34	2	
547	644	9	18	140	15	4	35	1	35	2	
548	570	8	16	140	16	4	36	1	36	2	
549	645	9	19	140	17	4	37	1	37	2	
550	643	9	17	140	18	4	38	1	38	2	
551	717	10	19	140	19	4	39	1	39	2	
552	792	11	20	149	5	4	47	2	40	2	
553	789	11	17	149	4	4	46	2	41	2	
554	791	11	19	149	3	4	45	2	42	2	
555	790	11	18	149	2	4	44	2	43	2	
556	715	10	17	149	1	4	43	2	44	2	
557	716	10	18	140	22	4	42	1	45	2	
558	718	10	20	140	21	4	41	1	46	2	
559	642	9	16	140	20	4	40	1	47	2	
560	1092	15	20	149	21	4	63	2	48	3	
561	1089	15	17	149	20	4	62	2	49	3	
562	1091	15	19	149	19	4	61	2	50	3	
563	1090	15	18	149	18	4	60	2	51	3	
564	1016	14	20	149	17	4	59	2	52	3	
565	1013	14	17	149	16	4	58	2	53	3	
566	1015	14	19	149	15	4	57	2	54	3	
567	1014	14	18	149	14	4	56	2	55	3	
568	864	12	18	149	6	4	48	2	56	3	
569	865	12	19	149	7	4	49	2	57	3	
570	863	12	17	149	8	4	50	2	58	3	
571	866	12	20	149	9	4	51	2	59	3	
572	938	13	18	149	10	4	52	2	60	3	
573	939	13	19	149	11	4	53	2	61	3	
574	937	13	17	149	12	4	54	2	62	3	
575	940	13	20	149	13	4	55	2	63	3	
576	1165	16	17	158	1	4	64	3	64	4	
577	1245	17	19	158	2	4	65	3	65	4	
578	1166	16	18	158	3	4	66	3	66	4	
579	1244	17	18	158	4	4	67	3	67	4	
580	1167	16	19	158	5	4	68	3	68	4	
581	1243	17	17	158	6	4	69	3	69	4	
582	1168	16	20	158	7	4	70	3	70	4	
583	1323	18	19	158	8	4	71	3	71	4	
584	1400	19	18	158	16	4	79	3	72	4	
585	1324	18	20	158	15	4	78	3	73	4	
586	1401	19	19	158	14	4	77	3	74	4	
587	1247	17	21	158	13	4	76	3	75	4	
588	1321	18	17	158	12	4	75	3	76	4	
589	1246	17	20	158	11	4	74	3	77	4	
590	1322	18	18	158	10	4	73	3	78	4	
591	1169	16	21	158	9	4	72	3	79	4	
592	1724	23	20	167	10	4	95	4	80	5	
593	1643	22	21	167	9	4	94	4	81	5	
