1
15488
23807
0	31	0	31	135	1	8	0	0	0	0	
1	30	0	30	135	2	8	1	0	1	0	
2	32	0	32	135	3	8	2	0	2	0	
3	98	1	30	135	4	8	3	0	3	0	
4	33	0	33	135	5	8	4	0	4	0	
5	99	1	31	135	6	8	5	0	5	0	
6	100	1	32	135	7	8	6	0	6	0	
7	166	2	30	135	8	8	7	0	7	0	
8	303	4	31	135	16	8	15	0	8	0	
9	236	3	32	135	15	8	14	0	9	0	
10	235	3	31	135	14	8	13	0	10	0	
11	169	2	33	135	13	8	12	0	11	0	
12	234	3	30	135	12	8	11	0	12	0	
13	168	2	32	135	11	8	10	0	13	0	
14	167	2	31	135	10	8	9	0	14	0	
15	101	1	33	135	9	8	8	0	15	0	
16	515	7	33	144	10	8	31	1	16	1	
17	588	8	34	144	9	8	30	1	17	1	
18	443	6	31	144	8	8	29	1	18	1	
19	517	7	35	144	7	8	28	1	19	1	
20	444	6	32	144	6	8	27	1	20	1	
21	516	7	34	144	5	8	26	1	21	1	
22	374	5	32	144	4	8	25	1	22	1	
23	446	6	34	144	3	8	24	1	23	1	
24	237	3	33	135	17	8	16	0	24	1	
25	304	4	32	135	18	8	17	0	25	1	
26	306	4	34	135	19	8	18	0	26	1	
27	373	5	31	135	20	8	19	0	27	1	
28	305	4	33	135	21	8	20	0	28	1	
29	376	5	34	144	0	8	21	1	29	1	
30	445	6	33	144	1	8	22	1	30	1	
31	375	5	33	144	2	8	23	1	31	1	
32	514	7	32	144	12	8	32	1	32	2	
33	589	8	35	144	13	8	33	1	33	2	
34	587	8	33	144	14	8	34	1	34	2	
35	660	9	34	144	15	8	35	1	35	2	
36	586	8	32	144	16	8	36	1	36	2	
37	661	9	35	144	17	8	37	1	37	2	
38	659	9	33	144	18	8	38	1	38	2	
39	733	10	35	144	19	8	39	1	39	2	
40	808	11	36	153	5	8	47	2	40	2	
41	805	11	33	153	4	8	46	2	41	2	
42	807	11	35	153	3	8	45	2	42	2	
43	806	11	34	153	2	8	44	2	43	2	
44	731	10	33	153	1	8	43	2	44	2	
45	732	10	34	144	22	8	42	1	45	2	
46	734	10	36	144	21	8	41	1	46	2	
47	658	9	32	144	20	8	40	1	47	2	
48	1109	15	37	153	21	8	63	2	48	3	
49	1106	15	34	153	20	8	62	2	49	3	
50	1108	15	36	153	19	8	61	2	50	3	
51	1107	15	35	153	18	8	60	2	51	3	
52	1033	14	37	153	17	8	59	2	52	3	
53	1030	14	34	153	16	8	58	2	53	3	
54	1032	14	36	153	15	8	57	2	54	3	
55	1031	14	35	153	14	8	56	2	55	3	
56	880	12	34	153	6	8	48	2	56	3	
57	881	12	35	153	7	8	49	2	57	3	
58	879	12	33	153	8	8	50	2	58	3	
59	882	12	36	153	9	8	51	2	59	3	
60	955	13	35	153	10	8	52	2	60	3	
61	956	13	36	153	11	8	53	2	61	3	
62	954	13	34	153	12	8	54	2	62	3	
63	957	13	37	153	13	8	55	2	63	3	
64	1184	16	36	162	1	8	64	3	64	4	
65	1183	16	35	162	2	8	65	3	65	4	
66	1185	16	37	162	3	8	66	3	66	4	
67	1262	17	36	162	4	8	67	3	67	4	
68	1186	16	38	162	5	8	68	3	68	4	
69	1261	17	35	162	6	8	69	3	69	4	
70	1263	17	37	162	7	8	70	3	70	4	
71	1340	18	36	162	8	8	71	3	71	4	
72	1499	20	37	162	16	8	79	3	72	4	
73	1420	19	38	162	15	8	78	3	73	4	
74	1418	19	36	162	14	8	77	3	74	4	
75	1342	18	38	162	13	8	76	3	75	4	
76	1419	19	37	162	12	8	75	3	76	4	
77	1341	18	37	162	11	8	74	3	77	4	
78	1339	18	35	162	10	8	73	3	78	4	
79	1264	17	38	162	9	8	72	3	79	4	
80	1741	23	37	171	10	8	95	4	80	5	
81	1744	23	40	171	9	8	94	4	81	5	
82	1742	23	38	171	8	8	93	4	82	5	
83	1743	23	39	171	7	8	92	4	83	5	
84	1659	22	37	171	6	8	91	4	84	5	
85	1662	22	40	171	5	8	90	4	85	5	
86	1660	22	38	171	4	8	89	4	86	5	
87	1661	22	39	171	3	8	88	4	87	5	
88	1421	19	39	162	17	8	80	3	88	5	
89	1498	20	36	162	18	8	81	3	89	5	
90	1500	20	38	162	19	8	82	3	90	5	
91	1578	21	36	162	20	8	83	3	91	5	
92	1501	20	39	162	21	8	84	3	92	5	
93	1580	21	38	171	0	8	85	4	93	5	
94	1581	21	39	171	1	8	86	4	94	5	
95	1579	21	37	171	2	8	87	4	95	5	
96	1824	24	38	171	12	8	96	4	96	6	
97	1825	24	39	171	13	8	97	4	97	6	
98	1823	24	37	171	14	8	98	4	98	6	
99	1826	24	40	171	15	8	99	4	99	6	
100	1907	25	39	171	16	8	100	4	100	6	
101	1908	25	40	171	17	8	101	4	101	6	
102	1906	25	38	171	18	8	102	4	102	6	
103	1909	25	41	171	19	8	103	4	103	6	
104	1993	26	41	180	5	8	111	5	104	6	
105	2159	28	39	180	4	8	110	5	105	6	
106	2075	27	39	180	3	8	109	5	106	6	
107	2160	28	40	180	2	8	108	5	107	6	
108	2074	27	38	180	1	8	107	5	108	6	
109	1990	26	38	171	22	8	106	4	109	6	
110	1992	26	40	171	21	8	105	4	110	6	
111	1991	26	39	171	20	8	104	4	111	6	
112	2334	30	42	180	21	8	127	5	112	7	
113	2329	30	37	180	20	8	126	5	113	7	
114	2333	30	41	180	19	8	125	5	114	7	
115	2330	30	38	180	18	8	124	5	115	7	
116	2248	29	42	180	17	8	123	5	116	7	
117	2331	30	39	180	16	8	122	5	117	7	
118	2247	29	41	180	15	8	121	5	118	7	
119	2332	30	40	180	14	8	120	5	119	7	
120	2158	28	38	180	6	8	112	5	120	7	
121	2076	27	40	180	7	8	113	5	121	7	
122	2246	29	40	180	8	8	114	5	122	7	
123	2077	27	41	180	9	8	115	5	123	7	
124	2245	29	39	180	10	8	116	5	124	7	
125	2161	28	41	180	11	8	117	5	125	7	
126	2244	29	38	180	12	8	118	5	126	7	
127	2162	28	42	180	13	8	119	5	127	7	
128	29	0	29	134	1	7	0	0	0	0	
129	27	0	27	134	2	7	1	0	1	0	
130	96	1	28	134	3	7	2	0	2	0	
131	28	0	28	134	4	7	3	0	3	0	
132	97	1	29	134	5	7	4	0	4	0	
133	95	1	27	134	6	7	5	0	5	0	
134	164	2	28	134	7	7	6	0	6	0	
135	163	2	27	134	8	7	7	0	7	0	
136	369	5	27	134	16	7	15	0	8	0	
137	301	4	29	134	15	7	14	0	9	0	
138	300	4	28	134	14	7	13	0	10	0	
139	233	3	29	134	13	7	12	0	11	0	
140	299	4	27	134	12	7	11	0	12	0	
141	232	3	28	134	11	7	10	0	13	0	
142	231	3	27	134	10	7	9	0	14	0	
143	165	2	29	134	9	7	8	0	15	0	
144	583	8	29	143	10	7	31	1	16	1	
145	656	9	30	143	9	7	30	1	17	1	
146	510	7	28	143	8	7	29	1	18	1	
147	585	8	31	143	7	7	28	1	19	1	
148	511	7	29	143	6	7	27	1	20	1	
149	584	8	30	143	5	7	26	1	21	1	
150	440	6	28	143	4	7	25	1	22	1	
151	513	7	31	143	3	7	24	1	23	1	
152	302	4	30	134	17	7	16	0	24	1	
153	370	5	28	134	18	7	17	0	25	1	
154	372	5	30	134	19	7	18	0	26	1	
155	439	6	27	134	20	7	19	0	27	1	
156	371	5	29	134	21	7	20	0	28	1	
157	442	6	30	143	0	7	21	1	29	1	
158	512	7	30	143	1	7	22	1	30	1	
159	441	6	29	143	2	7	23	1	31	1	
160	582	8	28	143	12	7	32	1	32	2	
161	657	9	31	143	13	7	33	1	33	2	
162	655	9	29	143	14	7	34	1	34	2	
163	729	10	31	143	15	7	35	1	35	2	
164	654	9	28	143	16	7	36	1	36	2	
165	730	10	32	143	17	7	37	1	37	2	
166	728	10	30	143	18	7	38	1	38	2	
167	803	11	31	143	19	7	39	1	39	2	
168	878	12	32	152	5	7	47	2	40	2	
169	875	12	29	152	4	7	46	2	41	2	
170	877	12	31	152	3	7	45	2	42	2	
171	876	12	30	152	2	7	44	2	43	2	
172	801	11	29	152	1	7	43	2	44	2	
173	802	11	30	143	22	7	42	1	45	2	
174	804	11	32	143	21	7	41	1	46	2	
175	727	10	29	143	20	7	40	1	47	2	
176	1182	16	34	152	21	7	63	2	48	3	
177	1179	16	31	152	20	7	62	2	49	3	
178	1181	16	33	152	19	7	61	2	50	3	
179	1180	16	32	152	18	7	60	2	51	3	
180	1105	15	33	152	17	7	59	2	52	3	
181	1102	15	30	152	16	7	58	2	53	3	
182	1104	15	32	152	15	7	57	2	54	3	
183	1103	15	31	152	14	7	56	2	55	3	
184	951	13	31	152	6	7	48	2	56	3	
185	952	13	32	152	7	7	49	2	57	3	
186	950	13	30	152	8	7	50	2	58	3	
187	953	13	33	152	9	7	51	2	59	3	
188	1027	14	31	152	10	7	52	2	60	3	
189	1028	14	32	152	11	7	53	2	61	3	
190	1026	14	30	152	12	7	54	2	62	3	
191	1029	14	33	152	13	7	55	2	63	3	
192	1178	16	30	161	1	7	64	3	64	4	
193	1256	17	30	161	2	7	65	3	65	4	
194	1257	17	31	161	3	7	66	3	66	4	
195	1336	18	32	161	4	7	67	3	67	4	
196	1258	17	32	161	5	7	68	3	68	4	
197	1335	18	31	161	6	7	69	3	69	4	
198	1259	17	33	161	7	7	70	3	70	4	
199	1334	18	30	161	8	7	71	3	71	4	
200	1495	20	33	161	16	7	79	3	72	4	
201	1416	19	34	161	15	7	78	3	73	4	
202	1413	19	31	161	14	7	77	3	74	4	
203	1338	18	34	161	13	7	76	3	75	4	
204	1414	19	32	161	12	7	75	3	76	4	
205	1337	18	33	161	11	7	74	3	77	4	
206	1415	19	33	161	10	7	73	3	78	4	
207	1260	17	34	161	9	7	72	3	79	4	
208	1737	23	33	170	10	7	95	4	80	5	
209	1657	22	35	170	9	7	94	4	81	5	
210	1738	23	34	170	8	7	93	4	82	5	
211	1577	21	35	170	7	7	92	4	83	5	
212	1654	22	32	170	6	7	91	4	84	5	
213	1576	21	34	170	5	7	90	4	85	5	
214	1655	22	33	170	4	7	89	4	86	5	
215	1575	21	33	170	3	7	88	4	87	5	
216	1417	19	35	161	17	7	80	3	88	5	
217	1494	20	32	161	18	7	81	3	89	5	
218	1496	20	34	161	19	7	82	3	90	5	
219	1493	20	31	161	20	7	83	3	91	5	
220	1497	20	35	161	21	7	84	3	92	5	
221	1573	21	31	170	0	7	85	4	93	5	
222	1574	21	32	170	1	7	86	4	94	5	
223	1656	22	34	170	2	7	87	4	95	5	
224	1736	23	32	170	12	7	96	4	96	6	
225	1658	22	36	170	13	7	97	4	97	6	
226	1820	24	34	170	14	7	98	4	98	6	
227	1739	23	35	170	15	7	99	4	99	6	
228	1819	24	33	170	16	7	100	4	100	6	
229	1740	23	36	170	17	7	101	4	101	6	
230	1818	24	32	170	18	7	102	4	102	6	
231	1821	24	35	170	19	7	103	4	103	6	
232	1905	25	37	179	5	7	111	5	104	6	
233	1986	26	34	179	4	7	110	5	105	6	
234	1904	25	36	179	3	7	109	5	106	6	
235	1987	26	35	179	2	7	108	5	107	6	
236	1903	25	35	179	1	7	107	5	108	6	
237	1901	25	33	170	22	7	106	4	109	6	
238	1822	24	36	170	21	7	105	4	110	6	
239	1902	25	34	170	20	7	104	4	111	6	
240	2243	29	37	179	21	7	127	5	112	7	
241	2240	29	34	179	20	7	126	5	113	7	
242	2242	29	36	179	19	7	125	5	114	7	
243	2241	29	35	179	18	7	124	5	115	7	
244	2157	28	37	179	17	7	123	5	116	7	
245	2154	28	34	179	16	7	122	5	117	7	
246	2156	28	36	179	15	7	121	5	118	7	
247	2155	28	35	179	14	7	120	5	119	7	
248	1985	26	33	179	6	7	112	5	120	7	
249	1988	26	36	179	7	7	113	5	121	7	
250	2071	27	35	179	8	7	114	5	122	7	
