2560
3327
0	54	55
1	54	57
2	54	56
3	55	57
4	54	54
5	55	56
6	54	53
7	55	55
8	57	58
9	56	55
10	56	56
11	56	54
12	56	57
13	55	53
14	56	58
15	55	54
16	59	59
17	60	55
18	59	60
19	59	57
20	58	59
21	59	56
22	58	58
23	59	55
24	57	54
25	57	57
26	58	54
27	57	56
28	57	55
29	58	56
30	58	55
31	58	57
32	59	58
33	60	56
34	60	60
35	61	55
36	60	59
37	60	57
38	60	58
39	61	56
40	62	55
41	62	59
42	62	56
43	62	58
44	62	57
45	61	58
46	61	57
47	61	59
48	65	58
49	64	59
50	65	57
51	64	60
52	64	58
53	64	61
54	64	57
55	63	59
56	61	60
57	63	58
58	62	60
59	63	57
60	63	61
61	63	56
62	63	60
63	64	56
64	65	60
65	65	61
66	65	59
67	65	62
68	66	59
69	66	60
70	66	58
71	66	61
72	67	60
73	67	59
74	67	61
75	67	58
76	67	62
77	67	57
78	66	62
79	66	57
80	70	62
81	70	61
82	70	63
83	69	58
84	70	64
85	69	59
86	69	63
87	69	60
88	68	58
89	68	62
90	68	59
91	68	61
92	68	60
93	69	62
94	69	61
95	68	63
96	71	64
97	70	60
98	72	65
99	70	59
100	72	64
101	71	59
102	71	63
103	71	60
104	73	61
105	73	63
106	72	61
107	73	62
108	72	62
109	72	63
110	71	61
111	71	62
112	75	63
113	75	64
114	75	62
115	75	65
116	75	61
117	75	66
118	74	61
119	74	64
120	73	64
121	72	60
122	73	65
123	73	60
124	74	66
125	74	63
126	74	65
127	74	62
128	54	60
129	54	63
130	54	61
131	55	63
132	54	62
133	55	62
134	54	59
135	55	61
136	56	62
137	56	59
138	56	63
139	55	58
140	56	64
141	55	59
142	55	60
143	54	58
144	59	64
145	59	62
146	59	65
147	58	60
148	58	64
149	58	61
150	57	64
151	58	62
152	56	60
153	56	61
154	57	59
155	57	61
156	57	60
157	57	63
158	57	62
159	58	63
160	59	63
161	59	61
162	60	65
163	60	61
164	61	65
165	60	62
166	60	64
167	61	62
168	61	61
169	62	66
170	62	63
171	62	65
172	62	64
173	61	64
174	61	63
175	60	63
176	64	64
177	65	67
178	64	63
179	64	65
180	64	62
181	64	66
182	63	62
183	65	68
184	63	67
185	62	62
186	63	66
187	62	61
188	63	65
189	63	64
190	64	67
191	63	63
192	65	65
193	65	66
194	66	65
195	66	66
196	65	64
197	66	67
198	66	64
199	66	68
200	68	68
201	67	64
202	68	69
203	67	63
204	67	67
205	66	63
206	67	68
207	65	63
208	70	69
209	70	66
210	70	70
211	70	65
212	69	69
213	69	64
214	69	68
215	68	64
216	67	65
217	67	66
218	68	65
219	68	67
220	68	66
221	69	66
222	69	65
223	69	67
224	70	68
225	71	65
226	70	67
227	71	66
228	71	70
229	72	66
230	71	69
231	72	67
232	73	68
233	73	70
234	73	69
235	72	70
236	72	69
237	71	67
238	72	68
239	71	68
240	75	69
241	75	70
242	75	68
243	75	71
244	75	67
245	75	72
246	74	69
247	74	70
248	72	71
249	73	67
250	73	71
251	73	66
252	74	72
253	74	67
254	74	71
255	74	68
256	54	67
257	54	69
258	54	68
259	55	69
260	54	66
261	55	68
262	55	66
263	55	67
264	57	70
265	55	64
266	56	68
267	55	65
268	56	69
269	54	64
270	56	70
271	54	65
272	59	70
273	58	65
274	59	71
275	58	66
276	58	67
277	57	65
278	58	68
279	57	66
280	56	67
281	57	69
282	56	66
283	57	68
284	56	65
285	58	70
286	57	67
287	58	69
288	59	69
289	59	67
290	59	68
291	59	66
292	60	71
