0	50.	140.
1	50.	140.
2	50.     140.
3	50.     140.
4	50.     140.
5	50.     140.
6	50.     140.
7	50.     140.
8	50.     140.
9	50.     140.
10	50.     140.
11	50.     140.
12	50.     140.
13	50.     140.
14	50.     140.
15	50.     140.
16	50.     140.
17	50.     140.
18	50.     140.
19	50.     140.
20	50.     140.
21	50.     140.
22	50.     140.
23	50.    	140.
0	50.	160.
1	50.	160.
2	50.     160.
3	50.     160.
4	50.     160.
5	50.     160.
6	50.     160.
7	50.     160.
8	50.     160.
9	50.     160.
10	50.     160.
11	50.     160.
12	50.     160.
13	50.     160.
14	50.     160.
15	50.     160.
16	50.     160.
17	50.     160.
18	50.     160.
19	50.     160.
20	50.     160.
21	50.     160.
22	50.     160.
23	40.    	140.
