3227	2706
3226	2623
3226	2670
3227	2773
3226	2652
3226	2714
3225	2723
3227	2668
3226	2747
3226	2716
3226	2691
3227	2768
3227	2640
3226	2739
3227	2688
3226	2664
3227	2723
3226	2625
3227	2621
3226	2722
3226	2672
3225	2587
3226	2601
3225	2815
3226	2787
3226	2732
3226	2629
3227	2693
3226	2722
3226	2734
3227	2648
3226	2682
3226	2638
3226	2672
3226	2694
3226	2567
3226	2634
3226	2661
3225	2689
3226	2653
3227	2602
3227	2622
3226	2599
3225	2685
3226	2617
3225	2658
3226	2650
3226	2793
3225	2580
3226	2636
3227	2751
3225	2610
3226	2742
3226	2645
3227	2698
3225	2717
3227	2704
3227	2616
3225	2662
3227	2623
3226	2678
3226	2769
3224	2707
3226	2647
3225	2725
3226	2646
3226	2630
3225	2524
3226	2634
3224	2713
3227	2670
3226	2725
3226	2575
3225	2642
3228	2692
3225	2630
3227	2711
3226	2598
3227	2684
3227	2696
3226	2723
3226	2705
3226	2747
3228	2664
3226	2652
3224	2623
3227	2765
3226	2701
3227	2598
3225	2556
3225	2687
3226	2641
3226	2715
3225	2627
3227	2731
3227	2673
3227	2673
3226	2544
3227	2639
3227	2663
3226	2649
3225	2644
3227	2669
3227	2694
3226	2739
3227	2628
3225	2721
3225	2681
3227	2595
3226	2584
3226	2780
3227	2582
3226	2681
3225	2691
3226	2664
3225	2580
3227	2708
3226	2797
3225	2631
3227	2660
3227	2657
3225	2740
3227	2680
3226	2718
3227	2677
3227	2559
3227	2634
3228	2660
3227	2637
3226	2662
3226	2569
3226	2619
3225	2625
3227	2670
3227	2635
3226	2535
3227	2676
3225	2684
3227	2649
3226	2804
3226	2577
3224	2718
3226	2627
3225	2724
3225	2624
3226	2664
3226	2661
3228	2699
3226	2622
3227	2615
3227	2531
3225	2796
3226	2680
3227	2684
3227	2598
3226	2701
3227	2613
3228	2629
3226	2703
3226	2739
3225	2566
3226	2659
3227	2754
3227	2705
3225	2802
3225	2597
3227	2640
3226	2540
3226	2635
3227	2637
3226	2733
3227	2716
3225	2615
3226	2711
3226	2677
3226	2725
3227	2677
3228	2661
3226	2618
3227	2607
3227	2664
3226	2672
3225	2510
3227	2799
3227	2811
3226	2610
3227	2595
3226	2669
3226	2618
3226	2707
3226	2741
3226	2684
3226	2698
3227	2685
3226	2696
3226	2612
3226	2643
3226	2648
3226	2683
3226	2708
3226	2695
3227	2626
3227	2681
3225	2707
3226	2665
3225	2600
3227	2581
3226	2665
3226	2683
3226	2646
3226	2605
3226	2722
3228	2609
3227	2606
3225	2604
3226	2540
3226	2609
3226	2731
3227	2711
3227	2656
3226	2635
3226	2546
3226	2712
3226	2653
3226	2597
3224	2780
3226	2621
3226	2703
3226	2787
3226	2666
3227	2673
3227	2709
3226	2661
3226	2653
3226	2715
3226	2582
3227	2523
3225	2692
3226	2666
3226	2609
3226	2675
3226	2611
3227	2844
3226	2670
3227	2625
3226	2573
3225	2699
3225	2733
3225	2673
3227	2627
3227	2621
3227	2692
3226	2698
3226	2595
3227	2631
3227	2554
3226	2549
3227	2697
3226	2797
3226	2552
3226	2649
3226	2714
3224	2721
3226	2666
3226	2658
3226	2593
3223	2629
3226	2645
3227	2620
3227	2747
3226	2583
3227	2710
3225	2613
3226	2723
3226	2652
3226	2655
3226	2750
3227	2694
3226	2663
3227	2713
3226	2572
3226	2613
3225	2757
3225	2603
3226	2736
3226	2784
3226	2543
3225	2712
3226	2699
3227	2704
3226	2635
3226	2703
3226	2564
3227	2693
3227	2673
3226	2771
3226	2804
3226	2650
3227	2613
3227	2570
3226	2643
3226	2653
3226	2732
3225	2676
3226	2701
3226	2693
3227	2629
3226	2587
3226	2759
3225	2643
3226	2692
3224	2626
3226	2588
3227	2679
3225	2685
3227	2757
3227	2694
3225	2761
3225	2739
3227	2744
3226	2575
3227	2651
3225	2709
3227	2652
3226	2686
3226	2584
3226	2680
3227	2673
3227	2754
3226	2703
3226	2750
3225	2528
3225	2725
3226	2565
3225	2658
3226	2660
3226	2618
3226	2781
3226	2653
3226	2628
3226	2714
3226	2567
3225	2668
3227	2627
3226	2681
3226	2648
3225	2629
3227	2561
3225	2698
3226	2805
3225	2707
3225	2661
3226	2594
3225	2730
3226	2675
3225	2638
3227	2691
3226	2654
3225	2656
3226	2683
3226	2750
3226	2709
3225	2743
3226	2547
3225	2610
3225	2637
3227	2680
3226	2615
3225	2555
3225	2599
3226	2615
3225	2747
3225	2628
3225	2662
3226	2637
3225	2684
3227	2646
3226	2691
3226	2537
3227	2748
3227	2772
3225	2693
3227	2682
3226	2585
3226	2691
3227	2698
3225	2680
3227	2699
3227	2804
3225	2652
3226	2770
3226	2618
