    .9  6.3509498 -1.1316569   .535095E+01
   1.0  5.7188745 -1.0184911   .471887E+01
   1.1  5.2040777  -.9259011   .420408E+01
   1.2  4.7778316  -.8487425   .377783E+01
   1.3  4.4246984  -.7834547   .342470E+01
   1.4  4.1177182  -.7274936   .311772E+01
   1.5  3.8594782  -.6789940   .285948E+01
   1.6  3.6339056  -.6365569   .263391E+01
   1.7  3.4363296  -.5991124   .243633E+01
   1.8  3.2643709  -.5658283   .226437E+01
   1.9  3.1133659  -.5360479   .211337E+01
   2.0  2.9754424  -.5092455   .197544E+01
   2.5  2.4764001  -.4073964   .147640E+01
   3.0  2.1592429  -.3394970   .115924E+01
   3.5  1.9436879  -.2909974   .943688E+00
   4.0  1.7907143  -.2546228   .790714E+00
   4.5  1.6745712  -.2263314   .674571E+00
   5.0  1.5840898  -.2036982   .584090E+00
   5.5  1.5114213  -.1851802   .511421E+00
   6.0  1.4546736  -.1697485   .454674E+00
   6.5  1.4048904  -.1566909   .404890E+00
   7.0  1.3652259  -.1454987   .365226E+00
   7.5  1.3310095  -.1357988   .331010E+00
   8.0  1.3005813  -.1273114   .300581E+00
   8.5  1.2749122  -.1198225   .274912E+00
   9.0  1.2526975  -.1131657   .252697E+00
   9.5  1.2333250  -.1072096   .233325E+00
  10.0  1.2148683  -.1018491   .214868E+00
  10.5  1.1988767  -.0969992   .198877E+00
  11.0  1.1845794  -.0925901   .184579E+00
  11.5  1.1719341  -.0885644   .171934E+00
  12.0  1.1604199  -.0848743   .160420E+00
  12.5  1.1496906  -.0814793   .149691E+00
  13.0  1.1407573  -.0783455   .140757E+00
  13.5  1.1324888  -.0754438   .132489E+00
  14.0  1.1243143  -.0727494   .124314E+00
  14.5  1.1168530  -.0702408   .116853E+00
  15.0  1.1098092  -.0678994   .109809E+00
  15.5  1.1030326  -.0657091   .103033E+00
  16.0  1.0974668  -.0636557   .974668E-01
  16.5  1.0923588  -.0617267   .923588E-01
  17.0  1.0877016  -.0599112   .877016E-01
  17.5  1.0833026  -.0581995   .833026E-01
  18.0  1.0791689  -.0565828   .791689E-01
  18.5  1.0755825  -.0550536   .755825E-01
  19.0  1.0720506  -.0536048   .720506E-01
  19.5  1.0684428  -.0522303   .684428E-01
  20.0  1.0651053  -.0509246   .651053E-01
  22.0  1.0536568  -.0462951   .536568E-01
  24.0  1.0456725  -.0424371   .456725E-01
  26.0  1.0392145  -.0391727   .392145E-01
  28.0  1.0337138  -.0363747   .337138E-01
  30.0  1.0289147  -.0339497   .289147E-01
  32.0  1.0251610  -.0318278   .251610E-01
  34.0  1.0220667  -.0299556   .220667E-01
  36.0  1.0200403  -.0282914   .200403E-01
  38.0  1.0182440  -.0268024   .182440E-01
  40.0  1.0165447  -.0254623   .165447E-01
  42.0  1.0150815  -.0242498   .150815E-01
  44.0  1.0138501  -.0231475   .138501E-01
  46.0  1.0127125  -.0221411   .127125E-01
  48.0  1.0117681  -.0212186   .117681E-01
  50.0  1.0108651  -.0203698   .108651E-01
  52.0  1.0100354  -.0195864   .100354E-01
  54.0  1.0093328  -.0188609   .933278E-02
  56.0  1.0086076  -.0181873   .860763E-02
  58.0  1.0079721  -.0175602   .797212E-02
  60.0  1.0073836  -.0169749   .738358E-02
  62.0  1.0068948  -.0164273   .689483E-02
  64.0  1.0063738  -.0159139   .637376E-02
  66.0  1.0059686  -.0154317   .596857E-02
  68.0  1.0055603  -.0149778   .556028E-02
  70.0  1.0051545  -.0145499   .515449E-02
  72.0  1.0049211  -.0141457   .492108E-02
  74.0  1.0045626  -.0137634   .456262E-02
  76.0  1.0042844  -.0134012   .428438E-02
  78.0  1.0039957  -.0130576   .399566E-02
  80.0  1.0037215  -.0127311   .372148E-02
  82.0  1.0034411  -.0124206   .344110E-02
  84.0  1.0031744  -.0121249   .317442E-02
  86.0  1.0029712  -.0118429   .297117E-02
  88.0  1.0027441  -.0115738   .274408E-02
  90.0  1.0025291  -.0113166   .252914E-02
  92.0  1.0023412  -.0110706   .234115E-02
  94.0  1.0021518  -.0108350   .215185E-02
  96.0  1.0019780  -.0106093   .197804E-02
  98.0  1.0018003  -.0103928   .180030E-02
 100.0  1.0016568  -.0101849   .165677E-02
 102.0  1.0014827  -.0099852   .148273E-02
 104.0  1.0013729  -.0097932   .137293E-02
 106.0  1.0013146  -.0096084   .131464E-02
 108.0  1.0012692  -.0094305   .126922E-02
 110.0  1.0012225  -.0092590   .122249E-02
 112.0  1.0011657  -.0090937   .116575E-02
 114.0  1.0011382  -.0089341   .113821E-02
 116.0  1.0010890  -.0087801   .108898E-02
 118.0  1.0010350  -.0086313   .103498E-02
 120.0  1.0009999  -.0084874   .999928E-03
 122.0  1.0009598  -.0083483   .959754E-03
 124.0  1.0009205  -.0082136   .920534E-03
 126.0  1.0008953  -.0080833   .895262E-03
 128.0  1.0008674  -.0079570   .867367E-03
 130.0  1.0008339  -.0078345   .833869E-03
 132.0  1.0007964  -.0077158   .796437E-03
 134.0  1.0007656  -.0076007   .765562E-03
 136.0  1.0007458  -.0074889   .745773E-03
 138.0  1.0007186  -.0073804   .718594E-03
 140.0  1.0006924  -.0072749   .692368E-03
 142.0  1.0006741  -.0071725   .674129E-03
 144.0  1.0006583  -.0070729   .658274E-03
 146.0  1.0006477  -.0069760   .647664E-03
 148.0  1.0006138  -.0068817   .613809E-03
 150.0  1.0005926  -.0067899   .592589E-03
 152.0  1.0005689  -.0067006   .568867E-03
 154.0  1.0005480  -.0066136   .548005E-03
 156.0  1.0005360  -.0065288   .535965E-03
 158.0  1.0005033  -.0064461   .503302E-03
 160.0  1.0004921  -.0063656   .492096E-03
 162.0  1.0004760  -.0062870   .476003E-03
 164.0  1.0004547  -.0062103   .454664E-03
 166.0  1.0004390  -.0061355   .439048E-03
 168.0  1.0004250  -.0060624   .424981E-03
 170.0  1.0004027  -.0059911   .402689E-03
 172.0  1.0003916  -.0059215   .391603E-03
 174.0  1.0003814  -.0058534   .381351E-03
 176.0  1.0003570  -.0057869   .357032E-03
 178.0  1.0003513  -.0057219   .351310E-03
 180.0  1.0003327  -.0056583   .332713E-03
 182.0  1.0003245  -.0055961   .324488E-03
 184.0  1.0003053  -.0055353   .305295E-03
 186.0  1.0002879  -.0054758   .287890E-03
 188.0  1.0002838  -.0054175   .283837E-03
 190.0  1.0002700  -.0053605   .270009E-03
 192.0  1.0002507  -.0053046   .250697E-03
 194.0  1.0002395  -.0052500   .239491E-03
 196.0  1.0002304  -.0051964   .230432E-03
 198.0  1.0002217  -.0051439   .221729E-03
 200.0  1.0002109  -.0050925   .210881E-03
 205.0  1.0001806  -.0049682   .180602E-03
 210.0  1.0001699  -.0048500   .169873E-03
 215.0  1.0001630  -.0047372   .162959E-03
 220.0  1.0001580  -.0046295   .157952E-03
 225.0  1.0001484  -.0045266   .148416E-03
 230.0  1.0001431  -.0044282   .143051E-03
 235.0  1.0001358  -.0043340   .135779E-03
 240.0  1.0001271  -.0042437   .127077E-03
 245.0  1.0001215  -.0041571   .121474E-03
 250.0  1.0001183  -.0040740   .118256E-03
 255.0  1.0001143  -.0039941   .114322E-03
 260.0  1.0001074  -.0039173   .107408E-03
 265.0  1.0001032  -.0038434   .103235E-03
 270.0  1.0000960  -.0037722   .959635E-04
 275.0  1.0000920  -.0037036   .920296E-04
 280.0  1.0000888  -.0036375   .888109E-04
 285.0  1.0000833  -.0035737   .833273E-04
 290.0  1.0000812  -.0035120   .811815E-04
 295.0  1.0000758  -.0034525   .758171E-04
 300.0  1.0000747  -.0033950   .747442E-04
 305.0  1.0000712  -.0033393   .711679E-04
 310.0  1.0000677  -.0032855   .677109E-04
 315.0  1.0000647  -.0032333   .647306E-04
 320.0  1.0000623  -.0031828   .623465E-04
 325.0  1.0000576  -.0031338   .575781E-04
 330.0  1.0000544  -.0030863   .543594E-04
 335.0  1.0000516  -.0030403   .516176E-04
 340.0  1.0000498  -.0029956   .498295E-04
 345.0  1.0000477  -.0029521   .476837E-04
 350.0  1.0000452  -.0029100   .451803E-04
 355.0  1.0000424  -.0028690   .424385E-04
 360.0  1.0000398  -.0028291   .398159E-04
 365.0  1.0000376  -.0027904   .375509E-04
 370.0  1.0000359  -.0027527   .358820E-04
 375.0  1.0000348  -.0027160   .348091E-04
 380.0  1.0000337  -.0026802   .337362E-04
 385.0  1.0000305  -.0026454   .305176E-04
 390.0  1.0000297  -.0026115   .296831E-04
 395.0  1.0000275  -.0025785   .275373E-04
 400.0  1.0000257  -.0025462   .257492E-04
 405.0  1.0000242  -.0025148   .241995E-04
 410.0  1.0000226  -.0024841   .226498E-04
 415.0  1.0000216  -.0024542   .215769E-04
 420.0  1.0000210  -.0024250   .209808E-04
 425.0  1.0000211  -.0023964   .211000E-04
 430.0  1.0000205  -.0023686   .205040E-04
 435.0  1.0000198  -.0023414   .197887E-04
 440.0  1.0000203  -.0023148   .202656E-04
 445.0  1.0000196  -.0022887   .195503E-04
 450.0  1.0000182  -.0022633   .182390E-04
 455.0  1.0000179  -.0022384   .178814E-04
 460.0  1.0000176  -.0022141   .176430E-04
 465.0  1.0000175  -.0021903   .175238E-04
 470.0  1.0000167  -.0021670   .166893E-04
 475.0  1.0000165  -.0021442   .164509E-04
 480.0  1.0000154  -.0021219   .153780E-04
 485.0  1.0000157  -.0021000   .157356E-04
 490.0  1.0000154  -.0020786   .153780E-04
 495.0  1.0000149  -.0020576   .149012E-04
 500.0  1.0000144  -.0020370   .144243E-04
 510.0  1.0000144  -.0019970   .144243E-04
 520.0  1.0000137  -.0019586   .137091E-04
