GM    0    /ALIC_1/YOUT1_1/SC01_1
GM    1    /ALIC_1/YOUT1_1/SC02_1
GM    2    /ALIC_1/YOUT1_1/SC03_1
GM    3    /ALIC_1/YOUT1_1/SC04_1
GM    4    /ALIC_1/DDIP_1/SC05I_1
GM    5    /ALIC_1/DDIP_1/SC05O_1
GM    6    /ALIC_1/DDIP_1/SC06I_1
GM    7    /ALIC_1/DDIP_1/SC06O_1
GM    8    /ALIC_1/YOUT2_1/SC07I_1
GM    9    /ALIC_1/YOUT2_1/SC07O_1
GM   10    /ALIC_1/YOUT2_1/SC08I_1
GM   11    /ALIC_1/YOUT2_1/SC08O_1
GM   12    /ALIC_1/YOUT2_1/SC09I_1
GM   13    /ALIC_1/YOUT2_1/SC09O_1
GM   14    /ALIC_1/YOUT2_1/SC10I_1
GM   15    /ALIC_1/YOUT2_1/SC10O_1
GM   16    /ALIC_1/YOUT2_1/SC11_1
GM   17    /ALIC_1/YOUT2_1/SC12_1
GM   18    /ALIC_1/YOUT2_1/SC13_1
GM   19    /ALIC_1/YOUT2_1/SC14_1

DE  101    /ALIC_1/YOUT1_1/SC01_1/SE10_1
DE  100    /ALIC_1/YOUT1_1/SC01_1/SE11_1
DE  103    /ALIC_1/YOUT1_1/SC01_1/SE12_1
DE  102    /ALIC_1/YOUT1_1/SC01_1/SE13_1

DE  201    /ALIC_1/YOUT1_1/SC02_1/SE20_1
DE  200    /ALIC_1/YOUT1_1/SC02_1/SE21_1
DE  203    /ALIC_1/YOUT1_1/SC02_1/SE22_1
DE  202    /ALIC_1/YOUT1_1/SC02_1/SE23_1

DE  301    /ALIC_1/YOUT1_1/SC03_1/SQM3_1
DE  300    /ALIC_1/YOUT1_1/SC03_1/SQM3_2
DE  303    /ALIC_1/YOUT1_1/SC03_1/SQM3_3
DE  302    /ALIC_1/YOUT1_1/SC03_1/SQM3_4

DE  401    /ALIC_1/YOUT1_1/SC04_1/SQM4_1
DE  400    /ALIC_1/YOUT1_1/SC04_1/SQM4_2
DE  403    /ALIC_1/YOUT1_1/SC04_1/SQM4_3
DE  402    /ALIC_1/YOUT1_1/SC04_1/SQM4_4

DE  500    /ALIC_1/DDIP_1/SC05I_1/LA13_1
DE  501    /ALIC_1/DDIP_1/SC05I_1/LA14_1
DE  517    /ALIC_1/DDIP_1/SC05I_1/LA12_1
