,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_3,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_17,phs_col:phs_col_dp.State_phos_module_4.Matrix_t_phos_module_4.Matrix_t_phos_module_4_18,
2012/09/20 22:56:24.540,,10.907747609001,,
2012/09/20 22:58:16.758,11.963517444089,,,
2012/09/20 23:02:32.583,,,11.595500820618,
2012/09/20 23:03:36.894,,10.806893027404,,
2012/09/20 23:05:54.377,11.862057846584,,,
2012/09/20 23:09:53.796,,,11.492973367654,
2012/09/20 23:10:22.452,,10.700987050786,,
2012/09/20 23:12:58.309,11.743957343401,,,
2012/09/20 23:17:25.509,,10.59565816982,,
2012/09/20 23:17:52.961,,,11.376222630706,
2012/09/20 23:20:38.116,11.64281523254,,,
2012/09/20 23:25:01.159,,10.494566465819,,
2012/09/20 23:25:20.518,,,11.270868088487,
2012/09/20 23:27:22.907,11.53939690173,,,
2012/09/20 23:31:22.435,,10.393339594153,,
2012/09/20 23:32:51.028,,,11.165250518933,
2012/09/20 23:34:11.527,11.436133099396,,,
2012/09/20 23:38:07.008,,10.288060659931,,
2012/09/20 23:38:59.945,,,11.06372220091,
2012/09/20 23:41:37.881,11.333581784781,,,
2012/09/20 23:45:39.706,,10.186971031288,,
2012/09/20 23:46:20.393,,,10.96254887341,
2012/09/20 23:47:41.985,11.233520710482,,,
2012/09/20 23:52:17.060,,10.081351913654,,
2012/09/20 23:53:33.512,,,10.861154049651,
2012/09/20 23:55:35.792,11.132324412904,,,
2012/09/20 23:59:09.945,,9.9802992129332,,
2012/09/21 00:00:56.913,,,10.755954364428,
2012/09/21 00:02:55.255,11.024915108895,,,
2012/09/21 00:06:46.471,,9.8728267786368,,
2012/09/21 00:08:05.001,,,10.654613987918,
2012/09/21 00:09:50.000,10.923657783018,,,
2012/09/21 00:13:41.544,,9.7696419225141,,
2012/09/21 00:15:28.402,,,10.553457125544,
2012/09/21 00:15:59.026,10.816036985951,,,
2012/09/21 00:21:09.866,,9.6602082985475,,
2012/09/21 00:22:21.287,,,10.448133382774,
2012/09/21 00:24:13.286,10.711924190518,,,
2012/09/21 00:27:55.642,,9.5546331887614,,
2012/09/21 00:29:44.578,,,10.3465940732,
2012/09/21 00:31:01.030,10.609545229529,,,
2012/09/21 00:35:21.011,,9.4535540517834,,
2012/09/21 00:36:52.666,,,10.241325858872,
2012/09/21 00:37:52.822,10.508171449943,,,
2012/09/21 00:42:37.303,,9.3396815494247,,
2012/09/21 00:44:32.254,,,10.12945712743,
2012/09/21 00:45:04.848,10.398661158147,,,
2012/09/21 00:49:58.406,,9.230195913078,,
2012/09/21 00:51:26.890,,,10.025871833987,
2012/09/21 00:52:52.529,10.293194347995,,,
2012/09/21 00:57:15.682,,9.1289737950756,,
2012/09/21 00:58:30.165,,,9.9205260295756,
2012/09/21 01:00:04.883,10.183519032576,,,
2012/09/21 01:04:39.192,,9.0279669105984,,
2012/09/21 01:06:18.066,,,9.8110371623219,
2012/09/21 01:07:42.612,10.082396956487,,,
2012/09/21 01:11:33.937,,8.9182541206257,,
2012/09/21 01:13:39.169,,,9.7054869342184,
2012/09/21 01:14:29.263,9.9791147268772,,,
2012/09/21 01:19:21.946,,8.8131335466657,,
2012/09/21 01:21:28.382,9.8717279068143,,,
2012/09/21 01:21:35.491,,,9.5872915700768,
2012/09/21 01:26:16.800,,8.712066610372,,
2012/09/21 01:29:22.298,9.7706326524889,,,
2012/09/21 01:29:41.657,,,9.4817998436272,
2012/09/21 01:33:19.857,,8.6069468341222,,
2012/09/21 01:35:20.059,9.6692580088418,,,
2012/09/21 01:37:02.980,,,9.3723453574636,
2012/09/21 01:41:07.758,,8.4931773692341,,
2012/09/21 01:42:49.585,9.5637632795435,,,
2012/09/21 01:44:15.005,,,9.2711574669275,
2012/09/21 01:48:19.674,,8.3897611115027,,
2012/09/21 01:49:44.220,9.4626648109268,,,
2012/09/21 01:51:36.218,,,9.1616578191563,
2012/09/21 01:56:52.199,,8.2656542898316,,
2012/09/21 01:57:23.917,9.3615790567339,,,
2012/09/21 01:58:39.276,,,9.0518092705201,
2012/09/21 02:04:25.552,9.2562873922753,,,
2012/09/21 02:04:31.787,,8.1646355330752,,
2012/09/21 02:07:21.097,,,8.9423439791502,
2012/09/21 02:11:16.469,,8.0593751077748,,
2012/09/21 02:11:56.281,9.1509884791301,,,
2012/09/21 02:14:24.045,,,8.8412336462691,
2012/09/21 02:19:04.260,,7.958580075233,,
2012/09/21 02:19:17.494,9.0458946797897,,,
2012/09/21 02:22:03.742,,,8.731572317366,
2012/09/21 02:25:56.051,,7.8571341299341,,
2012/09/21 02:26:20.551,8.9444406023766,,,
2012/09/21 02:29:42.345,,,8.6262963157252,
2012/09/21 02:32:52.984,,7.7520044977036,,
2012/09/21 02:33:14.421,8.8392211139158,,,
2012/09/21 02:36:18.715,,,8.5249199376213,
2012/09/21 02:40:08.181,8.738064194702,,,
2012/09/21 02:40:49.852,,7.6509826282616,,
2012/09/21 02:44:06.616,,,8.4241626534686,
2012/09/21 02:47:52.800,,7.5458042984788,,
2012/09/21 02:48:06.034,8.6329854020563,,,
2012/09/21 02:51:40.188,,,8.3144232922604,
2012/09/21 02:54:41.639,8.531856255163,,,
2012/09/21 02:55:14.232,,7.4450488359497,,
2012/09/21 02:58:57.354,,,8.2005284142348,
2012/09/21 03:02:22.320,,7.343919162075,,
2012/09/21 03:02:38.617,8.4266543356523,,,
2012/09/21 03:06:44.926,,,8.0994308756518,
2012/09/21 03:09:37.299,,7.2343383356432,,
2012/09/21 03:09:41.455,8.3211439777594,,,
2012/09/21 03:13:48.202,,,7.9982602953092,
2012/09/21 03:16:53.809,8.2160798775623,,,
2012/09/21 03:17:09.231,,7.1291588210518,,
2012/09/21 03:21:09.743,,,7.8951202565969,
2012/09/21 03:24:32.631,8.1149723547448,,,
2012/09/21 03:25:03.256,,7.0283255972986,,
2012/09/21 03:28:48.456,,,7.7877898773562,
2012/09/21 03:31:44.876,8.0055196724689,,,
2012/09/21 03:31:59.204,,6.9144512573071,,
2012/09/21 03:36:27.279,,,7.684696781062,
2012/09/21 03:39:05.433,7.9042253616473,,,
2012/09/21 03:40:36.103,,6.8136739685821,,
2012/09/21 03:44:15.944,,,7.5736637732853,
2012/09/21 03:46:17.240,7.7947639165696,,,
2012/09/21 03:47:17.505,,6.7124771841554,,
2012/09/21 03:51:36.173,,,7.4697156316539,
2012/09/21 03:54:41.671,7.6941263418356,,,
2012/09/21 03:55:04.967,,6.6115239170767,,
2012/09/21 03:58:31.027,,,7.3685988132163,
2012/09/21 04:01:17.275,7.5929799280988,,,
2012/09/21 04:02:15.352,,6.5107279894586,,
2012/09/21 04:06:45.615,,,7.2613974492073,
2012/09/21 04:08:47.894,7.4792416355248,,,
2012/09/21 04:09:20.488,,6.4034473643488,,
2012/09/21 04:14:14.046,,,7.1561331851967,
2012/09/21 04:16:31.748,,6.3005750115423,,
2012/09/21 04:16:35.795,7.3783812199705,,,
2012/09/21 04:21:45.541,,,7.0464308990099,
2012/09/21 04:24:32.650,7.2686692278074,,,
2012/09/21 04:24:37.681,,6.1975093561904,,
2012/09/21 04:29:46.417,,,6.9411799127212,
2012/09/21 04:32:07.941,,6.0858999622453,,
2012/09/21 04:32:21.174,7.1613966453677,,,
2012/09/21 04:36:46.074,,,6.8401644801011,
2012/09/21 04:40:23.178,,5.979288430853,,
2012/09/21 04:40:26.131,7.0508689402857,,,
2012/09/21 04:44:06.300,,,6.7304955228306,
2012/09/21 04:47:35.969,6.9448871114245,,,
2012/09/21 04:47:51.281,,5.8757168701086,,
2012/09/21 04:52:26.575,,,6.6210604078305,
2012/09/21 04:55:26.822,6.843399358035,,,
2012/09/21 04:55:31.963,,5.766440222375,,
2012/09/21 05:00:10.100,,,6.5117608672632,
2012/09/21 05:02:12.161,6.7384781693627,,,
2012/09/21 05:03:37.910,,5.6591445634711,,
2012/09/21 05:07:57.891,,,6.4023771776738,
2012/09/21 05:09:30.640,6.6375106067572,,,
2012/09/21 05:11:25.810,,5.5476004447812,,
2012/09/21 05:15:19.213,,,6.2926422758236,
2012/09/21 05:17:56.930,6.5282387745022,,,
2012/09/21 05:18:56.101,,5.4383232787151,,
2012/09/21 05:23:34.129,,,6.1876864753374,
2012/09/21 05:24:50.690,6.4272170357052,,,
2012/09/21 05:26:34.595,,5.3373845414646,,
2012/09/21 05:31:48.388,,,6.0738019526246,
2012/09/21 05:32:41.434,6.3175815622182,,,
2012/09/21 05:33:55.918,,5.2344149306507,,
2012/09/21 05:39:03.258,,,5.964592740924,
2012/09/21 05:40:00.241,6.216976059879,,,
2012/09/21 05:41:16.803,,5.131287126476,,
2012/09/21 05:46:57.064,6.1158906770713,,,
2012/09/21 05:47:07.345,,,5.863827088089,
2012/09/21 05:48:44.141,,5.0262219681209,,
2012/09/21 05:54:10.293,,,5.7626487711148,
2012/09/21 05:55:09.355,5.998063930314,,,
2012/09/21 05:55:59.229,,4.9211404447835,,
2012/09/21 06:01:13.240,,,5.6572536194061,
2012/09/21 06:02:34.833,,4.8201943834883,,
2012/09/21 06:02:57.255,5.8908093797119,,,
2012/09/21 06:09:01.141,,,5.55627485553,
2012/09/21 06:10:26.671,5.7899315765377,,,
2012/09/21 06:10:59.264,,4.7067083002673,,
2012/09/21 06:16:22.244,,,5.4469121103723,
2012/09/21 06:17:38.697,5.6896179619785,,,
2012/09/21 06:18:20.696,,4.6059979957057,,
2012/09/21 06:23:53.957,,,5.3418885356515,
2012/09/21 06:25:00.238,5.5861954678399,,,
2012/09/21 06:26:35.065,,4.5052157882867,,
2012/09/21 06:31:30.483,,,5.2387101708902,
2012/09/21 06:32:03.076,5.4808617930491,,,
2012/09/21 06:33:02.247,,4.4020480646107,,
2012/09/21 06:39:11.164,,,5.1355194027275,
2012/09/21 06:39:24.289,5.3800069458688,,,
2012/09/21 06:41:08.304,,4.2921297669381,,
2012/09/21 06:46:13.128,,,5.0303485010707,
2012/09/21 06:46:44.737,5.2789984391206,,,
2012/09/21 06:48:02.173,,4.1855902895409,,
2012/09/21 06:53:30.403,5.1738043523391,,,
2012/09/21 06:53:57.966,,,4.9252176190797,
2012/09/21 06:55:45.042,,4.0847545397018,,
2012/09/21 07:01:06.163,,,4.8243114504934,
2012/09/21 07:01:09.226,5.0686088080559,,,
2012/09/21 07:02:17.475,,3.9838295379022,,
2012/09/21 07:08:25.408,,,4.723459122994,
2012/09/21 07:08:44.767,4.9593054459506,,,
2012/09/21 07:10:14.562,,3.8705026446887,,
2012/09/21 07:15:19.277,,,4.613996432297,
2012/09/21 07:16:44.917,4.8543695024776,,,
2012/09/21 07:18:10.556,,3.7696252830548,,
2012/09/21 07:22:53.615,4.7449105455927,,,
2012/09/21 07:23:34.412,,,4.507382644914,
2012/09/21 07:25:23.348,,3.660414049041,,
2012/09/21 07:30:37.141,,,4.4036261169145,
2012/09/21 07:31:09.843,4.6440089028457,,,
2012/09/21 07:32:41.498,,3.5552544216138,,
2012/09/21 07:38:15.853,,,4.3028907361476,
2012/09/21 07:38:18.041,4.5390625118449,,,
2012/09/21 07:40:05.993,,3.4545504825666,,
2012/09/21 07:45:01.520,,,4.2019876244482,
2012/09/21 07:46:11.738,4.4381572355865,,,
2012/09/21 07:48:12.049,,3.3453547006846,,
2012/09/21 07:52:49.311,4.337264471992,,,
2012/09/21 07:53:15.889,,,4.0923640681658,
2012/09/21 07:55:32.496,,3.2445823536761,,
2012/09/21 08:00:12.821,4.2363922139393,,,
2012/09/21 08:00:18.837,,,3.9915858289664,
2012/09/21 08:03:12.194,,3.1437274712488,,
2012/09/21 08:07:36.222,4.1353452505388,,,
2012/09/21 08:08:22.049,,,3.8865483804187,
2012/09/21 08:10:41.610,,3.0386729420685,,
2012/09/21 08:14:39.060,4.03023813889,,,
2012/09/21 08:15:55.512,,,3.7856177075257,
2012/09/21 08:19:06.150,,2.9296799540001,,
2012/09/21 08:22:45.116,3.9282389876271,,,
2012/09/21 08:23:08.631,,,3.6846634955745,
2012/09/21 08:27:28.503,,2.8287091703407,,
2012/09/21 08:30:06.329,3.8230858781823,,,
2012/09/21 08:31:04.516,,,3.5797021274276,
2012/09/21 08:35:08.966,,2.7238594892509,,
2012/09/21 08:37:00.746,3.7195570878458,,,
2012/09/21 08:38:34.370,,,3.470348468635,
2012/09/21 08:43:15.460,,2.6230180956316,,
2012/09/21 08:45:48.255,3.6102925008342,,,
2012/09/21 08:46:34.082,,,3.3650464028581,
2012/09/21 08:51:21.407,,2.5181089279919,,
2012/09/21 08:54:24.717,3.5053170543893,,,
2012/09/21 08:55:39.966,,,3.2544151823095,
2012/09/21 08:59:33.479,,2.4173155931377,,
2012/09/21 09:02:06.273,3.4044599697761,,,
2012/09/21 09:03:47.007,,,3.1508007643969,
2012/09/21 09:08:28.206,,2.308035207572,,
2012/09/21 09:10:18.345,3.2994070088456,,,
2012/09/21 09:11:43.657,,,3.0499523355711,
2012/09/21 09:17:26.980,,2.204534770274,,
2012/09/21 09:18:24.183,3.198563635281,,,
2012/09/21 09:20:16.181,,,2.9491713624289,
2012/09/21 09:26:17.880,,2.1023682898263,,
2012/09/21 09:27:03.707,3.0976809689199,,,
2012/09/21 09:28:35.472,,,2.8481841130023,
2012/09/21 09:35:12.826,,2.0015964622294,,
2012/09/21 09:35:28.138,2.9969283601977,,,
2012/09/21 09:37:45.730,,,2.74735203956,
2012/09/21 09:42:43.117,2.8960963551398,,,
2012/09/21 09:44:38.397,,1.9008696881042,,
2012/09/21 09:46:25.364,,,2.6423213490692,
2012/09/21 09:52:32.203,2.7952502512195,,,
2012/09/21 09:53:02.828,,1.8000704008183,,
2012/09/21 09:54:38.421,,,2.5372491899617,
2012/09/21 10:01:54.603,2.6944321317462,,,
2012/09/21 10:03:03.836,,1.6994547221667,,
2012/09/21 10:04:31.444,,,2.4331909880306,
2012/09/21 10:11:22.142,2.5811254357597,,,
2012/09/21 10:12:48.766,,1.5986621970177,,
2012/09/21 10:14:11.343,,,2.3313686043059,
2012/09/21 10:21:15.385,2.4782642445948,,,
2012/09/21 10:23:18.758,,1.4895499262665,,
2012/09/21 10:23:37.133,,,2.2262323137833,
2012/09/21 10:31:45.814,2.3670279975019,,,
2012/09/21 10:34:18.609,,,2.1254988014985,
2012/09/21 10:35:00.390,,1.3846592171849,,
2012/09/21 10:41:48.900,2.2620250534136,,,
2012/09/21 10:43:59.383,,,2.0247072160985,
2012/09/21 10:44:30.007,,1.2838309601416,,
2012/09/21 10:52:27.861,2.1612253869522,,,
2012/09/21 10:53:35.125,,,1.923883532159,
2012/09/21 10:56:09.889,,1.1831445840935,,
2012/09/21 11:03:36.024,2.0520841514052,,,
2012/09/21 11:04:22.836,,,1.8230847707421,
2012/09/21 11:08:00.927,,1.0783268350591,,
2012/09/21 11:13:46.110,1.9513383173125,,,
2012/09/21 11:14:08.641,,,1.7180286571028,
2012/09/21 11:19:51.746,,0.97334459146985,,
2012/09/21 11:25:01.601,1.8463440242956,,,
2012/09/21 11:27:16.959,,,1.6171937518307,
2012/09/21 11:32:18.502,,0.8685965471348,,
2012/09/21 11:37:43.451,1.7456806338621,,,
2012/09/21 11:38:26.216,,,1.5163317199178,
2012/09/21 11:46:22.975,,0.7678102965455,,
2012/09/21 11:49:58.988,,,1.4155127414961,
2012/09/21 11:50:12.222,1.6448948894369,,,
2012/09/21 12:00:12.355,,0.66288814954112,,
2012/09/21 12:02:10.698,1.5440504358456,,,
2012/09/21 12:02:53.463,,,1.3148331764854,
2012/09/21 12:14:31.485,1.44341289536,,,
2012/09/21 12:16:26.546,,,1.2139811794305,
2012/09/21 12:17:12.374,,0.5621941647926,,
2012/09/21 12:28:09.271,1.3425749671139,,,
2012/09/21 12:29:17.411,,,1.1117457472592,
2012/09/21 12:31:42.987,,0.45725772666111,,
2012/09/21 12:39:16.341,1.2334373413831,,,
2012/09/21 12:40:42.856,,0.35660380535133,,
2012/09/21 12:41:26.605,,,1.006077557755,
2012/09/21 12:49:46.661,1.1263927039987,,,
2012/09/21 12:51:04.098,,0.24966416465659,,
2012/09/21 12:51:56.050,,,0.89910783911251,
2012/09/21 12:58:42.701,1.015185073056,,,
2012/09/21 12:59:27.435,,0.14826658106725,,
2012/09/21 13:01:15.277,,,0.7982601891216,
2012/09/21 13:06:51.382,,0.042187919464204,,
2012/09/21 13:07:06.695,0.91039420599553,,,
2012/09/21 13:08:53.553,,,0.69338055757727,
2012/09/21 13:14:27.580,,-0.058590084777722,,
2012/09/21 13:14:40.814,0.79706317178892,,,
2012/09/21 13:16:50.203,,,0.59260229374063,
2012/09/21 13:21:06.903,,-0.15924365992394,,
2012/09/21 13:22:11.105,0.68797891940313,,,
2012/09/21 13:23:44.729,,,0.48763367574452,
2012/09/21 13:27:30.913,,-0.26406212900978,,
2012/09/21 13:29:22.909,0.57889792359975,,,
2012/09/21 13:30:47.448,,,0.38471323841407,
2012/09/21 13:34:36.680,,-0.36884110754649,,
2012/09/21 13:36:34.801,0.47813423273177,,,
2012/09/21 13:37:50.157,,,0.28194373401141,
2012/09/21 13:41:37.432,,-0.47366757903297,,
2012/09/21 13:43:16.195,0.37743860831788,,,
2012/09/21 13:44:44.787,,,0.17908375535831,
2012/09/21 13:48:31.081,,-0.57424380377219,,
2012/09/21 13:50:04.705,0.27682127723514,,,
2012/09/21 13:51:40.516,,,0.072022946666171,
2012/09/21 13:56:10.451,,-0.68749241448703,,
2012/09/21 13:56:58.466,0.17614265532912,,,
2012/09/21 13:59:03.698,,,-0.028652324420161,
2012/09/21 14:05:01.350,,-0.79649554371797,,
2012/09/21 14:05:10.537,0.075385716543227,,,
2012/09/21 14:06:02.599,,,-0.12937491327354,
2012/09/21 14:13:04.563,-0.029488703770847,,,
2012/09/21 14:14:01.437,,-0.90352923377147,,
2012/09/21 14:14:17.733,,,-0.23425313863605,
2012/09/21 14:21:13.572,-0.13015150614115,,,
2012/09/21 14:22:45.118,,-1.0061827557384,-0.33505556774714,
2012/09/21 14:29:53.097,-0.23078766798453,,,
2012/09/21 14:31:32.736,,,-0.44401809607919,
2012/09/21 14:33:11.500,,-1.1109070343752,,
2012/09/21 14:40:02.307,-0.33561793994736,,,
2012/09/21 14:41:20.838,,,-0.54905039856866,
2012/09/21 14:43:07.914,,-1.2115898158916,,
2012/09/21 14:48:44.129,-0.43625955228143,,,
2012/09/21 14:52:02.751,,,-0.65393930343291,
2012/09/21 14:53:37.469,,-1.3122764961622,,
2012/09/21 15:00:17.011,-0.54104633352515,,,
2012/09/21 15:01:59.931,,,-0.75451574766935,
2012/09/21 15:04:52.195,,-1.4168588212947,,
2012/09/21 15:11:55.033,-0.64173979404947,,,
2012/09/21 15:13:06.235,,,-0.85524177606644,
2012/09/21 15:18:17.294,,-1.5175511261356,,
2012/09/21 15:21:53.307,-0.74231369465029,,,
2012/09/21 15:26:10.991,,,-0.96019321219499,
2012/09/21 15:32:01.424,,-1.6222791220087,,
2012/09/21 15:35:41.374,-0.84296305406132,,,
2012/09/21 15:39:10.278,,,-1.0650669085583,
2012/09/21 15:46:43.413,,-1.7312039240058,,
2012/09/21 15:49:47.816,-0.94364568401063,,,
2012/09/21 15:52:51.127,,,-1.1713237473548,
2012/09/21 16:02:05.541,,-1.831832905235,,
2012/09/21 16:03:52.509,-1.0484958688641,,,
2012/09/21 16:07:24.256,,,-1.2739776711659,
2012/09/21 16:17:23.295,-1.1531454400483,,,
2012/09/21 16:18:23.451,,-1.9323837274904,,
2012/09/21 16:20:41.043,,,-1.3754008013194,
2012/09/21 16:34:41.579,-1.2581078024663,,,
2012/09/21 16:34:43.657,,-2.0328915875363,,
2012/09/21 16:37:24.545,,,-1.4760726082627,
2012/09/21 16:51:15.129,-1.3587222514074,,,
2012/09/21 16:53:02.205,,,-1.5768033723917,
2012/09/21 16:53:11.283,,-2.135593666994,,
2012/09/21 17:06:44.257,-1.4592457690398,,,
2012/09/21 17:09:04.912,,,-1.6773349363446,
2012/09/21 17:12:38.956,,-2.242361895783,,
2012/09/21 17:24:37.650,-1.5598151237689,,,
2012/09/21 17:24:48.806,,,-1.7779184721313,
2012/09/21 17:33:17.612,,-2.3429635128961,,
2012/09/21 17:43:38.854,-1.6605327770617,,,
2012/09/21 17:43:42.901,,,-1.882759593806,
2012/09/21 17:54:41.330,,-2.4433349686574,,
2012/09/21 18:02:34.918,-1.7610535165034,,,
2012/09/21 18:03:48.198,,,-1.9834652108833,
2012/09/21 18:17:21.719,,-2.544010185321,,
2012/09/21 18:23:24.292,-1.8616744612361,,,
2012/09/21 18:25:24.494,,,-2.0841273951575,
2012/09/21 18:41:02.919,,-2.6445805520014,,
2012/09/21 18:44:05.354,-1.9621346072643,,,
2012/09/21 18:46:54.555,,,-2.1847598351713,
2012/09/21 19:06:50.556,,-2.7450723649623,,
2012/09/21 19:08:05.914,-2.0627824660396,,,
2012/09/21 19:09:22.366,,,-2.2895012850284,
2012/09/21 19:33:00.286,-2.1674865906833,,,
2012/09/21 19:34:47.472,,-2.8497747716446,,
2012/09/21 19:36:12.783,,,-2.3985637116326,
2012/09/21 20:00:00.218,-2.2722790155844,,,
2012/09/21 20:02:27.872,,,-2.5033010732397,
2012/09/21 20:05:52.073,,-2.9502862892442,,
2012/09/21 20:28:03.587,-2.3769505516638,,,
2012/09/21 20:31:08.100,,,-2.6038870858637,
2012/09/21 20:39:14.485,,-3.0549247672665,,
2012/09/21 21:01:24.468,-2.4775679682953,,,
2012/09/21 21:01:55.092,,,-2.7045521547335,
2012/09/21 21:16:10.503,,-3.1555103067598,,
2012/09/21 21:33:54.380,-2.5780877751009,,,
2012/09/21 21:36:02.894,,,-2.8051671122661,
2012/09/21 21:50:21.805,,-3.2559745133978,,
2012/09/21 22:01:39.484,-2.6786412663567,,,
2012/09/21 22:04:17.310,,,-2.9182125769623,
2012/09/21 22:09:23.994,,-3.3604919562153,,
2012/09/21 22:19:57.486,-2.7791755560578,,,
2012/09/21 22:22:26.015,,,-3.0188250480089,
2012/09/21 22:23:39.405,,-3.4611328932901,,
2012/09/21 22:34:37.287,-2.879762010957,,,
2012/09/21 22:35:12.832,,-3.5679367795575,,
2012/09/21 22:36:13.966,,,-3.1194489032261,
2012/09/21 22:45:19.056,-2.9885524317712,,,
2012/09/21 22:45:49.681,,-3.6704974045481,,
2012/09/21 22:47:56.006,,,-3.2242323355383,
2012/09/21 22:54:44.514,,-3.7751352484687,,
2012/09/21 22:56:31.372,-3.0974737359893,,,
2012/09/21 22:57:47.824,,,-3.3247178113647,
2012/09/21 23:03:33.226,,-3.8755586052562,,
2012/09/21 23:06:54.802,-3.2063448462868,,,
2012/09/21 23:07:26.301,,,-3.429539155054,
2012/09/21 23:12:24.782,,-3.9801508335247,,
2012/09/21 23:16:38.419,,,-3.530062620211,
2012/09/21 23:17:06.856,-3.3097236152595,,,
2012/09/21 23:20:48.885,,-4.0807119008053,,
2012/09/21 23:25:48.459,,,-3.6306438762576,
2012/09/21 23:25:57.537,-3.4115995189087,,,
2012/09/21 23:29:21.409,,-4.1852943109387,,
2012/09/21 23:34:28.093,,,-3.7353689556284,
2012/09/21 23:34:40.343,-3.5121530786814,,,
2012/09/21 23:37:16.200,,-4.2857319063625,,
2012/09/21 23:42:52.524,,,-3.8359268442626,
2012/09/21 23:43:23.039,-3.616784469626,,,
2012/09/21 23:45:25.319,,-4.3945554646938,,
2012/09/21 23:51:13.565,,,-3.9364714214187,
2012/09/21 23:52:17.657,-3.7173030418254,,,
2012/09/21 23:53:48.328,,-4.5075344846583,,
2012/09/21 23:59:20.386,,,-4.0370844734475,
2012/09/22 00:00:01.073,-3.8177445349363,,,
2012/09/22 00:02:48.087,,-4.6081780979891,,
2012/09/22 00:07:26.333,,,-4.1457889695048,
2012/09/22 00:08:16.208,-3.918280187497,,,
2012/09/22 00:10:09.300,,-4.7105504406617,,
2012/09/22 00:16:03.889,-4.0186783819855,,,
2012/09/22 00:16:17.123,,,-4.2463314210819,
2012/09/22 00:18:15.466,,-4.8172314214234,,
2012/09/22 00:24:49.867,,,-4.3502945197421,
2012/09/22 00:24:55.117,-4.1192468445125,,,
2012/09/22 00:26:25.678,,-4.9177358457342,,
2012/09/22 00:33:10.032,-4.2252369946556,,,
2012/09/22 00:33:14.079,,,-4.4544602426826,
2012/09/22 00:33:51.813,,-5.0221750363785,,
2012/09/22 00:40:56.620,,-5.1226389871284,-4.5563608127787,
2012/09/22 00:41:34.245,-4.332681409201,,,
2012/09/22 00:48:33.911,,-5.223017101072,,
2012/09/22 00:48:35.005,,,-4.6567374412446,
2012/09/22 00:49:04.536,-4.4330884737697,,,
2012/09/22 00:56:03.983,,-5.3316717829632,,
2012/09/22 00:56:29.468,,,-4.7655835153952,
2012/09/22 00:57:00.967,-4.5418111935158,,,
2012/09/22 01:04:35.414,,,-4.8661930763464,
2012/09/22 01:04:37.602,,-5.440602585748,,
2012/09/22 01:05:08.008,-4.6463245830761,,,
2012/09/22 01:12:06.690,,-5.5471735802345,,
2012/09/22 01:12:15.877,,,-4.9666618145556,
2012/09/22 01:13:17.017,-4.747050088889,,,
2012/09/22 01:19:18.497,,-5.6495285375692,,
2012/09/22 01:20:11.324,,,-5.0671912617637,
2012/09/22 01:20:16.465,-4.8473050140336,,,
2012/09/22 01:27:17.444,,-5.7500524448451,,
2012/09/22 01:27:32.756,,,-5.1717587016034,
2012/09/22 01:28:33.787,-4.9478757706628,,,
2012/09/22 01:34:10.001,,-5.8544568446159,,
2012/09/22 01:35:41.656,,,-5.2722749410064,
2012/09/22 01:35:43.625,-5.0482385603972,,,
2012/09/22 01:42:15.729,,-5.9591896411318,,
2012/09/22 01:43:08.885,,,-5.3809913788364,
2012/09/22 01:43:20.041,-5.1486474710145,,,
2012/09/22 01:48:56.255,,-6.0594838115134,,
2012/09/22 01:50:38.082,,,-5.4815643526869,
2012/09/22 01:50:58.535,-5.2491044239483,,,
2012/09/22 01:56:30.593,,-6.1721523296231,,
2012/09/22 01:57:51.202,-5.3494254168457,,,
2012/09/22 01:58:17.670,,,-5.5943438516994,
2012/09/22 02:04:28.447,,-6.2768237385042,,
2012/09/22 02:05:25.540,-5.4540346576326,,,
2012/09/22 02:06:59.163,,,-5.7074920344992,
2012/09/22 02:12:52.549,,-6.3855990367112,,
2012/09/22 02:13:53.799,-5.5628258177403,,,
2012/09/22 02:15:10.141,,,-5.8121307580035,
2012/09/22 02:20:31.044,,-6.4901245431148,,
2012/09/22 02:21:32.183,-5.6672788097742,,,
2012/09/22 02:23:02.854,,,-5.9167513150023,
2012/09/22 02:28:27.912,,-6.5932366534148,,
2012/09/22 02:29:07.615,-5.7677659408767,,,
2012/09/22 02:30:23.958,,,-6.0211958302577,
2012/09/22 02:35:47.922,,-6.6990116972763,,
2012/09/22 02:37:04.375,-5.8721517128563,,,
2012/09/22 02:39:21.857,,,-6.12196091524,
2012/09/22 02:43:28.495,,-6.7993734090829,,
2012/09/22 02:44:27.666,-5.9726295228482,,,
2012/09/22 02:46:29.946,,,-6.2264286767906,
2012/09/22 02:52:01.238,,-6.9053220993312,,
2012/09/22 02:52:13.488,-6.0729663373552,,,
2012/09/22 02:55:09.798,,,-6.327004923733,
2012/09/22 03:00:07.185,,-7.0125551404214,,
2012/09/22 03:00:46.888,-6.1817538452426,,,
2012/09/22 03:02:03.340,,,-6.4271998397961,
2012/09/22 03:08:49.553,,-7.1130390352591,,
2012/09/22 03:09:09.897,-6.2863470941524,,,
2012/09/22 03:10:56.864,,,-6.5277392677375,
2012/09/22 03:17:16.719,-6.3948783275069,,,
2012/09/22 03:17:18.906,,-7.2215448070004,,
2012/09/22 03:18:59.639,,,-6.6404969442044,
