1792
3775
0 43 28 0
1 43 28 1
2 43 29 0
3 43 29 1
4 42 28 0
5 42 28 1
6 42 29 0
7 42 29 1
8 40 29 1
9 40 29 0
10 40 28 1
11 40 28 0
12 41 29 1
13 41 29 0
14 41 28 1
15 41 28 0
16 35 28 0
17 35 28 1
18 35 29 0
19 35 29 1
20 34 28 0
21 34 28 1
22 34 29 0
23 34 29 1
24 32 29 1
25 32 29 0
26 32 28 1
27 32 28 0
28 33 29 1
29 33 29 0
30 33 28 1
31 33 28 0
32 36 28 0
33 36 28 1
34 36 29 0
35 36 29 1
36 37 28 0
37 37 28 1
38 37 29 0
39 37 29 1
40 39 29 1
41 39 29 0
42 39 28 1
43 39 28 0
44 38 29 1
45 38 29 0
46 38 28 1
47 38 28 0
48 44 28 0
49 44 28 1
50 44 29 0
51 44 29 1
52 45 28 0
53 45 28 1
54 45 29 0
55 45 29 1
56 47 29 1
57 47 29 0
58 47 28 1
59 47 28 0
60 46 29 1
61 46 29 0
62 46 28 1
63 46 28 0
128 43 30 0
129 43 30 1
130 43 31 0
131 43 31 1
132 42 30 0
133 42 30 1
134 42 31 0
135 42 31 1
136 40 31 1
137 40 31 0
138 40 30 1
139 40 30 0
140 41 31 1
141 41 31 0
142 41 30 1
143 41 30 0
144 35 30 0
145 35 30 1
146 35 31 0
147 35 31 1
148 34 30 0
149 34 30 1
150 34 31 0
151 34 31 1
152 32 31 1
153 32 31 0
154 32 30 1
155 32 30 0
156 33 31 1
157 33 31 0
158 33 30 1
159 33 30 0
160 36 30 0
161 36 30 1
162 36 31 0
163 36 31 1
164 37 30 0
165 37 30 1
166 37 31 0
167 37 31 1
168 39 31 1
169 39 31 0
170 39 30 1
171 39 30 0
172 38 31 1
173 38 31 0
174 38 30 1
175 38 30 0
176 44 30 0
177 44 30 1
178 44 31 0
179 44 31 1
180 45 30 0
181 45 30 1
182 45 31 0
183 45 31 1
184 47 31 1
185 47 31 0
186 47 30 1
187 47 30 0
188 46 31 1
189 46 31 0
190 46 30 1
191 46 30 0
256 43 32 0
257 43 32 1
258 43 33 0
259 43 33 1
260 42 32 0
261 42 32 1
262 42 33 0
263 42 33 1
264 40 33 1
265 40 33 0
266 40 32 1
267 40 32 0
268 41 33 1
269 41 33 0
270 41 32 1
271 41 32 0
272 35 32 0
273 35 32 1
274 35 33 0
275 35 33 1
276 34 32 0
277 34 32 1
278 34 33 0
279 34 33 1
280 32 33 1
281 32 33 0
282 32 32 1
283 32 32 0
284 33 33 1
285 33 33 0
286 33 32 1
287 33 32 0
288 36 32 0
289 36 32 1
290 36 33 0
291 36 33 1
292 37 32 0
293 37 32 1
294 37 33 0
295 37 33 1
296 39 33 1
297 39 33 0
298 39 32 1
