1.0      3.5      3.5   
1.0	 3.0      3.0
1.0	 2.5	  2.5
1.0	 2.0      2.0
1.7e-8   1.7e-8   1.65e-8 
1.7e-8   1.7e-8   1.65e-8 
1.7e-8   1.7e-8   1.65e-8
1.5      2.1      2.6   
2.3      2.3      2.3    
2.7      2.7      2.7   
1.8      0.8      0.8    
1.7      1.7      1.7    
1.3      1.3      1.3    
2.5      1.35     1.35   
3.15     3.15     3.15    
3.8      3.8      3.8    
1.1      1.1      1.1   
1.1      1.1      1.1   
2.0      2.0      2.0    
90.      90.      90.   
85.      85.      110. 
90.      90.      90.    
