21 30 79 10. 10. 10.  0.1000000015   0.1000000015   695.0999756 
 -0.2350257942E-02 0.3729773823E-06 -2.459477901
 -0.2374480963 0.3772637137E-04 -2.453231096
 -0.4729579091 0.7540874503E-04 -2.434574127
 -0.7092270851 0.1137521031E-03 -2.403023005
 -0.9464797974 0.1531004964E-03 -2.357777119
 -1.184746027 0.1938139030E-03 -2.297721148
 -1.423784018 0.2362720988E-03 -2.221446991
 -1.662988067 0.2808760910E-03 -2.127275944
 -1.901299000 0.3280499077E-03 -2.013307095
 -2.137108088 0.3782425192E-03 -1.877496958
 -2.368174076 0.4319319851E-03 -1.717748880
 -2.591558933 0.4896317841E-03 -1.532037973
 -2.803597927 0.5519004771E-03 -1.318522930
 -2.999872923 0.6193525041E-03 -1.075643063
 -3.175170183 0.6926647038E-03 -0.8021508455
 -3.323319912 0.7725626347E-03 -0.4970965981
 -3.436796188 0.8597504348E-03 -0.1598048955
 -3.505861998 0.9546944057E-03 0.2099481076
 -3.517138958 0.1057052054E-02 0.6110433936
 -3.451806068 0.1164310030E-02 1.038285971
 -3.285556078 0.1269098022E-02 1.476162910
 -0.2350711962E-02 0.3773046046E-04 -2.457573891
 -0.2374936938 0.3816406010E-02 -2.451318979
 -0.4730467200 0.7628328167E-02 -2.432636976
 -0.7093554139 0.1150706969E-01 -2.401042938
 -0.9466416836 0.1548741944E-01 -2.355736017
 -1.184933066 0.1960587874E-01 -2.295601845
 -1.423984051 0.2390090004E-01 -2.219228983
 -1.663187981 0.2841318026E-01 -2.124937057
 -1.901479006 0.3318575025E-01 -2.010827065
 -2.137244940 0.3826417029E-01 -1.874849916
 -2.368237972 0.4369696230E-01 -1.714910984
 -2.591511965 0.4953619838E-01 -1.528980970
 -2.803390026 0.5583846942E-01 -1.315218091
 -2.999438047 0.6266596913E-01 -1.072056055
 -3.174420834 0.7008709013E-01 -0.7982465029
 -3.322134972 0.7817491889E-01 -0.4928374887
 -3.435001135 0.8699999005E-01 -0.1551584005
 -3.503206968 0.9660781920E-01 0.2149917930
 -3.513261080 0.1069600061 0.6164265275
 -3.446218014 0.1177942008 1.043782949
 -3.277738094 0.1283507943 1.481208920
 -0.2352056094E-02 0.7544353139E-04 -2.451917887
 -0.2376285046 0.7631014101E-02 -2.445637941
 -0.4733094871 0.1525286026E-01 -2.426881075
 -0.7097349167 0.2300800011E-01 -2.395162106
 -0.9471202493 0.3096603043E-01 -2.349676847
 -1.185486078 0.3920014948E-01 -2.289306879
 -1.424577951 0.4778774083E-01 -2.212640047
 -1.663777947 0.5681082234E-01 -2.117990971
 -1.902009010 0.6635622680E-01 -2.003456116
 -2.137644053 0.7651600242E-01 -1.866984963
 -2.368414879 0.8738800138E-01 -1.706475019
 -2.591351986 0.9907714278E-01 -1.519894004
 -2.802743912 0.1116971001 -1.305390000
 -2.998111010 0.1253724992 -1.061389923
 -3.172146082 0.1402394027 -0.7866352201
 -3.318544865 0.1564422101 -0.4801714122
 -3.429572105 0.1741175056 -0.1413445026
 -3.495182037 0.1933459938 0.2299752980
 -3.501553059 0.2140278965 0.6323916912
 -3.429372072 0.2355898917 1.060024977
 -3.254241943 0.2564285994 1.496005058
 -0.2354281954E-02 0.1138835942E-03 -2.442456961
 -0.2378517985 0.1151908003E-01 -2.436135054
 -0.4737448990 0.2302376181E-01 -2.417253971
 -0.7103638649 0.3472873941E-01 -2.385325909
 -0.9479129910 0.4673914984E-01 -2.339542150
 -1.186399937 0.5916603655E-01 -2.278779030
 -1.425557017 0.7212737948E-01 -2.201617956
 -1.664747000 0.8574861288E-01 -2.106369019
 -1.902873039 0.1001628935 -1.991121054
 -2.138279915 0.1155114025 -1.853816032
 -2.368668079 0.1319441050 -1.692346096
 -2.591023207 0.1496213078 -1.504666924
 -2.801576853 0.1687158942 -1.288915992
 -2.995767832 0.1894159913 -1.043504953
 -3.168169975 0.2119258046 -0.7671625614
 -3.312300205 0.2364580035 -0.4589329958
 -3.420157194 0.2632066011 -0.1181958988
 -3.481292963 0.2922655046 0.2550441027
 -3.481329918 0.3234219253 0.6590089798
 -3.400365114 0.3556817174 1.086897969
 -3.214029074 0.3864096105 1.520091057
 -0.2357375110E-02 0.1534618059E-03 -2.429096937
 -0.2381621003 0.1552210003E-01 -2.422718048
 -0.4743495882 0.3102358803E-01 -2.403662920
 -0.7112366557 0.4679302126E-01 -2.371439934
 -0.9490126371 0.6297205389E-01 -2.325234890
 -1.187667012 0.7971133292E-01 -2.263916969
 -1.426908970 0.9717195481E-01 -2.186057091
 -1.666076064 0.1155261025 -2.089956045
 -1.904039979 0.1349571049 -1.973693132
 -2.139106035 0.1556594968 -1.835200906
 -2.368925095 0.1778396070 -1.672361016
 -2.590420008 0.2017167956 -1.483114004
 -2.799735069 0.2275265902 -1.265583992
 -2.992187977 0.2555223107 -1.018164992
 -3.162176132 0.2859750986 -0.7395693064
 -3.302955866 0.3191605806 -0.4288462102
 -3.406127930 0.3553138971 -0.8543886989E-01
 -3.460662127 0.3945026100 0.2904248834
 -3.451384068 0.4363102913 0.6963565350
